Frequency (Hz), H(j), Amplitude Response (dB)
7659,-0.062718+0.043238i,-22.363
7764,-0.036371+0.065775i,-22.48
7869,-0.0032116+0.074156i,-22.589
7977,0.058019-0.044752i,-22.701
8085,-0.070646-0.015384i,-22.817
8195,0.070871-0.0085812i,-22.927
8307,0.0063379+0.070168i,-23.042
8420,-0.054812+0.042771i,-23.157
8534,-0.06618+0.018126i,-23.271
8650,-0.032082+0.059667i,-23.382
8768,0.06678+0.0032567i,-23.497
8887,-0.055514-0.035702i,-23.609
9008,0.064742-0.0072178i,-23.723
9131,0.026702+0.058455i,-23.84
9255,-0.013938+0.061899i,-23.952
9381,0.020531+0.059149i,-24.067
9509,0.053484-0.030933i,-24.182
9638,-0.059037-0.015319i,-24.294
9770,0.042937-0.042185i,-24.409
9903,0.044206+0.039644i,-24.527
10037,-0.0038495+0.058479i,-24.641
10174,0.042987+0.038701i,-24.755
10312,0.040844-0.039872i,-24.871
10453,-0.032959+0.045676i,-24.986
10595,-0.0083494-0.054964i,-25.099
10739,0.046435-0.029238i,-25.213
10885,0.044439-0.030894i,-25.332
11033,-0.015134-0.051218i,-25.448
11184,0.010787+0.051575i,-25.565
11336,-0.034578-0.038889i,-25.674
11490,0.032614-0.039637i,-25.793
11647,0.014735-0.048468i,-25.907
11805,-0.032274-0.038185i,-26.021
11966,0.01758+0.046051i,-26.144
12129,-0.04591-0.016081i,-26.259
12294,-0.0079597-0.047329i,-26.376
12461,-0.014245-0.045203i,-26.485
12631,-0.036317+0.029466i,-26.601
12802,0.045951-0.0041449i,-26.719
12977,0.015137+0.042918i,-26.838
13153,-0.016658+0.041692i,-26.956
13332,0.028861+0.033613i,-27.071
13514,-0.019636-0.039073i,-27.184
13698,0.042681+0.0061633i,-27.306
13884,0.01865+0.038261i,-27.419
14073,0.040328+0.011739i,-27.535
14265,-0.029389-0.029194i,-27.655
14459,0.040774+0.0030624i,-27.768
14656,0.030824+0.025996i,-27.889
14855,0.039481+0.0048035i,-28.008
15057,-0.025152-0.030111i,-28.127
15262,0.0381-0.0069069i,-28.241
15470,0.038023+0.0037351i,-28.357
15680,0.025467-0.027773i,-28.477
15894,-0.019266+0.031788i,-28.596
16110,-0.027744-0.023988i,-28.712
16329,-0.028979-0.02171i,-28.824
16552,0.0094362+0.034435i,-28.946
16777,-0.025552-0.024221i,-29.067
17005,-0.00085208-0.034734i,-29.182
17237,-0.034183+0.0026365i,-29.298
17471,0.032888+0.0079049i,-29.415
17709,0.0095996+0.031944i,-29.537
17950,0.028672+0.016161i,-29.653
18194,-0.015248-0.028662i,-29.771
18442,0.023169-0.022112i,-29.89
18693,0.0092983-0.030192i,-30.009
18947,-0.028048+0.013535i,-30.133
19205,-0.01388-0.027425i,-30.247
19467,-0.029426-0.0073298i,-30.364
19731,0.007356+0.028993i,-30.483
20000,-0.024117+0.016996i,-30.602
