Frequency (Hz), H(j), Amplitude Response (dB)
133,-0.081195-0.16592i,-14.67
135,-0.18435+0.0085141i,-14.678
136,-0.14936+0.10824i,-14.682
138,0.039915+0.17992i,-14.69
140,0.18078+0.034858i,-14.699
142,0.10374-0.15192i,-14.705
144,-0.098091-0.1554i,-14.714
146,-0.18143+0.028219i,-14.722
148,-0.046127+0.17753i,-14.731
150,0.14446+0.11276i,-14.739
152,0.16069-0.087714i,-14.748
154,-0.016675-0.18211i,-14.757
156,-0.17357-0.056955i,-14.766
158,-0.12107+0.13655i,-14.775
160,0.077179+0.16513i,-14.786
163,0.14912-0.10429i,-14.8
165,-0.036487-0.17806i,-14.81
167,-0.1777-0.037128i,-14.821
169,-0.10447+0.14821i,-14.831
172,0.16368+0.077213i,-14.848
174,0.13565-0.11945i,-14.859
176,-0.055747-0.17171i,-14.869
179,-0.15921+0.084379i,-14.886
181,0.01429+0.17939i,-14.896
184,0.17389-0.044945i,-14.914
186,0.027682-0.17725i,-14.924
189,-0.17902+0.0033415i,-14.941
191,-0.067844+0.16548i,-14.951
194,0.17437+0.038127i,-14.968
196,0.10402-0.14479i,-14.978
199,-0.16033-0.077265i,-14.993
202,-0.048249+0.17095i,-15.01
205,0.17641+0.017844i,-15.025
207,0.086176-0.1547i,-15.037
210,-0.16697-0.057941i,-15.054
213,-0.028036+0.17414i,-15.071
216,0.17604-0.0026225i,-15.087
219,-0.033071-0.17254i,-15.106
222,-0.16383+0.062419i,-15.124
225,0.089729+0.1502i,-15.141
228,0.13203-0.11422i,-15.16
231,-0.13513-0.10995i,-15.178
234,-0.08461+0.15189i,-15.196
237,0.16395+0.056805i,-15.214
241,-0.071073-0.1578i,-15.236
244,-0.14275+0.097255i,-15.253
247,0.12042+0.12339i,-15.268
251,0.0069458-0.17182i,-15.291
254,-0.17008+0.023071i,-15.308
257,0.052286+0.1631i,-15.326
261,0.082353-0.14966i,-15.349
264,-0.16139-0.054863i,-15.367
268,0.07087+0.15455i,-15.39
272,0.063398-0.15725i,-15.414
275,-0.16559-0.0349i,-15.431
279,0.088232+0.14391i,-15.453
283,0.043744-0.16261i,-15.474
287,-0.1478+0.079839i,-15.494
291,0.15922+0.052288i,-15.515
295,-0.071377-0.1512i,-15.535
299,-0.060514+0.15541i,-15.557
303,0.15405-0.062798i,-15.579
307,-0.15118-0.068456i,-15.6
311,0.054184+0.15646i,-15.62
315,0.076099-0.14666i,-15.638
320,-0.1072+0.12517i,-15.661
324,0.16428-0.0083496i,-15.677
328,-0.11889-0.11317i,-15.696
333,0.089843+0.13686i,-15.718
337,0.037367-0.15906i,-15.736
342,-0.072341+0.14608i,-15.756
347,0.10336-0.12558i,-15.775
351,-0.16199+0.011486i,-15.788
356,0.16007+0.025434i,-15.806
361,-0.14984-0.06091i,-15.823
366,0.1319+0.093067i,-15.84
371,-0.10724-0.12032i,-15.854
376,0.077132+0.14125i,-15.867
381,-0.043142-0.15482i,-15.879
386,0.0070536+0.16035i,-15.89
391,0.02931-0.15759i,-15.902
397,0.027209+0.15776i,-15.913
402,0.0091186-0.15971i,-15.919
408,0.046993+0.15279i,-15.925
413,-0.011334-0.15935i,-15.931
419,0.06599+0.14537i,-15.937
424,-0.031484-0.1565i,-15.937
430,0.084008+0.13575i,-15.937
436,-0.12602-0.098003i,-15.937
442,0.15228+0.048035i,-15.935
448,-0.15957+0.0079662i,-15.93
454,0.14694-0.063103i,-15.922
460,-0.11586+0.11044i,-15.914
467,-0.020641-0.15893i,-15.903
473,0.07481+0.14204i,-15.888
479,-0.11979-0.10726i,-15.874
486,0.15763-0.033318i,-15.857
493,-0.066476+0.14724i,-15.834
499,0.011059-0.16156i,-15.813
506,0.12413+0.10472i,-15.788
513,-0.15838+0.038325i,-15.759
520,0.062914-0.15097i,-15.727
527,0.08484+0.14053i,-15.695
534,-0.1642-0.014755i,-15.658
541,0.10943-0.12421i,-15.622
549,0.11919+0.11615i,-15.576
556,-0.16495+0.027533i,-15.534
564,-0.019243-0.16705i,-15.486
571,0.14685+0.083838i,-15.438
579,-0.091746+0.14328i,-15.384
587,-0.13934-0.09963i,-15.325
595,0.1073-0.13497i,-15.268
603,0.13017+0.11493i,-15.207
611,-0.12238+0.12496i,-15.144
620,-0.17113-0.042691i,-15.071
628,0.051941-0.16993i,-15.007
637,0.17443-0.041437i,-14.929
645,0.032453+0.17775i,-14.861
654,-0.13829+0.11888i,-14.781
663,-0.17403-0.05992i,-14.701
672,-0.036425-0.18221i,-14.618
681,0.14031-0.12451i,-14.536
691,0.18295-0.049749i,-14.444
700,0.13647+0.13432i,-14.357
709,-0.047822+0.18736i,-14.272
719,-0.12761+0.14812i,-14.177
729,-0.18228+0.076659i,-14.078
739,-0.19951-0.012792i,-13.983
749,-0.17474-0.10158i,-13.888
759,-0.11233-0.17083i,-13.788
769,-0.024468-0.20533i,-13.69
780,-0.049202-0.20349i,-13.583
790,0.047544-0.20628i,-13.486
801,0.02322-0.21304i,-13.379
812,-0.0019632-0.21696i,-13.272
823,-0.027665-0.21789i,-13.166
834,-0.05354-0.21579i,-13.06
846,-0.18212-0.13259i,-12.946
857,-0.19865-0.11191i,-12.841
869,-0.22708+0.042418i,-12.728
881,-0.14873+0.18066i,-12.615
893,0.0019635+0.23697i,-12.506
905,0.15555+0.18282i,-12.394
917,0.23961+0.040987i,-12.285
930,0.10989-0.22048i,-12.169
942,-0.057685-0.24264i,-12.062
955,-0.25226-0.015197i,-11.947
968,-0.08876+0.24012i,-11.835
981,0.20667+0.15654i,-11.725
995,0.092914-0.24587i,-11.606
1008,-0.21091-0.16231i,-11.498
1022,-0.097383+0.25143i,-11.384
1036,0.27223+0.022692i,-11.271
1050,-0.055734-0.27099i,-11.161
1064,-0.2474+0.13153i,-11.051
1079,0.27737+0.060625i,-10.936
1093,-0.020172-0.2867i,-10.83
1108,-0.17247+0.23449i,-10.72
1123,0.28686-0.067883i,-10.61
1139,-0.29692+0.032443i,-10.496
1154,0.25023+0.16966i,-10.391
1170,-0.23027-0.20181i,-10.28
1186,0.20612+0.23157i,-10.172
1202,-0.17799-0.25842i,-10.067
1218,0.14639+0.28184i,-9.9626
1235,-0.25887-0.1907i,-9.8556
1252,0.32038+0.057719i,-9.7481
1269,-0.31676+0.09052i,-9.6445
1286,0.24731-0.22352i,-9.542
1304,0.067576+0.33054i,-9.4376
1321,-0.20859-0.26997i,-9.3408
1339,0.34254-0.042806i,-9.2384
1357,-0.13889+0.3203i,-9.1406
1376,-0.33042-0.12503i,-9.0376
1395,0.11049-0.33983i,-8.9384
1414,0.34855+0.095323i,-8.8414
1433,-0.079629+0.3566i,-8.7451
1452,-0.3638-0.063431i,-8.6526
1472,-0.16428-0.33531i,-8.5566
1492,0.17663-0.33358i,-8.4626
1513,0.28636-0.2523i,-8.3667
1533,0.37622+0.084363i,-8.278
1554,0.32545+0.21426i,-8.1866
1575,0.23096+0.31881i,-8.0972
1597,0.29789+0.26364i,-8.0066
1618,0.18715+0.3555i,-7.9209
1640,0.26261+0.30939i,-7.8334
1663,0.40905+0.027222i,-7.7452
1685,0.40907-0.062945i,-7.6624
1708,0.24203-0.34066i,-7.5789
1731,-0.07662-0.41486i,-7.4963
1755,-0.42594-0.0028135i,-7.4129
1779,-0.083703+0.42172i,-7.3317
1803,0.40206+0.16303i,-7.2532
1828,-0.0028949-0.43789i,-7.1725
1853,-0.40724+0.17143i,-7.0945
1878,0.31669+0.31362i,-7.0192
1903,0.17044-0.41597i,-6.9447
1929,-0.3783+0.25008i,-6.8686
1955,0.45728+0.0061641i,-6.7955
1982,-0.46096-0.01393i,-6.7228
2009,0.4645+0.021786i,-6.6508
2036,-0.46786-0.029702i,-6.5802
2064,0.41445-0.227i,-6.5112
2092,-0.23049+0.41686i,-6.4417
2121,-0.287-0.38488i,-6.3732
2150,0.47264-0.10363i,-6.3055
2179,-0.10124+0.47683i,-6.2413
2208,-0.39564-0.29083i,-6.1778
2238,0.22744-0.43929i,-6.1137
2269,0.48157-0.12798i,-6.0505
2300,0.4216+0.27224i,-5.9884
2331,0.082656+0.49853i,-5.9284
2363,-0.044587+0.50691i,-5.8678
2395,-0.1707+0.48309i,-5.8084
2428,-0.0053417+0.51578i,-5.7503
2461,0.16284+0.49298i,-5.6937
2494,0.31558+0.41643i,-5.6383
2528,0.52576+0.0060671i,-5.5837
2562,0.32913-0.41415i,-5.5308
2597,-0.38928-0.36296i,-5.4778
2633,-0.1315+0.51917i,-5.4238
2669,0.52139-0.13574i,-5.3719
2705,-0.3721-0.3938i,-5.3235
2742,0.14548+0.52518i,-5.2728
2779,0.11782-0.53511i,-5.2255
2817,-0.067128+0.54689i,-5.177
2855,0.015299-0.55385i,-5.1288
2894,0.33616+0.44407i,-5.0835
2933,-0.54276-0.13685i,-5.0402
2973,0.2991-0.47654i,-4.9956
3014,0.54135+0.16336i,-4.9519
3055,-0.014333+0.56815i,-4.9079
3096,-0.55434+0.13716i,-4.8664
3139,-0.57081+0.058551i,-4.8247
3181,-0.46928-0.33465i,-4.7858
3225,-0.56995-0.10282i,-4.7442
3268,-0.55225-0.18221i,-4.7086
3313,-0.44543+0.378i,-4.6687
3358,0.090614+0.57968i,-4.6314
3404,0.57879-0.11014i,-4.5951
3450,-0.12968-0.57719i,-4.5598
3497,-0.39845+0.44048i,-4.5249
3545,0.53428-0.26494i,-4.4898
3593,-0.59647+0.051115i,-4.4565
3642,0.57545-0.17277i,-4.425
3691,-0.52989+0.28819i,-4.391
3741,0.17019-0.58085i,-4.361
3792,0.53686+0.28405i,-4.3309
3844,-0.065055+0.60601i,-4.3006
3896,-0.58891+0.16473i,-4.2718
3949,-0.579-0.20295i,-4.2432
4003,-0.57508-0.2201i,-4.2117
4058,-0.60671+0.11512i,-4.1868
4113,-0.45731+0.41804i,-4.1579
4169,0.18606+0.59297i,-4.1316
4226,0.56151-0.27056i,-4.1061
4283,-0.34991-0.518i,-4.0808
4341,-0.15519+0.60745i,-4.0551
4400,0.30853-0.5476i,-4.0334
4460,-0.12197+0.6185i,-4.0075
4521,-0.40947-0.48141i,-3.9857
4583,0.51753-0.36566i,-3.9627
4645,0.31875+0.54957i,-3.9401
4708,-0.33459+0.54172i,-3.921
4772,-0.55415+0.31695i,-3.8983
4837,-0.5268+0.36293i,-3.8803
4903,-0.19096+0.6121i,-3.8602
4970,0.5206+0.37705i,-3.8384
5037,0.52429-0.3743i,-3.8198
5106,-0.64145-0.072566i,-3.8015
5175,0.4293+0.48377i,-3.7848
5246,-0.59333-0.26112i,-3.7652
5317,0.64935-0.010508i,-3.7493
5390,0.024848+0.65033i,-3.731
5463,-0.65074+0.039442i,-3.716
5537,-0.40277-0.51424i,-3.6991
5613,-0.49581-0.42668i,-3.6867
5689,-0.5705-0.32271i,-3.6692
5767,-0.43635+0.49044i,-3.6559
5845,0.38797+0.53072i,-3.6433
5925,-0.0073374-0.65857i,-3.6274
6005,-0.37756+0.541i,-3.6128
6087,0.044246-0.65901i,-3.6026
6170,0.5762+0.32528i,-3.5871
6254,-0.24557+0.61548i,-3.5741
6339,-0.62624+0.2188i,-3.5649
6425,-0.66316+0.041447i,-3.5508
6513,-0.38608+0.54177i,-3.5402
6601,0.17735+0.64191i,-3.531
6691,0.48753-0.45485i,-3.5206
6782,-0.64817+0.16006i,-3.5091
6874,0.63545-0.20738i,-3.4989
6968,-0.013262+0.66889i,-3.4911
7063,-0.65297+0.15052i,-3.4773
7159,-0.58332-0.33138i,-3.4672
7256,-0.52262-0.42122i,-3.4625
7355,-0.63722+0.21298i,-3.4543
7455,0.2205+0.63565i,-3.4422
7557,0.042112-0.67216i,-3.4336
7659,-0.29847+0.60427i,-3.4273
7764,-0.52345-0.4251i,-3.4226
7869,0.53123-0.41665i,-3.4123
7977,0.55173-0.39024i,-3.4037
8085,0.57085-0.36215i,-3.4006
8195,-0.072538-0.6729i,-3.3908
8307,-0.46591+0.49154i,-3.3848
8420,0.58526-0.34118i,-3.3825
8534,-0.4602+0.49766i,-3.3776
8650,-0.44393-0.51305i,-3.3696
8768,-0.13039-0.66631i,-3.3633
8887,-0.17164-0.65742i,-3.3568
9008,-0.67701-0.06172i,-3.3522
9131,0.45115+0.5086i,-3.3517
9255,-0.35746-0.57909i,-3.3431
9381,0.68044+0.018743i,-3.3409
9509,0.35834+0.57895i,-3.3387
9638,0.099279+0.67416i,-3.3316
9770,0.67897+0.060187i,-3.3289
9903,-0.17463-0.6588i,-3.33
10037,-0.25532+0.63221i,-3.3267
10174,-0.44908-0.5138i,-3.3193
10312,0.46021-0.50391i,-3.3188
10453,0.30012-0.61296i,-3.318
10595,-0.27311-0.62587i,-3.3133
10739,-0.44016+0.52251i,-3.3091
10885,0.41289-0.54403i,-3.312
11033,0.36486+0.5774i,-3.3113
11184,0.25342+0.63437i,-3.3101
11336,0.47929+0.48757i,-3.3028
11490,0.49255-0.47362i,-3.3076
11647,-0.40971+0.5473i,-3.3032
11805,-0.069213-0.68033i,-3.3008
11966,0.35852-0.5817i,-3.3076
12129,0.02939-0.68275i,-3.3068
12294,-0.68214+0.039278i,-3.3082
12461,0.66264+0.16904i,-3.3006
12631,-0.25595+0.63412i,-3.301
12802,-0.6824+0.04375i,-3.3014
12977,-0.20495+0.6521i,-3.3046
13153,0.68022+0.062778i,-3.3101
13332,-0.65374+0.19788i,-3.3111
13514,-0.51472-0.44947i,-3.3072
13698,-0.57594-0.36659i,-3.3152
13884,-0.50106+0.46405i,-3.3124
14073,0.53852-0.4201i,-3.3117
14265,0.46595+0.49831i,-3.3215
14459,0.28666+0.6194i,-3.3177
14656,0.6538-0.1942i,-3.3239
14855,-0.65792-0.17835i,-3.3286
15057,0.40971-0.54421i,-3.3346
15262,0.51321-0.4481i,-3.3332
15470,-0.43099-0.52727i,-3.337
15680,0.16344+0.66047i,-3.3448
15894,-0.57796+0.35854i,-3.3481
16110,-0.60915+0.30178i,-3.3523
16329,0.34877+0.58385i,-3.3487
16552,-0.66592-0.13444i,-3.3581
16777,-0.15123-0.66144i,-3.3689
17005,-0.4974-0.46127i,-3.3707
17237,0.3855+0.55819i,-3.3706
17471,-0.67777-0.015003i,-3.3762
17709,-0.67332+0.071714i,-3.3866
17950,0.26817+0.62148i,-3.39
18194,-0.52153-0.43043i,-3.3983
18442,-0.34702-0.57981i,-3.4047
18693,-0.62923+0.24456i,-3.4128
18947,0.62708-0.24736i,-3.4254
19205,0.61137+0.28382i,-3.4263
19467,0.31767-0.59381i,-3.434
19731,-0.54993+0.38745i,-3.4434
20000,-0.66957-0.057961i,-3.4517
