Frequency (Hz), H(j), Amplitude Response (dB)
275,-0.11712-0.1299i,-15.144
279,0.00050424+0.17442i,-15.168
283,0.11573-0.12989i,-15.191
287,-0.17237+0.01948i,-15.216
291,0.14101+0.10023i,-15.239
295,-0.038067-0.16829i,-15.262
299,-0.08367+0.15036i,-15.286
303,0.1622-0.056065i,-15.309
307,-0.15784-0.066221i,-15.332
311,0.073278+0.15421i,-15.353
315,0.048099-0.16336i,-15.376
320,-0.068153+0.1555i,-15.402
324,0.15409-0.070297i,-15.424
328,-0.16133-0.05018i,-15.445
333,0.15326+0.069908i,-15.47
337,-0.067521-0.15389i,-15.491
342,0.047479+0.16072i,-15.515
347,-0.026827-0.16496i,-15.539
351,-0.089696+0.1406i,-15.557
356,0.10636-0.1279i,-15.58
361,-0.12126+0.11327i,-15.601
366,0.13418-0.096961i,-15.621
371,-0.14494+0.079221i,-15.641
376,0.15337-0.060349i,-15.66
381,-0.15938+0.04064i,-15.678
386,0.1629-0.020397i,-15.694
391,-0.16387-9.7054e-05i,-15.71
397,0.14523-0.07519i,-15.728
402,-0.15323+0.056448i,-15.74
408,0.10982-0.12047i,-15.756
413,-0.12379+0.10574i,-15.767
419,0.061071-0.15068i,-15.778
424,-0.079243+0.14179i,-15.786
430,0.0049601-0.1622i,-15.795
436,0.070298+0.14611i,-15.802
442,-0.12967-0.097186i,-15.807
448,0.15982+0.02645i,-15.81
454,-0.15398+0.050245i,-15.811
460,0.11346-0.11559i,-15.811
467,0.048928+0.15446i,-15.808
473,-0.11473-0.11454i,-15.804
479,0.15472+0.04874i,-15.798
486,-0.1157+0.11396i,-15.788
493,-0.046523-0.15584i,-15.776
499,0.11332+0.11696i,-15.764
506,-0.15672+0.045353i,-15.748
513,0.03348-0.16005i,-15.729
520,0.12597+0.10485i,-15.709
527,-0.1521+0.062288i,-15.684
534,0.01633-0.16405i,-15.658
541,0.13766+0.091639i,-15.631
549,-0.075508+0.14789i,-15.595
556,-0.095546-0.13656i,-15.563
564,0.12528-0.11108i,-15.523
571,0.039472+0.16346i,-15.486
579,-0.15867+0.058216i,-15.442
587,-0.076397-0.15181i,-15.394
595,0.14289-0.093746i,-15.345
603,0.11009+0.13206i,-15.293
611,-0.1194+0.12514i,-15.241
620,-0.17406-0.0078163i,-15.177
628,-0.012027-0.17498i,-15.12
637,0.125-0.12497i,-15.053
645,0.13925+0.11088i,-14.992
654,0.0078245+0.17928i,-14.921
663,-0.13125+0.12455i,-14.849
672,-0.18167-0.017491i,-14.774
681,-0.10683-0.14992i,-14.699
691,-0.066553-0.17357i,-14.615
700,0.088283-0.16552i,-14.536
709,0.18457-0.042077i,-14.457
719,0.19116+0.0056885i,-14.368
729,0.18552+0.054124i,-14.277
739,0.16763+0.10018i,-14.187
749,0.1384+0.14066i,-14.096
759,0.099439+0.17288i,-14.004
769,0.05307+0.19448i,-13.911
780,0.11737+0.16682i,-13.809
790,0.071989+0.19318i,-13.716
801,0.13482+0.15917i,-13.614
812,0.18295+0.10531i,-13.511
823,0.21023+0.037601i,-13.409
834,0.21304-0.036138i,-13.307
846,0.096298-0.19656i,-13.196
857,0.024592-0.22005i,-13.096
869,-0.16626-0.15048i,-12.985
881,-0.22207+0.04748i,-12.876
893,-0.092584+0.21047i,-12.768
905,0.1179+0.20076i,-12.66
917,0.23464+0.022273i,-12.553
930,0.028166-0.23713i,-12.439
942,-0.17777-0.16378i,-12.334
955,-0.17023+0.176i,-12.222
968,0.17397+0.17672i,-12.111
981,0.18327-0.17167i,-12.003
995,-0.24717-0.060745i,-11.885
1008,-0.067816+0.24858i,-11.779
1022,0.24857-0.07966i,-11.666
1036,-0.20489-0.16715i,-11.554
1050,-0.028968+0.26621i,-11.444
1064,0.24206-0.12217i,-11.336
1079,-0.27399+0.020377i,-11.221
1093,0.1682+0.22145i,-11.116
1108,-0.071273-0.27246i,-11.006
1123,-0.039206+0.28247i,-10.898
1139,-0.020185-0.28824i,-10.784
1154,-0.093163+0.27721i,-10.679
1170,0.034501-0.29417i,-10.569
1186,0.02714+0.29863i,-10.462
1202,-0.089029-0.29018i,-10.356
1218,0.14854+0.26887i,-10.252
1235,-0.30078-0.079171i,-10.144
1252,0.26821-0.1649i,-10.038
1269,-0.066779+0.31156i,-9.9341
1286,-0.1813-0.26659i,-9.8323
1304,0.29572-0.13796i,-9.7272
1321,-0.10578+0.31256i,-9.6302
1339,-0.29502-0.15635i,-9.5279
1357,0.20393-0.26914i,-9.4302
1376,0.33435+0.07047i,-9.3273
1395,0.07972+0.33631i,-9.2278
1414,-0.27326+0.21793i,-9.1306
1433,-0.31709-0.15602i,-9.0347
1452,0.0060608-0.35715i,-8.9417
1472,0.18748-0.3087i,-8.8458
1492,0.32108-0.17381i,-8.7516
1513,0.31099-0.19892i,-8.6555
1533,0.37267-0.014919i,-8.5665
1554,0.37455-0.042409i,-8.4746
1575,0.3743-0.070245i,-8.3853
1597,0.25109-0.29163i,-8.2946
1618,0.23154-0.31214i,-8.2089
1640,-0.014193-0.39234i,-8.1212
1663,-0.38343-0.10135i,-8.033
1685,-0.36629+0.16176i,-7.9498
1708,0.048858+0.40134i,-7.8659
1731,0.40203+0.070501i,-7.7833
1755,-0.054878-0.40845i,-7.6996
1779,-0.37626+0.17741i,-7.6183
1803,0.28544+0.30783i,-7.5392
1828,-0.03631-0.42214i,-7.4588
1853,-0.23294+0.35853i,-7.3801
1878,0.40764-0.14084i,-7.3047
1903,-0.41164-0.1407i,-7.2298
1929,0.40598+0.16661i,-7.1538
1955,-0.39859-0.19227i,-7.081
1982,0.44438-0.041109i,-7.008
2009,-0.36258+0.26655i,-6.9354
2036,0.1746-0.41873i,-6.8651
2064,0.31124+0.33509i,-6.7953
2092,-0.43739+0.14562i,-6.7262
2121,-0.22116-0.40863i,-6.6576
2150,0.36678-0.29112i,-6.59
2179,0.35306+0.31295i,-6.5249
2208,-0.2485+0.40507i,-6.4621
2238,-0.46656+0.10741i,-6.3975
2269,-0.48199+0.016382i,-6.3343
2300,-0.47967-0.076501i,-6.272
2331,-0.45941-0.16782i,-6.212
2363,-0.49164+0.029252i,-6.1516
2395,-0.44229+0.22426i,-6.0921
2428,-0.044814+0.49723i,-6.0336
2461,0.40036+0.30369i,-5.9772
2494,0.4728-0.17951i,-5.9216
2528,-0.20094-0.46758i,-5.8668
2562,-0.46132+0.22222i,-5.8137
2597,0.45766+0.23657i,-5.7607
2633,-0.36077-0.3723i,-5.7063
2669,0.22494+0.47049i,-5.6549
2705,-0.0638-0.52055i,-5.606
2742,0.20548+0.48583i,-5.5556
2779,-0.3328-0.41301i,-5.5079
2817,0.5333+0.0065592i,-5.4599
2855,-0.34664+0.4092i,-5.412
2894,-0.37883-0.3836i,-5.3662
2933,0.41771-0.34515i,-5.3222
2973,0.50841+0.19526i,-5.2782
3014,0.37253+0.40111i,-5.2336
3055,0.15902+0.52667i,-5.1904
3096,-0.089187+0.54556i,-5.1487
3139,0.30747+0.46255i,-5.1075
3181,0.37348+0.41452i,-5.068
3225,0.48836-0.27528i,-5.0268
3268,0.17101-0.53634i,-4.9907
3313,-0.56399+0.041438i,-4.9511
3358,0.24968+0.51012i,-4.9139
3404,0.074795-0.56541i,-4.8773
3450,-0.37689+0.43117i,-4.8419
3497,0.37169-0.43869i,-4.807
3545,-0.049348+0.57517i,-4.7723
3593,-0.29392-0.49942i,-4.7391
3642,0.5722-0.10438i,-4.7068
3691,-0.099239+0.57538i,-4.6736
3741,-0.58406+0.046723i,-4.6431
3792,-0.47225-0.35029i,-4.6127
3844,-0.43003-0.40397i,-4.5827
3896,-0.38166-0.45255i,-4.5535
3949,-0.55064-0.22264i,-4.525
4003,-0.45442+0.38575i,-4.494
4058,0.43842+0.40645i,-4.4683
4113,0.35248-0.48527i,-4.4402
4169,-0.59899+0.05596i,-4.4138
4226,0.59623+0.092671i,-4.388
4283,-0.55703-0.23646i,-4.3628
4341,0.60625+0.02823i,-4.3376
4400,-0.3733+0.4805i,-4.3152
4460,-0.47741-0.38009i,-4.29
4521,0.050414-0.60973i,-4.2677
4583,0.27296-0.54936i,-4.2447
4645,0.45781-0.41068i,-4.2223
4708,0.35619-0.50308i,-4.2026
4772,-0.12836-0.60453i,-4.1801
4837,-0.61799+0.040849i,-4.1615
4903,0.31105+0.5372i,-4.1416
4970,-0.009264-0.62221i,-4.1203
5037,-0.29609+0.54883i,-4.1018
5106,-0.12367-0.61258i,-4.0832
5175,0.48793+0.39244i,-4.0662
5246,-0.21512+0.58954i,-4.0468
5317,-0.62857-0.013881i,-4.0309
5390,-0.62885-0.038769i,-4.0126
5463,-0.62795-0.063474i,-3.9973
5537,-0.56599+0.28202i,-3.9807
5613,0.38751+0.50093i,-3.9675
5689,0.41653-0.4787i,-3.9507
5767,-0.49252+0.40169i,-3.937
5845,0.55441-0.31275i,-3.9235
5925,-0.014925+0.63748i,-3.9082
6005,-0.54095-0.33964i,-3.8936
6087,-0.06773-0.63593i,-3.8828
6170,0.1245-0.62842i,-3.8678
6254,-0.066957-0.63808i,-3.855
6339,-0.54285-0.34335i,-3.8449
6425,-0.37926+0.51967i,-3.8312
6513,0.56305-0.31293i,-3.8201
6601,-0.64315+0.047557i,-3.8101
6691,0.42863-0.48286i,-3.7999
6782,0.38963+0.51592i,-3.7884
6874,-0.32133+0.56189i,-3.7782
6968,-0.30041+0.57405i,-3.7698
7063,0.10177+0.64084i,-3.7568
7159,0.64008+0.11103i,-3.7466
7256,-0.065588-0.64674i,-3.7409
7355,0.0046698+0.65069i,-3.7323
7455,-0.32102-0.56698i,-3.721
7557,0.51655-0.39817i,-3.7124
7659,0.46751+0.45551i,-3.7053
7764,0.60266+0.25179i,-3.6997
7869,0.65376+0.012587i,-3.69
7977,-0.36586-0.5427i,-3.6817
8085,-0.23424+0.61153i,-3.6771
8195,0.07873-0.65078i,-3.6682
8307,0.63694+0.15702i,-3.6618
8420,0.15551+0.63759i,-3.6583
8534,-0.16172+0.63645i,-3.653
8650,0.2961+0.58677i,-3.6454
8768,0.45055-0.47919i,-3.639
8887,-0.6455+0.12875i,-3.6326
9008,0.46756-0.46383i,-3.6276
9131,0.55404+0.35635i,-3.6256
9255,0.16222+0.63908i,-3.6177
9381,0.42594+0.50358i,-3.615
9509,0.46506-0.46799i,-3.6122
9638,-0.65736-0.062016i,-3.6054
9770,0.44599-0.48723i,-3.6021
9903,0.46691+0.46727i,-3.6017
10037,-0.15008+0.64358i,-3.5979
10174,0.35334+0.55905i,-3.5914
10312,0.61243-0.24989i,-3.59
10453,-0.5969+0.28527i,-3.5885
10595,0.29627-0.59191i,-3.5839
10739,0.65275+0.11168i,-3.5798
10885,0.64286+0.15855i,-3.5813
11033,0.41723-0.51429i,-3.5795
11184,-0.51264+0.41945i,-3.578
11336,0.31036-0.5857i,-3.5717
11490,0.59489+0.29185i,-3.5746
11647,0.65109+0.12487i,-3.5704
11805,0.5159-0.41663i,-3.5681
11966,-0.64785+0.13979i,-3.5728
12129,0.38557-0.53918i,-3.5716
12294,0.64215+0.16437i,-3.5717
12461,0.64321+0.1621i,-3.5655
12631,0.0051606-0.66332i,-3.5653
12802,-0.44598+0.49105i,-3.5651
12977,-0.53604-0.39049i,-3.5672
13153,-0.052932-0.6608i,-3.5709
13332,-0.56656-0.34418i,-3.571
13514,0.39294+0.53421i,-3.5676
13698,-0.65769-0.081426i,-3.5736
13884,-0.21082-0.62848i,-3.571
14073,-0.55968-0.35538i,-3.57
14265,0.22801+0.62188i,-3.5781
14459,-0.52012-0.41094i,-3.5715
14656,-0.077717-0.65776i,-3.5785
14855,-0.33846-0.56897i,-3.5824
15057,-0.24555+0.61447i,-3.5866
15262,-0.32243-0.57795i,-3.5854
15470,-0.042214-0.66025i,-3.5881
15680,-0.48399-0.45042i,-3.5939
15894,0.49474+0.43827i,-3.5966
16110,-0.57865+0.31893i,-3.5996
16329,-0.60944+0.25573i,-3.597
16552,0.59673+0.28287i,-3.6041
16777,-0.6577-0.052272i,-3.6121
17005,-0.32783-0.57242i,-3.6137
17237,-0.61125+0.248i,-3.6138
17471,0.65488+0.076194i,-3.6184
17709,0.144+0.64278i,-3.6261
17950,0.46853+0.46271i,-3.629
18194,-0.017493-0.65774i,-3.6358
18442,0.65433-0.065541i,-3.6407
18693,0.60317-0.26073i,-3.6472
18947,-0.53457-0.38085i,-3.6571
19205,0.47453-0.45339i,-3.6578
19467,0.1049-0.64741i,-3.6639
19731,-0.65059+0.077988i,-3.6718
20000,-0.1735-0.63136i,-3.6782
