Frequency (Hz), H(j), Amplitude Response (dB)
93,0.087344+0.56055i,-4.9235
95,0.55155+0.13273i,-4.9238
96,0.53212-0.19662i,-4.924
97,0.33272-0.45948i,-4.9238
99,-0.29824-0.48251i,-4.9246
100,-0.51631-0.23488i,-4.9249
101,-0.55965+0.092102i,-4.9256
103,-0.12772+0.55255i,-4.9265
104,0.20141+0.53013i,-4.9268
105,0.46239+0.32829i,-4.9271
107,0.47939-0.30274i,-4.9286
108,0.22973-0.51828i,-4.9297
110,-0.39196-0.40951i,-4.9304
111,-0.55351-0.12194i,-4.9317
113,-0.32315+0.46553i,-4.9331
114,-0.009269+0.56661i,-4.9331
116,0.52043+0.22384i,-4.9356
118,0.4047-0.39625i,-4.9377
119,0.11553-0.55443i,-4.9385
121,-0.46884-0.31747i,-4.9404
122,-0.56613-0.0025961i,-4.9415
124,-0.21739+0.52263i,-4.9431
126,0.4008+0.39947i,-4.9455
127,0.55529+0.10859i,-4.9467
129,0.31122-0.47236i,-4.9488
131,-0.31872-0.46717i,-4.9508
133,-0.55306+0.11752i,-4.9527
135,-0.10117+0.55611i,-4.9553
136,0.22571+0.51813i,-4.9567
138,0.56489-0.012201i,-4.9587
140,0.20299-0.52709i,-4.9617
142,-0.41057-0.38771i,-4.9636
144,-0.5143+0.23274i,-4.9666
146,0.020209+0.564i,-4.9689
148,0.52934+0.19512i,-4.9719
150,0.3812-0.41563i,-4.9749
152,-0.24-0.51014i,-4.9778
154,-0.56281+0.028637i,-4.9815
156,-0.18682+0.53145i,-4.9847
158,0.4208+0.37421i,-4.9879
160,0.50554-0.24741i,-4.9923
163,-0.34366-0.44524i,-4.9984
165,-0.54202+0.14919i,-5.0025
167,-0.067324+0.55787i,-5.0066
169,0.4905+0.27359i,-5.0108
172,0.16932-0.53502i,-5.0181
174,-0.43071-0.35924i,-5.0229
176,-0.49542+0.26228i,-5.0275
179,0.35621+0.43221i,-5.035
181,0.53468-0.1658i,-5.0394
184,-0.26965-0.48997i,-5.0476
186,-0.55534+0.063827i,-5.0518
189,0.17406+0.53075i,-5.0586
191,0.55682+0.039955i,-5.0633
194,-0.072862-0.55303i,-5.0703
196,-0.53909-0.14202i,-5.0753
199,-0.030559+0.55629i,-5.0809
202,0.55059-0.081986i,-5.0882
205,-0.19107-0.52235i,-5.0953
207,-0.55549-0.020947i,-5.1004
210,0.091319+0.54786i,-5.1076
213,0.51774-0.19965i,-5.1157
216,-0.29968-0.46642i,-5.1235
219,-0.39601+0.38715i,-5.1327
222,0.45856+0.3095i,-5.1419
225,0.21049-0.51101i,-5.1508
228,-0.54238-0.10301i,-5.16
231,0.0083843+0.55138i,-5.17
234,0.53781-0.11928i,-5.1788
237,-0.22501-0.50223i,-5.1876
241,-0.19117+0.51531i,-5.1987
244,0.54273+0.083254i,-5.2073
247,-0.02796-0.54787i,-5.2152
251,-0.36335+0.40998i,-5.2272
254,0.47437+0.27283i,-5.2366
257,0.17119-0.51913i,-5.2462
261,-0.48507+0.25018i,-5.2596
264,0.34254+0.42405i,-5.2702
268,0.052504-0.54176i,-5.2833
272,-0.41631+0.34924i,-5.2976
275,0.42559+0.33682i,-5.308
279,-0.067677-0.5377i,-5.3209
283,-0.32782+0.4305i,-5.3344
287,0.53473-0.077547i,-5.3469
291,-0.43534-0.31863i,-5.3604
295,0.087544+0.53146i,-5.3743
299,0.30915-0.43994i,-5.3892
303,-0.5278+0.097356i,-5.4054
307,0.44418+0.29959i,-5.4204
311,-0.10706-0.52405i,-5.435
315,-0.29005+0.44835i,-5.4493
320,0.36654-0.38687i,-5.4665
324,-0.53169+0.01957i,-5.4809
328,0.39267+0.35764i,-5.4961
333,-0.31985-0.42245i,-5.5165
337,-0.067282+0.52459i,-5.5328
342,0.16183-0.50224i,-5.5527
347,-0.25045+0.46313i,-5.5718
351,0.5022-0.15512i,-5.5867
356,-0.52089+0.060626i,-5.6066
361,0.52197+0.035521i,-5.6271
366,-0.50539-0.13002i,-5.6491
371,0.47198+0.21974i,-5.6694
376,-0.42293-0.30161i,-5.689
381,0.35993+0.37289i,-5.709
386,-0.28514-0.43128i,-5.7299
391,0.20108+0.47489i,-5.752
397,-0.37182-0.35512i,-5.778
402,0.30003+0.41608i,-5.7982
408,-0.43929-0.26199i,-5.8234
413,0.38319+0.33682i,-5.8456
419,-0.48388-0.15659i,-5.8727
424,0.44609+0.24166i,-5.894
430,-0.50391-0.044478i,-5.9192
436,0.47863-0.15885i,-5.9463
442,-0.375+0.33478i,-5.974
448,0.2106-0.45477i,-6.0004
454,-0.012535+0.49949i,-6.0267
460,-0.18641-0.46189i,-6.0539
467,0.48754+0.092268i,-6.087
473,-0.48261+0.10871i,-6.1131
479,0.39833-0.2907i,-6.1409
486,0.029468+0.49034i,-6.1744
493,-0.42714-0.23909i,-6.2049
499,0.48542+0.049331i,-6.2329
506,-0.30238+0.38051i,-6.2668
513,-0.15652-0.45828i,-6.2983
520,0.46854+0.11501i,-6.331
527,-0.34831+0.33107i,-6.3653
534,-0.090453-0.47018i,-6.3969
541,0.44297+0.17673i,-6.431
549,-0.16629+0.4448i,-6.4686
556,-0.28382-0.37846i,-6.5016
564,0.37044-0.29075i,-6.5411
571,0.04487+0.46706i,-6.5727
579,-0.46383+0.055067i,-6.612
587,-0.06511-0.46054i,-6.6487
595,0.45685-0.07513i,-6.6885
603,0.084968+0.45306i,-6.7268
611,-0.44902+0.094775i,-6.7654
620,-0.33462-0.31073i,-6.8084
628,0.30169-0.34004i,-6.8478
637,0.44958+0.050177i,-6.8901
645,-0.03968+0.44854i,-6.9301
654,-0.38743+0.2252i,-6.9721
663,-0.40536-0.18561i,-7.0166
672,-0.081884-0.43603i,-7.0592
681,0.30735-0.31679i,-7.1037
691,0.39771-0.18567i,-7.1524
700,0.37932+0.21662i,-7.194
709,0.041802+0.43257i,-7.2385
719,-0.11408+0.41687i,-7.2864
729,-0.25341+0.34722i,-7.3335
739,-0.35828+0.23313i,-7.3823
749,-0.41541+0.090056i,-7.431
759,-0.41802-0.063015i,-7.4785
769,-0.36641-0.20627i,-7.5252
780,-0.40121-0.11703i,-7.5779
790,-0.33164-0.2505i,-7.6262
801,-0.3776-0.16758i,-7.6786
812,-0.4034-0.076954i,-7.73
823,-0.40788+0.016665i,-7.7822
834,-0.39105+0.10833i,-7.8343
846,-0.18584+0.35777i,-7.8906
857,-0.098981+0.38838i,-7.9416
869,0.21562+0.3348i,-7.9974
881,0.38952+0.06959i,-8.0529
893,0.31414-0.23634i,-8.1095
905,0.040503-0.38856i,-8.1638
917,-0.25547-0.29232i,-8.2183
930,-0.32631+0.20536i,-8.2784
942,-0.071249+0.37649i,-8.3322
955,0.35838+0.12811i,-8.3908
968,0.18111-0.33182i,-8.4495
981,-0.29758-0.22896i,-8.5086
995,-0.081328+0.36385i,-8.5699
1008,0.3445+0.13594i,-8.6276
1022,-0.022116-0.36703i,-8.6903
1036,-0.32104+0.17397i,-8.7505
1050,0.29124+0.21591i,-8.8128
1064,0.072033-0.35277i,-8.8729
1079,-0.24191+0.26304i,-8.9377
1093,0.33832+0.10721i,-8.9978
1108,-0.2328-0.2644i,-9.0622
1123,0.062683+0.34405i,-9.1257
1139,-0.079299-0.33784i,-9.1928
1154,-0.10542+0.32798i,-9.2561
1170,0.088038-0.33037i,-9.3221
1186,-0.070604+0.33185i,-9.3888
1202,0.053288-0.33246i,-9.4551
1218,-0.035989+0.33225i,-9.5201
1235,-0.16909-0.28515i,-9.5899
1252,0.30396+0.12575i,-9.6575
1269,-0.31615+0.081094i,-9.7255
1286,0.20268-0.25263i,-9.7922
1304,0.17054+0.2722i,-9.8641
1321,-0.29746-0.11452i,-9.9312
1339,0.20428-0.24139i,-10
1357,0.15959+0.27002i,-10.071
1376,-0.21863+0.22129i,-10.143
1395,-0.26745-0.15373i,-10.215
1414,0.079776-0.29534i,-10.288
1433,0.30345+0.0018006i,-10.358
1452,0.075055+0.29148i,-10.429
1472,-0.13474+0.26628i,-10.503
1492,-0.27459+0.11032i,-10.576
1513,-0.28392+0.073717i,-10.653
1533,-0.25984-0.13077i,-10.725
1554,-0.23898-0.16142i,-10.8
1575,-0.21464-0.18889i,-10.875
1597,-0.27405-0.072039i,-10.953
1618,-0.26046-0.10541i,-11.026
1640,-0.27763+0.022307i,-11.103
1663,-0.11588+0.25049i,-11.182
1685,0.0086626+0.27348i,-11.257
1708,0.24032+0.12565i,-11.335
1731,0.22543-0.14634i,-11.413
1755,-0.1622-0.2112i,-11.493
1779,-0.1959+0.17679i,-11.572
1803,0.19001+0.17961i,-11.652
1828,0.022126-0.25808i,-11.733
1853,-0.21376+0.14198i,-11.814
1878,0.24192+0.078194i,-11.895
1903,-0.088565-0.23586i,-11.974
1929,0.013189+0.24925i,-12.055
1955,0.061946-0.23938i,-12.137
1982,0.0080456+0.24473i,-12.222
2009,-0.076089-0.2303i,-12.304
2036,0.13674+0.19755i,-12.386
2064,-0.237-0.020582i,-12.472
2092,0.16546-0.16776i,-12.556
2121,0.14901+0.17949i,-12.642
2150,-0.1915+0.12922i,-12.727
2179,-0.1085-0.20139i,-12.813
2208,0.20909-0.087222i,-12.897
2238,0.17408+0.14148i,-12.983
2269,0.087126+0.20422i,-13.072
2300,-0.017919+0.21907i,-13.159
2331,-0.11678+0.18363i,-13.246
2363,-0.095403+0.19313i,-13.335
2395,-0.073349+0.20024i,-13.422
2428,0.072175+0.19831i,-13.513
2461,0.18112+0.10405i,-13.602
2494,0.20346-0.036798i,-13.691
2528,0.0202-0.20361i,-13.781
2562,-0.1883-0.074486i,-13.872
2597,-0.01243+0.19998i,-13.963
2633,0.13158-0.14829i,-14.056
2669,-0.19292+0.035453i,-14.148
2705,0.17196+0.089942i,-14.241
2742,-0.16342-0.10082i,-14.333
2779,0.15422+0.11094i,-14.426
2817,-0.18695-0.0191i,-14.52
2855,0.1698-0.075826i,-14.611
2894,-0.006736+0.18381i,-14.707
2933,-0.16025-0.086118i,-14.802
2973,0.062861-0.16861i,-14.897
3014,0.16579-0.064626i,-14.994
3055,0.15691+0.079759i,-15.089
3096,0.044498+0.16832i,-15.184
3139,0.097422+0.14191i,-15.283
3181,0.058736+0.15979i,-15.378
3225,0.16166+0.046974i,-15.476
3268,0.16615-0.010064i,-15.574
3313,-0.0029717-0.16456i,-15.672
3358,-0.1627-0.004002i,-15.77
3404,0.080709+0.13917i,-15.87
3450,0.07558-0.13998i,-15.968
3497,-0.1254+0.09489i,-16.068
3545,0.10692-0.11284i,-16.168
3593,-0.085972+0.12737i,-16.268
3642,-0.0247-0.14987i,-16.369
3691,0.11955+0.090905i,-16.468
3741,-0.11357+0.095584i,-16.569
3792,-0.12877-0.070269i,-16.672
3844,-0.064971-0.12961i,-16.774
3896,0.020262-0.14184i,-16.876
3949,0.022005-0.13987i,-16.979
4003,-0.057403-0.12767i,-17.079
4058,-0.13822+0.0031786i,-17.186
4113,-0.050264+0.12709i,-17.287
4169,0.13277+0.024668i,-17.391
4226,-0.075545-0.10998i,-17.495
4283,-0.024034+0.12964i,-17.599
4341,0.047816-0.12121i,-17.701
4400,0.0031318+0.12867i,-17.808
4460,-0.10816-0.066899i,-17.912
4521,0.064569-0.10777i,-18.018
4583,0.12383-0.0083424i,-18.124
4645,0.076561+0.095789i,-18.228
4708,0.036171+0.11559i,-18.336
4772,0.059914+0.10358i,-18.441
4837,0.115+0.02722i,-18.549
4903,0.045092-0.10767i,-18.656
4970,-0.11526+0.0036509i,-18.762
5037,0.050607+0.10205i,-18.869
5106,-0.05421-0.098578i,-18.977
5175,0.057663+0.094972i,-19.085
5246,-0.1075+0.02209i,-19.192
5317,0.015109-0.10732i,-19.301
5390,0.081711-0.069133i,-19.41
5463,0.10568+0.0027793i,-19.518
5537,0.10304+0.016847i,-19.626
5613,0.065096-0.079892i,-19.739
5689,-0.03641-0.095072i,-19.845
5767,-0.051801+0.086129i,-19.956
5845,0.098495-0.012083i,-20.067
5925,-0.090246+0.038195i,-20.176
6005,0.075363-0.060725i,-20.284
6087,0.051599+0.080395i,-20.397
6170,-0.046474+0.082091i,-20.507
6254,-0.078806+0.049674i,-20.616
6339,-0.072541+0.056504i,-20.729
6425,-0.019565+0.088668i,-20.838
6513,0.08927-0.00799i,-20.951
6601,-0.034071-0.081672i,-21.062
6691,0.027153+0.083024i,-21.175
6782,-0.06359-0.058261i,-21.285
6874,0.079552-0.030347i,-21.397
6968,0.07429+0.039277i,-21.511
7063,0.061049+0.056219i,-21.619
7159,0.075153+0.03264i,-21.731
7256,0.070257-0.039994i,-21.847
7355,-0.069575-0.039087i,-21.96
7455,0.045923+0.06404i,-22.069
7557,-0.076229-0.01548i,-22.182
7659,0.065509-0.040012i,-22.297
7764,0.07558+0.0050894i,-22.412
7869,0.058023+0.047201i,-22.522
7977,0.065487-0.034074i,-22.636
8085,-0.0051607-0.07268i,-22.75
8195,-0.047598+0.053911i,-22.863
8307,0.023152-0.067097i,-22.977
8420,0.042467+0.055696i,-23.093
8534,-0.05474+0.042208i,-23.208
8650,-0.065631+0.018638i,-23.321
8768,-0.03168+0.059427i,-23.434
8887,0.05238+0.040916i,-23.548
9008,-0.022407-0.061645i,-23.663
9131,0.053538+0.036322i,-23.782
9255,-0.051886+0.037263i,-23.893
9381,-0.062615-0.0071994i,-24.009
9509,-0.058773+0.020312i,-24.126
9638,-0.012113+0.060185i,-24.238
9770,0.030232-0.052487i,-24.355
9903,-0.014993+0.057834i,-24.474
10037,-0.033635-0.048428i,-24.588
10174,-0.0060894-0.057873i,-24.703
10312,-0.01112-0.056334i,-24.819
10453,-0.049965+0.026709i,-24.935
10595,0.054897+0.010591i,-25.05
10739,-0.052489+0.017033i,-25.164
10885,-0.022764-0.049433i,-25.284
11033,-0.0087523-0.052975i,-25.402
11184,-0.052685+0.0054686i,-25.52
11336,0.031027+0.042106i,-25.629
11490,-0.0363-0.036631i,-25.752
11647,0.021523-0.046112i,-25.868
11805,0.043845-0.024473i,-25.984
11966,-0.0044864-0.049307i,-26.106
12129,-0.031951+0.036947i,-26.223
12294,0.015709-0.045562i,-26.34
12461,0.044914+0.015692i,-26.452
12631,0.046518+0.0062657i,-26.57
12802,0.036543-0.028433i,-26.688
12977,-0.035355+0.028893i,-26.809
13153,0.011992-0.043404i,-26.93
13332,0.037788-0.023365i,-27.047
13514,-0.00056837-0.043827i,-27.165
13698,-0.034225+0.026394i,-27.286
13884,0.025973-0.033828i,-27.402
14073,0.041331+0.0079262i,-27.518
14265,0.036732-0.019257i,-27.645
14459,-0.0285-0.029391i,-27.757
14656,0.038474+0.012194i,-27.881
14855,-0.0078624+0.039021i,-28.001
15057,0.0045345+0.038994i,-28.122
15262,0.031145-0.023045i,-28.236
15470,-0.0077422+0.037405i,-28.359
15680,-0.037311+0.0051905i,-28.48
15894,-0.010629+0.035601i,-28.6
16110,0.032733-0.016483i,-28.719
16329,-0.0050434+0.035807i,-28.835
16552,0.0018788+0.03558i,-28.964
16777,0.034785+0.0049414i,-29.085
17005,-0.034372-0.0043916i,-29.206
17237,-0.021664-0.026456i,-29.321
17471,-0.030253-0.014887i,-29.443
17709,0.023121+0.023872i,-29.568
17950,-0.02644+0.019378i,-29.687
18194,-0.024698+0.02086i,-29.808
18442,0.031876+4.7646e-06i,-29.931
18693,-0.014933+0.027655i,-30.053
18947,-0.021846+0.021955i,-30.181
19205,0.029443+0.008161i,-30.299
19467,-0.015222+0.02599i,-30.423
19731,-0.027418+0.011425i,-30.544
20000,0.026617+0.0122i,-30.669
