Frequency (Hz), H(j), Amplitude Response (dB)
114,0.1912-0.053526i,-14.042
116,0.016653-0.19769i,-14.05
118,-0.17928-0.084598i,-14.056
119,-0.19543+0.032757i,-14.06
121,-0.03754+0.19441i,-14.067
122,0.080021+0.18102i,-14.07
124,0.19741-0.011794i,-14.077
126,0.057833-0.18895i,-14.084
127,-0.060262-0.18806i,-14.089
129,-0.19712-0.0091742i,-14.096
131,-0.077317+0.18139i,-14.103
133,0.14287+0.13563i,-14.111
135,0.17678-0.086497i,-14.119
136,0.095758-0.17183i,-14.123
138,-0.12754-0.14956i,-14.13
140,-0.18446+0.067311i,-14.139
142,-0.0012338+0.19617i,-14.147
144,0.18325+0.069469i,-14.156
146,0.12889-0.14741i,-14.163
148,-0.09316-0.17199i,-14.172
150,-0.19348+0.027358i,-14.181
152,-0.041725+0.19069i,-14.19
154,0.16402+0.10542i,-14.2
156,0.1558-0.1169i,-14.209
158,-0.05527-0.18655i,-14.219
160,-0.1939-0.013134i,-14.229
163,0.035542+0.19071i,-14.244
165,0.19093+0.033052i,-14.254
167,0.097334-0.16729i,-14.264
169,-0.12279-0.14931i,-14.275
172,-0.11375+0.15586i,-14.291
174,0.10638+0.16067i,-14.302
176,0.18742-0.043747i,-14.313
179,-0.088974-0.17024i,-14.33
181,-0.19032+0.02417i,-14.341
184,0.070755+0.1779i,-14.359
186,0.19118-0.0044357i,-14.369
189,-0.051944-0.18366i,-14.385
191,-0.19001-0.01514i,-14.397
194,0.032769+0.1874i,-14.414
196,0.18686+0.034415i,-14.425
199,-0.013382-0.18917i,-14.441
202,-0.17946+0.060156i,-14.458
205,0.10295+0.15837i,-14.476
207,0.18405-0.041433i,-14.487
210,-0.086019-0.16747i,-14.504
213,-0.14031+0.12496i,-14.522
216,0.1558+0.10431i,-14.54
219,0.061789-0.17659i,-14.559
222,-0.18603-0.015542i,-14.578
225,0.031527+0.1836i,-14.596
228,0.16945-0.076373i,-14.616
231,-0.11615-0.14458i,-14.635
234,-0.11059+0.14838i,-14.654
237,0.17101+0.069688i,-14.672
241,-0.08417-0.16379i,-14.697
244,-0.13713+0.12232i,-14.715
247,0.15253+0.10181i,-14.733
251,-0.049399-0.17606i,-14.758
254,-0.15768+0.091845i,-14.776
257,0.12827+0.12924i,-14.795
261,-0.013288-0.18105i,-14.821
264,-0.17151+0.058247i,-14.84
268,0.16767+0.067132i,-14.865
272,-0.083414-0.15958i,-14.891
275,-0.13317+0.12062i,-14.91
279,0.17911-0.0049924i,-14.934
283,-0.13894-0.11235i,-14.959
287,0.032422+0.17521i,-14.983
291,0.089004-0.15378i,-15.007
295,-0.16713+0.058863i,-15.031
299,0.16481+0.063696i,-15.056
303,-0.083605-0.15507i,-15.081
307,-0.037098+0.17173i,-15.105
311,0.13941-0.10614i,-15.128
315,-0.17448-0.0098519i,-15.151
320,0.17214+0.026854i,-15.178
324,-0.11317-0.13188i,-15.2
328,0.00043326+0.17331i,-15.223
333,0.016466-0.17198i,-15.251
337,-0.12386+0.11979i,-15.274
342,0.13457-0.1068i,-15.299
347,-0.14391+0.0929i,-15.325
351,0.1694+0.022691i,-15.344
356,-0.16595-0.038913i,-15.368
361,0.16093+0.054701i,-15.392
366,-0.15444-0.069845i,-15.417
371,0.14657+0.084285i,-15.438
376,-0.13739-0.097834i,-15.46
381,0.12702+0.1104i,-15.478
386,-0.11552-0.12185i,-15.499
391,0.10301+0.13213i,-15.518
397,-0.15417-0.064485i,-15.54
402,0.14699+0.078902i,-15.554
408,-0.16645+0.0033874i,-15.573
413,0.16571+0.012553i,-15.588
419,-0.15027+0.070234i,-15.604
424,0.15612-0.055433i,-15.615
430,-0.10862+0.12478i,-15.628
436,0.033276-0.16181i,-15.64
442,0.05044+0.15713i,-15.649
448,-0.12099-0.112i,-15.657
454,0.16031+0.038061i,-15.663
460,-0.15823+0.045617i,-15.667
467,0.027415-0.16231i,-15.671
473,0.055905+0.15483i,-15.671
479,-0.1248-0.10736i,-15.67
486,0.15085-0.06604i,-15.667
493,-0.005774+0.1647i,-15.661
499,-0.076022-0.14637i,-15.654
506,0.16502-0.0051615i,-15.645
513,-0.066887+0.15123i,-15.631
520,-0.10758-0.12596i,-15.616
527,0.16043-0.042518i,-15.6
534,-0.031182+0.16343i,-15.578
541,-0.13413-0.099074i,-15.558
549,0.076571-0.14877i,-15.529
556,0.1013+0.13377i,-15.504
564,-0.11621+0.12188i,-15.473
571,-0.059718-0.15814i,-15.44
579,0.14714-0.084666i,-15.403
587,0.10764+0.13232i,-15.362
595,-0.11391+0.12806i,-15.32
603,-0.14536-0.092474i,-15.275
611,0.06843-0.15913i,-15.228
620,0.16297-0.061913i,-15.172
628,0.087593+0.1519i,-15.122
637,-0.048632+0.16976i,-15.061
645,-0.17643-0.021165i,-15.006
654,-0.10819-0.14263i,-14.942
663,0.027659-0.17825i,-14.876
672,0.14861-0.10476i,-14.807
681,0.17999+0.034502i,-14.738
691,0.17145+0.069309i,-14.66
700,0.069667+0.17302i,-14.585
709,-0.076956+0.17164i,-14.512
719,-0.1099+0.15488i,-14.429
729,-0.13932+0.13183i,-14.343
739,-0.16398+0.1031i,-14.257
749,-0.18275+0.069745i,-14.172
759,-0.19485+0.032957i,-14.084
769,-0.19955-0.005964i,-13.995
780,-0.18743+0.075072i,-13.897
790,-0.20058+0.037083i,-13.808
801,-0.17109+0.1153i,-13.709
812,-0.11226+0.1759i,-13.611
823,-0.033338+0.20842i,-13.512
834,0.052913+0.20682i,-13.413
846,0.20627+0.06455i,-13.306
857,0.21739-0.022917i,-13.207
869,0.096141-0.19934i,-13.1
881,-0.12028-0.18903i,-12.993
893,-0.22676+0.0025953i,-12.888
905,-0.11884+0.19641i,-12.782
917,0.10544+0.20707i,-12.677
930,0.20392-0.11757i,-12.564
942,0.007983-0.23806i,-12.461
955,-0.24121+0.004329i,-12.351
968,0.016854+0.24372i,-12.241
981,0.24557-0.029568i,-12.134
995,-0.17598-0.17852i,-12.018
1008,-0.17152+0.18698i,-11.912
1022,0.25609+0.021695i,-11.801
1036,-0.14118-0.21873i,-11.689
1050,-0.087987+0.24849i,-11.581
1064,0.25364-0.083143i,-11.472
1079,-0.2704+0.0029098i,-11.359
1093,0.1694+0.21498i,-11.254
1108,-0.097829-0.25935i,-11.144
1123,0.015175+0.28026i,-11.036
1139,-0.098777-0.26665i,-10.923
1154,0.013717+0.28746i,-10.819
1170,-0.099374-0.27401i,-10.708
1186,0.17816+0.23524i,-10.601
1202,-0.24261-0.17421i,-10.496
1218,0.28667+0.095926i,-10.391
1235,-0.25524+0.16884i,-10.285
1252,0.024515-0.30887i,-10.177
1269,0.23091+0.21212i,-10.074
1286,-0.31303+0.051764i,-9.971
1304,-0.034475-0.31928i,-9.8663
1321,0.27572+0.17161i,-9.7688
1339,-0.18918+0.2687i,-9.6662
1357,-0.26047-0.20643i,-9.5681
1376,0.04008-0.33393i,-9.4648
1395,0.30908-0.14216i,-9.3652
1414,0.28605+0.19117i,-9.2676
1433,-0.013458+0.34764i,-9.1709
1452,-0.30665+0.17215i,-9.0775
1472,-0.35386+0.034993i,-8.981
1492,-0.34187-0.11118i,-8.8862
1513,-0.36089-0.043487i,-8.7898
1533,-0.31628-0.1867i,-8.7002
1554,-0.35009-0.1234i,-8.6079
1575,-0.37115-0.054015i,-8.5181
1597,-0.30006+0.23159i,-8.4265
1618,-0.25222+0.28798i,-8.3402
1640,0.031799+0.38541i,-8.2521
1663,0.38948+0.030863i,-8.163
1685,0.29592-0.26086i,-8.0795
1708,-0.21189-0.33731i,-7.995
1731,-0.37053+0.15634i,-7.9119
1755,0.30382+0.26945i,-7.8276
1779,0.11312-0.39402i,-7.7457
1803,-0.40801+0.068515i,-7.6659
1828,0.39215+0.14355i,-7.5849
1853,-0.27231-0.32159i,-7.5062
1878,0.078306+0.41785i,-7.4296
1903,0.13984-0.4054i,-7.3542
1929,-0.10364+0.42003i,-7.2777
1955,0.065818-0.43133i,-7.2038
1982,0.22866+0.37595i,-7.1304
2009,-0.4203-0.14233i,-7.0573
2036,0.41687-0.16239i,-6.9864
2064,0.047785+0.44847i,-6.9164
2092,-0.44892-0.07201i,-6.8462
2121,-0.083546-0.45061i,-6.7771
2150,0.3995-0.23189i,-6.7085
2179,0.35518+0.30072i,-6.6437
2208,-0.1651+0.43881i,-6.5795
2238,-0.39246+0.26286i,-6.5146
2269,-0.39876+0.25962i,-6.451
2300,-0.40499+0.25632i,-6.3881
2331,-0.41111+0.25287i,-6.3273
2363,-0.20027+0.44288i,-6.2663
2395,0.082872+0.48236i,-6.2062
2428,0.4831+0.097027i,-6.1475
2461,0.26618-0.41854i,-6.0902
2494,-0.29657-0.40155i,-6.0345
2528,-0.32176+0.38587i,-5.9786
2562,0.45397+0.22236i,-5.9256
2597,-0.19419-0.47011i,-5.8718
2633,0.13937+0.4925i,-5.8172
2669,-0.082154-0.50834i,-5.7649
2705,0.022929+0.51735i,-5.7159
2742,-0.2662-0.44775i,-5.6648
2779,0.44862+0.27038i,-5.6167
2817,-0.44698+0.2787i,-5.5678
2855,-0.045841-0.52771i,-5.5194
2894,0.51929-0.11791i,-5.4735
2933,0.18861+0.50088i,-5.4294
2973,-0.24168+0.48064i,-5.3846
3014,-0.34192+0.41892i,-5.3402
3055,-0.42668+0.33666i,-5.296
3096,-0.49185+0.2374i,-5.2539
3139,-0.067776+0.54459i,-5.2119
3181,0.14475+0.53194i,-5.1725
3225,0.52922-0.16367i,-5.1305
3268,0.15022-0.53557i,-5.0947
3313,-0.5213+0.20138i,-5.0541
3358,0.47546+0.29824i,-5.0167
3404,-0.35867-0.43482i,-4.9797
3450,0.20404+0.52792i,-4.944
3497,-0.34656-0.45037i,-4.9088
3545,0.57048+0.011502i,-4.8734
3593,-0.36725+0.43957i,-4.8399
3642,-0.41501-0.39787i,-4.8079
3691,0.42682-0.38854i,-4.7738
3741,0.55457+0.16714i,-4.7433
3792,0.43854+0.38149i,-4.7128
3844,0.50287+0.29558i,-4.682
3896,0.55042+0.19895i,-4.6529
3949,0.52992-0.25299i,-4.6241
4003,-0.15991-0.56723i,-4.5927
4058,-0.44745+0.38621i,-4.5671
4113,0.54115+0.24263i,-4.5382
4169,-0.34731-0.48295i,-4.5117
4226,0.3869+0.4542i,-4.4856
4283,-0.42414-0.42213i,-4.4601
4341,0.5976+0.055681i,-4.4343
4400,-0.21524+0.56189i,-4.4123
4460,-0.60321-0.018724i,-4.3864
4521,-0.47823-0.37067i,-4.364
4583,-0.47186-0.38134i,-4.3407
4645,-0.46528-0.39179i,-4.3181
4708,-0.60581-0.068224i,-4.2985
4772,-0.2865+0.53995i,-4.2757
4837,0.59268+0.15475i,-4.2572
4903,-0.33899-0.5119i,-4.2371
4970,0.27443+0.55093i,-4.2155
5037,-0.20556-0.58157i,-4.1967
5106,0.61226+0.085261i,-4.1779
5175,-0.35793+0.50547i,-4.1611
5246,-0.61619+0.075353i,-4.1413
5317,-0.47126-0.40584i,-4.1253
5390,-0.58991-0.20113i,-4.1067
5463,-0.62343+0.03376i,-4.0916
5537,-0.31409+0.54099i,-4.0747
5613,0.62274-0.068404i,-4.0618
5689,-0.42556-0.46148i,-4.0443
5767,0.53743+0.32628i,-4.0308
5845,-0.60762-0.1652i,-4.0176
5925,0.21041-0.59469i,-4.002
6005,0.57826+0.25478i,-3.9871
6087,0.41984+0.47329i,-3.9765
6170,0.49789+0.39219i,-3.9609
6254,0.63031-0.074978i,-3.9479
6339,0.037382-0.63433i,-3.9386
6425,-0.59303+0.23113i,-3.9244
6513,0.57464-0.27557i,-3.9131
6601,-0.55294+0.31821i,-3.904
6691,-0.15343-0.62003i,-3.8937
6782,0.53832-0.34537i,-3.882
6874,0.63904+0.041033i,-3.8716
6968,0.55735-0.31648i,-3.8637
7063,-0.085942-0.63618i,-3.8499
7159,-0.60155+0.22632i,-3.8396
7256,0.5978+0.23706i,-3.8346
7355,-0.64046+0.064717i,-3.826
7455,0.24162-0.59761i,-3.8142
7557,0.60684-0.21931i,-3.8054
7659,0.5689+0.3055i,-3.7989
7764,0.56988-0.30446i,-3.7938
7869,0.062594-0.64385i,-3.7835
7977,-0.27055+0.58827i,-3.7752
8085,0.44904-0.46688i,-3.7715
8195,0.074505+0.6442i,-3.7618
8307,-0.52009+0.38814i,-3.7556
8420,-0.63565+0.13173i,-3.753
8534,-0.60438+0.23798i,-3.7478
8650,0.12335+0.63835i,-3.7397
8768,0.22263-0.61135i,-3.7334
8887,-0.18044+0.62559i,-3.7271
9008,-0.54923-0.35036i,-3.7222
9131,-0.23001-0.60959i,-3.7212
9255,-0.20939-0.61765i,-3.7127
9381,-0.65108-0.040583i,-3.7105
9509,0.45142+0.47121i,-3.7078
9638,-0.38304-0.52893i,-3.7009
9770,0.48136-0.44166i,-3.6981
9903,0.64968+0.06795i,-3.6987
10037,0.61523+0.2204i,-3.6949
10174,0.21208-0.6187i,-3.6879
10312,-0.6266+0.18771i,-3.687
10453,0.25871-0.60087i,-3.6858
10595,0.57569+0.31141i,-3.6815
10739,0.38635+0.52875i,-3.6771
10885,0.64541+0.10968i,-3.6797
11033,-0.16014-0.63485i,-3.6787
11184,0.51956+0.39861i,-3.6772
11336,-0.53276+0.38167i,-3.6703
11490,-0.6548-0.018322i,-3.6744
11647,-0.27013+0.59712i,-3.6702
11805,0.64065+0.13902i,-3.6677
11966,-0.63473+0.16204i,-3.674
12129,-0.22998-0.61348i,-3.6729
12294,-0.07297-0.65102i,-3.6739
12461,-0.57837-0.3088i,-3.6667
12631,0.43776+0.48806i,-3.6669
12802,-0.54805-0.35979i,-3.6672
12977,-0.33595-0.56276i,-3.6697
13153,-0.41898-0.5035i,-3.6748
13332,-0.29555+0.5845i,-3.6755
13514,-0.12566-0.64308i,-3.672
13698,0.57489-0.31324i,-3.6793
13884,0.58974-0.28478i,-3.6765
14073,-0.3977-0.52038i,-3.6759
14265,0.58558+0.29179i,-3.6851
14459,-0.2315+0.61253i,-3.6776
14656,-0.0047162+0.65413i,-3.6865
14855,0.65376+0.0057878i,-3.6913
15057,-0.63438+0.15639i,-3.6968
15262,-0.44281-0.48056i,-3.6956
15470,-0.65164-0.045054i,-3.6991
15680,0.21215+0.61723i,-3.7061
15894,-0.65228+0.014027i,-3.7094
16110,-0.52186-0.39109i,-3.7132
16329,-0.56741+0.32199i,-3.7097
16552,0.37108-0.53577i,-3.7186
16777,0.56718+0.31951i,-3.7286
17005,0.64185+0.10799i,-3.7301
17237,-0.56109-0.32982i,-3.7304
17471,0.61752-0.20438i,-3.7356
17709,0.58206-0.28873i,-3.7452
17950,-0.48952-0.42685i,-3.7486
18194,0.64721+0.046835i,-3.7564
18442,0.64241+0.088304i,-3.7625
18693,-0.033232-0.64703i,-3.7701
18947,0.30573+0.57022i,-3.7818
19205,0.14332+0.63087i,-3.7827
19467,0.44369-0.47009i,-3.7899
19731,-0.32188+0.5598i,-3.7988
20000,-0.24485+0.59689i,-3.8066
