Frequency (Hz), H(j), Amplitude Response (dB)
9903,-0.028957+0.074356i,-21.96
10037,-0.051453+0.060537i,-21.998
10174,0.055922+0.056012i,-22.031
10312,0.020369-0.076123i,-22.069
10453,0.038533+0.068355i,-22.106
10595,-0.07408+0.024912i,-22.141
10739,-0.07597-0.017039i,-22.174
10885,-0.069871+0.033597i,-22.211
11033,0.053179+0.055989i,-22.245
11184,-0.074572-0.018914i,-22.278
11336,0.046421-0.061027i,-22.307
11490,0.075348-0.012329i,-22.344
11647,0.02579-0.071591i,-22.373
11805,-0.073544-0.018503i,-22.402
11966,0.075116-0.0077665i,-22.439
12129,0.0072042+0.074926i,-22.467
12294,-0.019894+0.072315i,-22.499
12461,0.041079+0.062502i,-22.523
12631,-0.0082696-0.074077i,-22.552
12802,0.018232+0.072024i,-22.581
12977,-0.023916+0.070088i,-22.609
13153,-0.021723+0.070527i,-22.639
13332,0.073553+0.001332i,-22.667
13514,-0.063934+0.035978i,-22.691
13698,-0.046346-0.056546i,-22.72
13884,-0.035207-0.063852i,-22.744
14073,-0.06118+0.039286i,-22.768
14265,0.045637-0.05625i,-22.801
14459,0.054225+0.047806i,-22.818
14656,0.062982+0.035067i,-22.843
14855,0.043701-0.057043i,-22.87
15057,-0.037386+0.061119i,-22.896
15262,-0.070128-0.013788i,-22.917
15470,-0.065322+0.028561i,-22.939
15680,0.043616+0.056112i,-22.966
15894,-0.069525+0.013809i,-22.989
16110,-0.057337-0.041371i,-23.011
16329,-0.065671+0.025857i,-23.027
16552,0.055516-0.04325i,-23.052
16777,0.039113+0.05825i,-23.078
17005,0.048822+0.050185i,-23.096
17237,-0.016475-0.067898i,-23.114
17471,0.055393+0.042312i,-23.135
17709,0.053842+0.043969i,-23.158
17950,0.031253-0.061923i,-23.177
18194,-2.5773e-05+0.06918i,-23.2
18442,-0.016794+0.066951i,-23.22
18693,0.066867+0.016454i,-23.24
18947,-0.068668+0.00093837i,-23.264
19205,-0.061898-0.029459i,-23.28
19467,-0.0030968+0.068338i,-23.298
19731,0.00025232-0.06823i,-23.32
20000,0.0046465-0.06792i,-23.34
