Frequency (Hz), H(j), Amplitude Response (dB)
663,0.056724-0.20595i,-13.407
672,0.19927-0.084785i,-13.289
681,0.19262+0.10471i,-13.182
691,0.15493+0.15955i,-13.058
700,-0.029372+0.22349i,-12.941
709,-0.19579+0.11721i,-12.834
719,-0.22503+0.054232i,-12.71
729,-0.23433-0.015753i,-12.584
739,-0.22179-0.08628i,-12.469
749,-0.18827-0.15068i,-12.355
759,-0.13636-0.20291i,-12.235
769,-0.070134-0.23768i,-12.117
780,-0.13775-0.21033i,-11.992
790,-0.069127-0.245i,-11.884
801,-0.13886-0.21768i,-11.761
812,-0.19843-0.17084i,-11.639
823,-0.2426-0.10792i,-11.518
834,-0.26696-0.03395i,-11.401
846,-0.19736+0.18863i,-11.277
857,-0.13664+0.24052i,-11.162
869,0.1021+0.26138i,-11.038
881,0.27103+0.086693i,-10.917
893,0.24133-0.1578i,-10.802
905,0.030225-0.29073i,-10.684
917,-0.20931-0.20964i,-10.567
930,-0.22988+0.19349i,-10.444
942,0.0049528+0.30421i,-10.335
955,0.30781+0.021307i,-10.213
968,0.048157-0.30896i,-10.098
981,-0.3077-0.07538i,-9.9844
995,0.085912+0.30956i,-9.8628
1008,0.31985-0.05984i,-9.7516
1022,-0.21136-0.25296i,-9.6393
1036,-0.11886+0.31234i,-9.5201
1050,0.33474-0.04972i,-9.411
1064,-0.20969-0.27119i,-9.2991
1079,0.067505+0.34073i,-9.1846
1093,0.26756-0.22826i,-9.0766
1108,-0.34566+0.085723i,-8.9678
1123,0.35207+0.078474i,-8.8568
1139,-0.36409-0.031117i,-8.7442
1154,0.31577+0.19274i,-8.6373
1170,-0.34292-0.15073i,-8.5291
1186,0.36451+0.10475i,-8.4211
1202,-0.37964-0.055771i,-8.3199
1218,0.38843+0.0045195i,-8.2132
1235,-0.29566+0.25908i,-8.1096
1252,0.047748-0.39512i,-8.0025
1269,0.23101+0.32984i,-7.9007
1286,-0.3969-0.092388i,-7.7972
1304,0.18707-0.3674i,-7.6961
1321,0.10721+0.40278i,-7.6014
1339,-0.42164+0.0073212i,-7.4999
1357,0.095031-0.41568i,-7.4035
1376,0.42783-0.055934i,-7.3011
1395,0.20327+0.386i,-7.2052
1414,-0.29452+0.32838i,-7.109
1433,-0.41478-0.16391i,-7.0135
1452,0.0097892-0.45056i,-6.9229
1472,0.27221-0.36525i,-6.8297
1492,0.43828-0.14121i,-6.736
1513,0.44603-0.1332i,-6.6416
1533,0.44494+0.15177i,-6.5559
1554,0.44619+0.16294i,-6.4659
1575,0.44721+0.17414i,-6.3767
1597,0.47466-0.098571i,-6.2889
1618,0.48139-0.089257i,-6.2033
1640,0.35872-0.34029i,-6.1177
1663,-0.17678-0.46707i,-6.031
1685,-0.40642-0.29833i,-5.9487
1708,-0.43648+0.26174i,-5.8666
1731,0.073123+0.50843i,-5.7864
1755,0.48844-0.17433i,-5.7031
1779,-0.27045-0.44815i,-5.6229
1803,-0.38887+0.35727i,-5.546
1828,0.53277+0.016128i,-5.4652
1853,-0.37327-0.38705i,-5.389
1878,-0.0032174+0.5423i,-5.3151
1903,0.38443-0.38898i,-5.242
1929,-0.45051+0.31848i,-5.1657
1955,0.50342-0.23701i,-5.0919
1982,-0.36532+0.42572i,-5.0211
2009,0.16046-0.5423i,-4.9508
2036,0.076288+0.56507i,-4.8795
2064,-0.52522-0.23292i,-4.8135
2092,0.47753-0.32794i,-4.7421
2121,0.35223+0.46552i,-4.6753
2150,-0.45241+0.37629i,-4.6059
2179,-0.39939-0.43779i,-4.5449
2208,0.4219-0.4225i,-4.4793
2238,0.59546+0.084843i,-4.4156
2269,0.53972+0.27502i,-4.3541
2300,0.42474+0.43801i,-4.2916
2331,0.26197+0.55579i,-4.2304
2363,0.40245+0.46991i,-4.1706
2395,0.516+0.34913i,-4.11
2428,0.60432-0.16761i,-4.0528
2461,0.26581-0.57251i,-3.9965
2494,-0.26534-0.57721i,-3.9407
2528,-0.6062+0.20316i,-3.8854
2562,0.13783+0.62823i,-3.8335
2597,0.49248-0.41964i,-3.7816
2633,-0.63511+0.14336i,-3.7272
2669,0.63301+0.16896i,-3.6729
2705,-0.48442-0.44622i,-3.6273
2742,0.53541+0.39036i,-3.5749
2779,-0.57949-0.32848i,-3.529
2817,0.65705-0.13088i,-3.4791
2855,-0.41435+0.53142i,-3.4285
2894,-0.40829-0.54034i,-3.385
2933,0.63051-0.25621i,-3.3424
2973,0.4525+0.5131i,-3.2972
3014,0.058751+0.68505i,-3.2537
3055,-0.36187+0.58887i,-3.2083
3096,-0.64421+0.25959i,-3.166
3139,-0.41061+0.56444i,-3.123
3181,-0.43422+0.55034i,-3.0854
3225,0.33047+0.62234i,-3.0407
3268,0.61255+0.35376i,-3.0071
3313,0.23756-0.66995i,-2.9648
3358,-0.70496-0.1124i,-2.9277
3404,0.41809+0.5823i,-2.8915
3450,0.11995-0.7097i,-2.8562
3497,-0.25441+0.67647i,-2.8205
3545,-0.03301-0.72502i,-2.784
3593,0.31768+0.65577i,-2.7494
3642,-0.72614-0.085372i,-2.72
3691,0.46441-0.56876i,-2.6828
3741,0.58422+0.44886i,-2.6537
3792,-0.02027+0.73901i,-2.6237
3844,-0.27045+0.69092i,-2.5923
3896,-0.49017+0.56023i,-2.564
3949,-0.33629+0.66681i,-2.5357
4003,0.27972+0.69574i,-2.5004
4058,0.72674-0.19257i,-2.4777
4113,-0.10183-0.74767i,-2.4459
4169,-0.62066+0.43304i,-2.4204
4226,0.75448-0.083397i,-2.3943
4283,-0.7045-0.28863i,-2.3685
4341,0.73191+0.2183i,-2.3407
4400,-0.70312+0.30278i,-2.3207
4460,-0.099336-0.76159i,-2.2923
4521,0.69318-0.3349i,-2.272
4583,0.75626+0.15512i,-2.2476
4645,0.50832+0.58388i,-2.2235
4708,0.47697+0.61185i,-2.2051
4772,0.72629+0.27867i,-2.1813
4837,0.55712-0.54498i,-2.1654
4903,-0.63177-0.45948i,-2.1449
4970,0.10629+0.77612i,-2.1207
5037,0.48691-0.61598i,-2.1006
5106,-0.21728+0.75619i,-2.0829
5175,-0.086434-0.78344i,-2.0673
5246,0.78412-0.097801i,-2.0453
5317,0.10967+0.784i,-2.0295
5390,-0.17551+0.77375i,-2.01
5463,-0.43848+0.66278i,-1.996
5537,-0.27152+0.74866i,-1.9776
5613,0.70459+0.373i,-1.9683
5689,0.46819-0.64762i,-1.9476
5767,-0.72733+0.33379i,-1.9353
5845,0.79844+0.067757i,-1.924
5925,-0.66437+0.45104i,-1.9056
6005,0.23315-0.76997i,-1.8895
6087,0.80508-0.0087791i,-1.8827
6170,0.63901+0.49274i,-1.8633
6254,0.60361+0.53736i,-1.8502
6339,0.79262+0.16067i,-1.8438
6425,0.48785-0.64704i,-1.8267
6513,-0.80692+0.084039i,-1.8166
6601,0.61127+0.53431i,-1.8102
6691,-0.76522-0.2742i,-1.7997
6782,0.65928-0.47752i,-1.7869
6874,0.47761+0.66049i,-1.776
6968,0.20066+0.79052i,-1.7706
7063,0.36963+0.729i,-1.7518
7159,0.78568+0.22892i,-1.7412
7256,0.34743-0.74099i,-1.7408
7355,-0.67526+0.46373i,-1.7326
7455,0.64403-0.50854i,-1.7174
7557,0.28947+0.76883i,-1.7076
7659,-0.82082+0.042979i,-1.7032
7764,-0.82169-0.028036i,-1.7008
7869,-0.81727-0.099639i,-1.6886
7977,0.012664+0.82425i,-1.6778
8085,0.81494-0.12354i,-1.6788
8195,-0.82226-0.073673i,-1.6651
8307,0.535-0.62944i,-1.6594
8420,0.62008+0.54547i,-1.6619
8534,-0.11653+0.81802i,-1.6574
8650,0.052353+0.82564i,-1.6467
8768,0.82306+0.090046i,-1.6397
8887,-0.25908-0.78716i,-1.632
9008,0.29884+0.77333i,-1.6282
9131,-0.82788+0.036625i,-1.6322
9255,-0.25943-0.7884i,-1.6186
9381,-0.17807-0.81064i,-1.6188
9509,-0.80171-0.21473i,-1.6187
9638,-0.11828+0.82248i,-1.6086
9770,-0.16381-0.81478i,-1.6071
9903,0.75425+0.34767i,-1.613
10037,-0.37382+0.7419i,-1.6105
10174,-0.2279+0.80013i,-1.598
10312,0.40523+0.72635i,-1.6002
10453,0.045943-0.83033i,-1.6018
10595,-0.017111+0.83206i,-1.5951
10739,-0.77937-0.29358i,-1.5889
10885,-0.39503-0.73231i,-1.5969
11033,-0.68738-0.46866i,-1.5981
11184,0.086309+0.82758i,-1.5968
11336,0.14025-0.8214i,-1.5841
11490,0.5695+0.60679i,-1.5956
11647,0.26839+0.78846i,-1.5882
11805,0.39991+0.73102i,-1.5844
11966,0.52048-0.64881i,-1.5999
12129,-0.50789+0.65875i,-1.5996
12294,-0.43916-0.70612i,-1.6022
12461,0.14612-0.82004i,-1.5875
12631,-0.64413-0.52792i,-1.5889
12802,-0.46944+0.68779i,-1.59
12977,-0.25255-0.79286i,-1.5964
13153,0.80688-0.199i,-1.6074
13332,0.76604-0.32177i,-1.6093
13514,-0.58217-0.59395i,-1.6008
13698,0.58239+0.59161i,-1.6166
13884,-0.76379+0.32702i,-1.6095
14073,-0.80491+0.20706i,-1.6068
14265,0.2627+0.7864i,-1.6277
14459,-0.014844-0.83032i,-1.6137
14656,0.82747+0.052396i,-1.6276
14855,0.71824+0.41273i,-1.6355
15057,0.56924-0.60052i,-1.6453
15262,-0.57888+0.5919i,-1.6402
15470,-0.69918-0.44224i,-1.6467
15680,-0.61373-0.55313i,-1.6582
15894,-0.067473+0.82306i,-1.6622
16110,-0.15961-0.80964i,-1.6686
16329,0.63494-0.52864i,-1.6583
16552,-0.35326-0.7452i,-1.6742
16777,-0.1527+0.80865i,-1.6926
17005,-0.6831-0.45897i,-1.6923
17237,-0.81024-0.14615i,-1.6887
17471,-0.11521+0.81456i,-1.6955
17709,-0.53976-0.6186i,-1.7133
17950,-0.18409-0.79992i,-1.715
18194,-0.81899-0.037012i,-1.7256
18442,0.71657-0.39673i,-1.7336
18693,0.78312+0.23622i,-1.7452
18947,0.62326-0.52696i,-1.7643
19205,-0.47645+0.66295i,-1.762
19467,-0.73767+0.34751i,-1.7723
19731,-0.35061+0.73508i,-1.7831
20000,-0.071619-0.81033i,-1.7929
