Frequency (Hz), H(j), Amplitude Response (dB)
251,-0.16027+0.25351i,-10.46
254,0.28739+0.083575i,-10.478
257,0.00061737-0.29862i,-10.498
261,-0.18598+0.2325i,-10.524
264,0.27432+0.11398i,-10.543
268,-0.14312-0.25929i,-10.569
272,-0.049455+0.29105i,-10.597
275,0.29268-0.033094i,-10.617
279,-0.24882-0.15599i,-10.643
283,0.097176+0.27618i,-10.669
287,0.095692-0.27576i,-10.695
291,-0.24584+0.15568i,-10.723
295,0.2884+0.031131i,-10.75
299,-0.20561-0.20327i,-10.778
303,0.034198+0.28609i,-10.808
307,0.15087-0.24436i,-10.837
311,-0.26932+0.096964i,-10.865
315,0.27024+0.091491i,-10.894
320,-0.26382-0.10565i,-10.928
324,0.14029+0.24608i,-10.956
328,0.043184-0.279i,-10.985
333,-0.057963+0.27507i,-11.023
337,0.21578-0.17861i,-11.053
342,-0.22416+0.16593i,-11.091
347,0.23182-0.15292i,-11.128
351,-0.2757-0.024408i,-11.157
356,0.27281+0.038994i,-11.195
361,-0.26912-0.053337i,-11.234
366,0.26464+0.0674i,-11.274
371,-0.2595-0.081158i,-11.312
376,0.25368+0.09452i,-11.35
381,-0.2472-0.10743i,-11.388
386,0.24006+0.11988i,-11.427
391,-0.23225-0.13186i,-11.467
397,0.26531-0.012727i,-11.515
402,-0.26446-0.0013777i,-11.553
408,0.22289-0.13967i,-11.6
413,-0.22888+0.12714i,-11.64
419,0.12458-0.22863i,-11.688
424,-0.13589+0.22073i,-11.727
430,-0.0034867-0.25779i,-11.774
436,0.14027+0.2146i,-11.823
442,-0.2321-0.10546i,-11.871
448,0.25111-0.035107i,-11.919
454,-0.19211+0.16337i,-11.966
460,0.074175-0.23956i,-12.014
467,0.19257+0.15807i,-12.071
473,-0.24598-0.030016i,-12.118
479,0.22247-0.10607i,-12.165
486,0.014242+0.24443i,-12.222
493,-0.23032-0.078451i,-12.277
499,0.23516-0.057143i,-12.324
506,-0.035406+0.23781i,-12.38
513,-0.20569-0.12162i,-12.434
520,0.18887-0.14395i,-12.488
527,0.061886+0.22769i,-12.544
534,-0.23283-0.028123i,-12.596
541,0.11283-0.2039i,-12.651
549,0.22288+0.062339i,-12.712
556,-0.14061+0.18205i,-12.764
564,-0.20812-0.09409i,-12.826
571,0.1644-0.15667i,-12.876
579,0.18918+0.12281i,-12.935
587,-0.075183+0.21109i,-12.992
595,-0.22128-0.024011i,-13.05
603,-0.027765-0.21939i,-13.107
611,0.20562-0.077441i,-13.163
620,0.20433+0.076437i,-13.224
628,-0.026681+0.21513i,-13.28
637,-0.16051+0.14353i,-13.338
645,-0.17587-0.12194i,-13.391
654,-0.052032-0.20614i,-13.448
663,0.095648-0.18831i,-13.506
672,0.19461-0.078616i,-13.56
681,0.1971+0.06818i,-13.615
691,0.1882+0.086591i,-13.674
700,0.084574+0.18784i,-13.723
709,-0.059206+0.19604i,-13.774
719,-0.07754+0.18818i,-13.828
729,-0.094928+0.17871i,-13.877
739,-0.11121+0.16764i,-13.928
749,-0.12626+0.15518i,-13.977
759,-0.13995+0.14148i,-14.023
769,-0.15223+0.12663i,-14.066
780,-0.068481+0.18467i,-14.113
790,-0.085606+0.17636i,-14.153
801,0.013689+0.19461i,-14.195
812,0.10845+0.16112i,-14.234
823,0.17365+0.085176i,-14.27
834,0.1922-0.012763i,-14.306
846,0.068201-0.17933i,-14.34
857,-0.03028-0.18881i,-14.369
869,-0.18365-0.050919i,-14.399
881,-0.1224+0.14533i,-14.425
893,0.08092+0.1713i,-14.45
905,0.18902-0.0022284i,-14.469
917,0.076511-0.17244i,-14.487
930,-0.18339-0.042619i,-14.504
942,-0.11498+0.14875i,-14.516
955,0.16754+0.084845i,-14.526
968,0.051785-0.18033i,-14.535
981,-0.18673-0.016976i,-14.54
995,0.12318+0.14133i,-14.541
1008,0.11569-0.14754i,-14.541
1022,-0.18567+0.026601i,-14.537
1036,0.15267+0.10925i,-14.529
1050,-0.034732-0.18468i,-14.52
1064,-0.10282+0.15763i,-14.507
1079,0.12481-0.14131i,-14.492
1093,-0.18827+0.015696i,-14.474
1108,0.189+0.011867i,-14.454
1123,-0.18578-0.039328i,-14.43
1139,0.18393-0.049624i,-14.402
1154,-0.18981+0.02233i,-14.374
1170,0.15953-0.10653i,-14.341
1186,-0.094084+0.16805i,-14.307
1202,0.0076025-0.19323i,-14.272
1218,0.081281+0.17643i,-14.232
1235,-0.19493-0.0097672i,-14.191
1252,0.099544-0.16906i,-14.146
1269,0.10416+0.16747i,-14.101
1286,-0.19776+0.01464i,-14.053
1304,-0.041455-0.19509i,-14.003
1321,0.1931+0.054244i,-13.954
1339,-0.027981+0.19988i,-13.9
1357,-0.20306-0.00090215i,-13.847
1376,-0.13907-0.14986i,-13.788
1395,0.014533-0.2053i,-13.731
1414,0.16095-0.13051i,-13.672
1433,0.20666+0.028701i,-13.612
1452,0.12089+0.1718i,-13.553
1472,0.084638+0.19393i,-13.49
1492,0.044347+0.20849i,-13.426
1513,0.12576+0.17413i,-13.36
1533,0.088761+0.19728i,-13.298
1554,0.16204+0.14581i,-13.232
1575,0.20864+0.068594i,-13.166
1597,0.16711-0.14514i,-13.099
1618,0.095222-0.20166i,-13.033
1640,-0.12522-0.18663i,-12.966
1663,-0.17753+0.14073i,-12.897
1685,0.029855+0.22631i,-12.831
1708,0.22501-0.047919i,-12.763
1731,-0.065917-0.22228i,-12.696
1755,-0.12927+0.19469i,-12.627
1779,0.23411-0.025831i,-12.559
1803,-0.1712-0.16439i,-12.492
1828,0.12474+0.20414i,-12.424
1853,-0.069179-0.23095i,-12.356
1878,0.0081112+0.24278i,-12.291
1903,0.05451-0.23862i,-12.225
1929,0.033284+0.24442i,-12.158
1955,-0.11811-0.21865i,-12.093
1982,0.24919+0.024502i,-12.028
2009,-0.1609+0.19431i,-11.962
2036,-0.071609-0.24385i,-11.898
2064,0.24381-0.078032i,-11.835
2092,0.084487+0.24366i,-11.771
2121,-0.14565+0.2151i,-11.708
2150,-0.26139+0.012174i,-11.645
2179,-0.16729-0.20357i,-11.585
2208,0.063385-0.25762i,-11.525
2238,0.14033-0.22733i,-11.465
2269,0.065733-0.26082i,-11.406
2300,-0.016053-0.27034i,-11.347
2331,-0.097406-0.25462i,-11.289
2363,-0.26361-0.076306i,-11.231
2395,-0.22125+0.16539i,-11.174
2428,0.15986+0.22746i,-11.119
2461,0.23351-0.15407i,-11.064
2494,-0.14803-0.23942i,-11.011
2528,-0.11769+0.25761i,-10.957
2562,0.28126-0.045337i,-10.906
2597,-0.28059-0.058325i,-10.855
2633,0.28799-0.013865i,-10.802
2669,-0.27693+0.086111i,-10.752
2705,0.24793-0.15348i,-10.704
2742,-0.042535+0.29016i,-10.655
2779,-0.19556-0.22063i,-10.609
2817,0.23718-0.17783i,-10.561
2855,0.15865+0.25234i,-10.514
2894,-0.13675+0.26657i,-10.469
2933,-0.30051+0.018573i,-10.426
2973,-0.28369-0.10527i,-10.383
3014,-0.30046-0.046916i,-10.34
3055,-0.30531+0.014008i,-10.296
3096,-0.29779+0.074915i,-10.255
3139,0.03454+0.30658i,-10.214
3181,0.24854+0.18513i,-10.175
3225,0.048579-0.30757i,-10.134
3268,-0.29948-0.089719i,-10.099
3313,0.22754+0.21647i,-10.06
3358,-0.10539-0.29728i,-10.023
3404,0.14883+0.27957i,-9.9866
3450,-0.18927-0.25553i,-9.9516
3497,0.31484+0.053013i,-9.9168
3545,-0.11091+0.30075i,-9.8822
3593,-0.27605-0.16534i,-9.8489
3642,0.034931-0.32103i,-9.8179
3691,0.30742-0.10292i,-9.7841
3741,0.31892+0.064157i,-9.7542
3792,0.32473+0.033238i,-9.7243
3844,0.26802-0.18831i,-9.6941
3896,0.079389-0.31891i,-9.6656
3949,-0.29205-0.15303i,-9.6373
4003,-0.034093+0.32914i,-9.606
4058,0.20776-0.25876i,-9.5813
4113,-0.31596+0.10499i,-9.5525
4169,0.31191-0.11924i,-9.5269
4226,-0.17311+0.28671i,-9.5012
4283,-0.039974-0.33351i,-9.4759
4341,0.33196+0.057302i,-9.4508
4400,0.052707+0.33358i,-9.429
4460,-0.15298+0.30219i,-9.4034
4521,-0.15565+0.30178i,-9.3817
4583,0.045604+0.33739i,-9.3587
4645,0.23144+0.2509i,-9.3362
4708,0.31469-0.13415i,-9.3172
4772,-0.21523-0.26703i,-9.2949
4837,0.00044812+0.34367i,-9.277
4903,0.019926-0.34388i,-9.2574
4970,0.1658+0.3029i,-9.2358
5037,-0.30186-0.16921i,-9.2173
5106,0.098259-0.33255i,-9.1994
5175,0.34673+0.022016i,-9.1827
5246,0.34293+0.060432i,-9.1631
5317,0.33476+0.098107i,-9.1476
5390,0.23347-0.26018i,-9.1293
5463,-0.13427-0.32338i,-9.1149
5537,-0.29618+0.18805i,-9.098
5613,0.32319-0.13775i,-9.086
5689,-0.34192+0.083744i,-9.0686
5767,0.089789-0.34094i,-9.0553
5845,0.25704+0.24205i,-9.0428
5925,-0.005973+0.35364i,-9.0274
6005,-0.26607+0.23394i,-9.0127
6087,-0.15312+0.31995i,-9.0028
6170,0.19326+0.29817i,-8.9875
6254,0.2847-0.21349i,-8.9744
6339,-0.34592-0.084982i,-8.9659
6425,0.31185+0.17336i,-8.9516
6513,-0.31973+0.15931i,-8.9412
6601,0.049693-0.35412i,-8.9323
6691,0.31496-0.17019i,-8.9224
6782,0.35289-0.063087i,-8.9106
6874,0.31883-0.16477i,-8.9007
6968,-0.15354-0.32472i,-8.8935
7063,-0.18688+0.30742i,-8.8797
7159,0.28575-0.21925i,-8.8699
7256,-0.22332+0.28281i,-8.8656
7355,-0.26258-0.24727i,-8.8575
7455,0.080437-0.35209i,-8.846
7557,0.010274-0.36138i,-8.8373
7659,-0.060476-0.3567i,-8.8309
7764,-0.28881+0.2182i,-8.8266
7869,0.32709+0.15598i,-8.8168
7977,-0.34457+0.11331i,-8.8085
8085,0.17116-0.31995i,-8.8053
8195,0.36252+0.023178i,-8.7956
8307,0.36334-0.010407i,-8.7902
8420,0.26865-0.24499i,-8.7878
8534,-0.17344-0.31978i,-8.7831
8650,-0.029177+0.36292i,-8.7757
8768,-0.19901-0.30522i,-8.7693
8887,0.35003-0.10209i,-8.7633
9008,0.34323+0.12356i,-8.759
9131,0.35243-0.094206i,-8.7587
9255,0.030843-0.36387i,-8.7501
9381,-0.25299+0.26343i,-8.7484
9509,0.076228-0.35729i,-8.7463
9638,0.29999+0.20899i,-8.7396
9770,0.27408+0.24212i,-8.7373
9903,0.35684+0.07977i,-8.7387
10037,0.2272-0.28669i,-8.7351
10174,-0.27174+0.24533i,-8.7281
10312,0.13746-0.33932i,-8.7279
10453,0.34407-0.12512i,-8.7276
10595,0.3632-0.047557i,-8.7233
10739,0.15033-0.33423i,-8.719
10885,-0.35402+0.094186i,-8.7225
11033,0.30092-0.20897i,-8.7218
11184,0.34633+0.11961i,-8.7208
11336,0.29077+0.2234i,-8.7142
11490,0.3543-0.093653i,-8.7192
11647,-0.36421-0.042305i,-8.7148
11805,0.3637-0.047008i,-8.7131
11966,0.22337+0.29048i,-8.7201
12129,0.27481+0.2424i,-8.7199
12294,0.2791-0.23738i,-8.721
12461,-0.35727+0.082533i,-8.7142
12631,-0.011914-0.36646i,-8.7149
12802,0.32916-0.16147i,-8.7155
12977,-0.076303-0.35844i,-8.7192
13153,-0.30611+0.20105i,-8.7248
13332,0.12043-0.34581i,-8.726
13514,0.30186-0.20757i,-8.7224
13698,0.1309-0.34175i,-8.7312
13884,-0.36433-0.035783i,-8.7284
14073,0.32929-0.15995i,-8.7285
14265,0.35091+0.10275i,-8.7389
14459,0.35749-0.077723i,-8.7342
14656,-0.30697-0.19845i,-8.7414
14855,0.36235+0.046181i,-8.7474
15057,0.20703+0.30068i,-8.7527
15262,0.36472-0.016301i,-8.7522
15470,-0.35539-0.082743i,-8.7567
15680,0.27125-0.24359i,-8.7644
15894,0.18975-0.3111i,-8.7684
16110,-0.30241-0.20295i,-8.7732
16329,0.34214+0.12522i,-8.77
16552,0.25858+0.25607i,-8.78
16777,0.36335-0.0089849i,-8.791
17005,-0.3261-0.16025i,-8.7936
17237,0.013757-0.36307i,-8.7939
17471,-0.016765-0.36268i,-8.8002
17709,-0.18624+0.31113i,-8.8111
17950,-0.24137-0.27038i,-8.8153
18194,-0.23546-0.27505i,-8.8242
18442,0.0067822+0.36173i,-8.8309
18693,-0.33457-0.13671i,-8.8396
18947,-0.31476-0.17651i,-8.8528
19205,0.095376+0.34796i,-8.8547
19467,-0.33535+0.13218i,-8.8628
19731,-0.35615+0.052894i,-8.8726
20000,0.35656+0.047327i,-8.8815
