Frequency (Hz), H(j), Amplitude Response (dB)
118,-0.14845-0.057152i,-15.968
119,-0.15446+0.037814i,-15.971
121,-0.018314+0.15785i,-15.977
122,0.07508+0.14001i,-15.979
124,0.15728-0.021637i,-15.985
126,0.034405-0.15488i,-15.991
127,-0.060179-0.14675i,-15.994
129,-0.15839+0.0053753i,-16
131,-0.050023+0.15028i,-16.006
133,0.12341+0.099065i,-16.013
135,0.1357-0.081197i,-16.02
136,0.064977-0.14411i,-16.023
138,-0.11247-0.11093i,-16.028
140,-0.14299+0.066844i,-16.036
142,0.012984+0.15719i,-16.042
144,0.15178+0.042397i,-16.05
146,0.092406-0.1275i,-16.056
148,-0.087408-0.13084i,-16.063
150,-0.15291+0.036497i,-16.071
152,-0.018842+0.15595i,-16.078
154,0.13956+0.071755i,-16.086
156,0.11565-0.10591i,-16.092
158,-0.059135-0.14508i,-16.1
160,-0.15645+0.0050934i,-16.108
163,0.044169+0.14995i,-16.12
165,0.15583+0.010598i,-16.127
167,0.06393-0.14235i,-16.135
169,-0.11122-0.10924i,-16.144
172,-0.077673+0.13492i,-16.155
174,0.099525+0.11953i,-16.163
176,0.14651-0.051866i,-16.17
179,-0.086944-0.12856i,-16.182
181,-0.15059+0.036925i,-16.191
184,0.073539+0.13624i,-16.203
186,0.15316-0.021755i,-16.211
189,-0.059553-0.14255i,-16.222
191,-0.1542+0.0064583i,-16.23
194,0.04506+0.14741i,-16.241
196,0.15375+0.0087804i,-16.25
199,-0.030214-0.1508i,-16.261
202,-0.13811+0.067192i,-16.273
205,0.099716+0.11653i,-16.285
207,0.14373-0.053165i,-16.292
210,-0.087595-0.12549i,-16.304
213,-0.099171+0.11628i,-16.316
216,0.13738+0.066494i,-16.327
219,0.029592-0.14952i,-16.339
222,-0.15194+0.0091309i,-16.351
225,0.047163+0.1445i,-16.363
228,0.12772-0.082067i,-16.374
231,-0.11156-0.1027i,-16.384
234,-0.071061+0.13374i,-16.395
237,0.14719+0.034861i,-16.405
241,-0.089245-0.12183i,-16.419
244,-0.095178+0.11705i,-16.428
247,0.13717+0.062357i,-16.439
251,-0.063861-0.13624i,-16.451
254,-0.11549+0.096205i,-16.46
257,0.12219+0.087254i,-16.47
261,-0.036402-0.14545i,-16.482
264,-0.13135+0.072016i,-16.49
268,0.14651+0.030288i,-16.501
272,-0.091819-0.11791i,-16.511
275,-0.090664+0.11863i,-16.518
279,0.14578-0.03156i,-16.527
283,-0.13136-0.070375i,-16.535
287,0.054408+0.13859i,-16.543
291,0.048299-0.14069i,-16.551
295,-0.12785+0.075838i,-16.557
299,0.1464+0.025014i,-16.564
303,-0.095282-0.11383i,-16.569
307,-0.0011207+0.14837i,-16.573
311,0.096906-0.11227i,-16.577
315,-0.14649+0.022797i,-16.58
320,0.14796-0.008815i,-16.582
324,-0.11845-0.089058i,-16.584
328,0.032629+0.14455i,-16.584
333,-0.018799-0.14702i,-16.582
337,-0.080851+0.12424i,-16.581
342,0.092262-0.1161i,-16.578
347,-0.10287+0.10692i,-16.573
351,0.1477-0.014955i,-16.568
356,-0.14857+0.00098043i,-16.561
361,0.14814+0.013036i,-16.553
366,-0.14643-0.026985i,-16.542
371,0.14343+0.040703i,-16.531
376,-0.13917-0.054106i,-16.518
381,0.13369+0.067067i,-16.503
386,-0.12701-0.079501i,-16.488
391,0.11921+0.09127i,-16.47
397,-0.1491-0.020747i,-16.447
402,0.14685+0.034758i,-16.426
408,-0.14533+0.042238i,-16.4
413,0.14907-0.02844i,-16.377
419,-0.11612+0.09853i,-16.347
424,0.12528-0.08744i,-16.319
430,-0.066204+0.13835i,-16.285
436,-0.01056-0.15363i,-16.25
442,0.085223+0.12908i,-16.211
448,-0.13838-0.070719i,-16.171
454,0.156-0.0066159i,-16.13
460,-0.1332+0.082956i,-16.087
467,-0.017347-0.15692i,-16.034
473,0.092821+0.12878i,-15.986
479,-0.14496-0.066824i,-15.938
486,0.12378-0.10245i,-15.881
493,0.039101+0.15704i,-15.818
499,-0.11192-0.11827i,-15.765
506,0.15621-0.050023i,-15.702
513,-0.02277+0.16371i,-15.635
520,-0.13874-0.092176i,-15.568
527,0.14436-0.085706i,-15.5
534,0.014737+0.16863i,-15.428
541,-0.1596-0.060396i,-15.358
549,0.034553-0.16881i,-15.274
556,0.13822+0.10535i,-15.199
564,-0.082923+0.1547i,-15.114
571,-0.10418-0.1432i,-15.036
579,0.1262-0.12676i,-14.949
587,0.14661+0.1057i,-14.859
595,-0.082122+0.1631i,-14.77
603,-0.17582-0.056032i,-14.679
611,0.02803-0.18435i,-14.588
620,0.15413-0.1089i,-14.484
628,0.13305+0.13664i,-14.392
637,-0.006428+0.19294i,-14.287
645,-0.19363+0.023954i,-14.194
654,-0.15321-0.12463i,-14.089
663,-0.016271-0.19922i,-13.985
672,0.13418-0.1514i,-13.88
681,0.20462-0.0078946i,-13.775
691,0.20485+0.033129i,-13.659
700,0.1191+0.173i,-13.554
709,-0.043289+0.20808i,-13.451
719,-0.084829+0.19795i,-13.337
729,-0.12411+0.1795i,-13.222
739,-0.15947+0.15315i,-13.108
749,-0.18924+0.11979i,-12.996
759,-0.21207+0.080625i,-12.884
769,-0.22682+0.037054i,-12.772
780,-0.19639+0.12544i,-12.652
790,-0.22031+0.084524i,-12.543
801,-0.17135+0.16691i,-12.424
812,-0.09282+0.224i,-12.307
823,0.003067+0.24571i,-12.191
834,0.10097+0.22762i,-12.076
846,0.2501+0.035366i,-11.952
857,0.24699-0.066777i,-11.84
869,0.075302-0.24827i,-11.719
881,-0.17296-0.19817i,-11.6
893,-0.26322+0.04206i,-11.484
905,-0.1054+0.24876i,-11.367
917,0.15694+0.22431i,-11.252
930,0.21953-0.16991i,-11.132
942,-0.027694-0.27979i,-11.021
955,-0.28196+0.041568i,-10.903
968,0.055659+0.28343i,-10.787
981,0.28415-0.069918i,-10.674
995,-0.23173-0.18539i,-10.552
1008,-0.17652+0.24324i,-10.442
1022,0.30448-0.0080907i,-10.326
1036,-0.19432-0.23981i,-10.21
1050,-0.073029+0.30401i,-10.098
1064,0.28937-0.12864i,-9.9877
1079,-0.31903+0.034903i,-9.8717
1093,0.22447+0.23489i,-9.7651
1108,-0.14404-0.29591i,-9.6534
1123,0.047623+0.32984i,-9.5443
1139,-0.14418-0.30542i,-9.4284
1154,0.044714+0.33889i,-9.3238
1170,-0.14391-0.31491i,-9.2127
1186,0.23274+0.26213i,-9.1052
1202,-0.30295-0.1847i,-9
1218,0.3479+0.08892i,-8.896
1235,-0.28844+0.22129i,-8.7887
1252,0.004351-0.36799i,-8.6826
1269,0.29003+0.23364i,-8.5791
1286,-0.3672+0.084583i,-8.4775
1304,-0.063581-0.37601i,-8.3736
1321,0.33857+0.18456i,-8.277
1339,-0.20659+0.33094i,-8.1759
1357,-0.32173-0.22831i,-8.0789
1376,0.027412-0.39822i,-7.9769
1395,0.35817-0.18628i,-7.8785
1414,0.34952+0.21089i,-7.7823
1433,0.0022245+0.4127i,-7.6872
1452,-0.35481+0.21928i,-7.5952
1472,-0.41764+0.058208i,-7.5004
1492,-0.41001-0.11639i,-7.4075
1513,-0.42939-0.036228i,-7.3122
1533,-0.38213-0.20849i,-7.2242
1554,-0.4193-0.13297i,-7.1333
1575,-0.44144-0.050856i,-7.0454
1597,-0.34766+0.2841i,-6.9557
1618,-0.28977+0.3487i,-6.8706
1640,0.048657+0.45533i,-6.7842
1663,0.4618+0.026316i,-6.6969
1685,0.34392-0.31581i,-6.615
1708,-0.25811-0.3945i,-6.5316
1731,-0.43528+0.1923i,-6.4503
1755,0.36414+0.3134i,-6.3674
1779,0.12771-0.46778i,-6.2871
1803,-0.48157+0.086467i,-6.209
1828,0.46531+0.16534i,-6.1288
1853,-0.32487-0.37771i,-6.0519
1878,0.095544+0.49336i,-5.9769
1903,0.16319-0.47985i,-5.9026
1929,-0.12114+0.49669i,-5.8273
1955,0.077278-0.50969i,-5.7551
1982,0.26979+0.44437i,-5.6824
2009,-0.49605-0.16934i,-5.6107
2036,0.49312-0.18976i,-5.5411
2064,0.053344+0.52993i,-5.4719
2092,-0.52943-0.088969i,-5.4028
2121,-0.093779-0.53289i,-5.3348
2150,0.47455-0.26861i,-5.2673
2179,0.4148+0.36015i,-5.2034
2208,-0.20211+0.51509i,-5.1405
2238,-0.46794+0.30288i,-5.0765
2269,-0.47578+0.29812i,-5.0136
2300,-0.48349+0.29326i,-4.9517
2331,-0.49106+0.28823i,-4.8916
2363,-0.24784+0.51704i,-4.8313
2395,0.084108+0.57113i,-4.7722
2428,0.56669+0.12898i,-4.7138
2461,0.32724-0.48487i,-4.6574
2494,-0.33593-0.48345i,-4.602
2528,-0.39313+0.44321i,-4.5471
2562,0.52659+0.27927i,-4.4942
2597,-0.21008-0.56171i,-4.4412
2633,0.1436+0.58612i,-4.3871
2669,-0.074482-0.60247i,-4.3354
2705,0.0033342+0.61047i,-4.2865
2742,-0.29214-0.54009i,-4.2361
2779,0.51489+0.34073i,-4.1884
2817,-0.54075+0.30505i,-4.1401
2855,-0.025639-0.62378i,-4.0921
2894,0.61791-0.10989i,-4.0462
2933,0.19315+0.6005i,-4.0022
2973,-0.31318+0.55129i,-3.9578
3014,-0.42826+0.47192i,-3.9135
3055,-0.52355+0.36894i,-3.8697
3096,-0.5943+0.24697i,-3.828
3139,-0.11672+0.63604i,-3.7864
3181,0.13306+0.63586i,-3.7466
3225,0.63422-0.15436i,-3.7053
3268,0.21637-0.61872i,-3.669
3313,-0.62831+0.19703i,-3.6292
3358,0.53562+0.38792i,-3.5915
3404,-0.3866-0.54002i,-3.5549
3450,0.19618+0.63737i,-3.519
3497,-0.36907-0.55869i,-3.4839
3545,0.66933+0.063176i,-3.4487
3593,-0.47071+0.48367i,-3.4151
3642,-0.45114-0.50534i,-3.3829
3691,0.5377-0.41637i,-3.349
3741,0.63524+0.24945i,-3.3184
3792,0.47745+0.49099i,-3.288
3844,0.56065+0.39753i,-3.2573
3896,0.62563+0.29009i,-3.228
3949,0.64849-0.24122i,-3.1992
4003,-0.1267-0.68276i,-3.1676
4058,-0.56737+0.40394i,-3.142
4113,0.60751+0.34532i,-3.113
4169,-0.35196-0.60614i,-3.0867
4226,0.40048+0.57784i,-3.0603
4283,-0.44675-0.54552i,-3.0349
4341,0.69358+0.13812i,-3.0092
4400,-0.32216+0.63163i,-2.9866
4460,-0.70427-0.098495i,-2.9611
4521,-0.51212-0.49606i,-2.9384
4583,-0.50217-0.50886i,-2.9148
4645,-0.49195-0.52131i,-2.8922
4708,-0.69966-0.16301i,-2.8727
4772,-0.41074+0.59171i,-2.8498
4837,0.67128+0.26551i,-2.8307
4903,-0.3221-0.64792i,-2.8104
4970,0.23934+0.68475i,-2.7887
5037,-0.15263-0.71076i,-2.7697
5106,0.70235+0.19358i,-2.7509
5175,-0.49711+0.53457i,-2.7337
5246,-0.73157-0.010036i,-2.7141
5317,-0.48444-0.55013i,-2.6976
5390,-0.6553-0.33196i,-2.6791
5463,-0.73301-0.06516i,-2.6636
5537,-0.45865+0.57734i,-2.6466
5613,0.73794+0.028415i,-2.6332
5689,-0.41442-0.613i,-2.6161
5767,0.56747+0.47672i,-2.602
5845,-0.67744-0.30345i,-2.5885
5925,0.35553-0.65314i,-2.5728
6005,0.62469+0.40577i,-2.5579
6087,0.39736+0.63118i,-2.5471
6170,0.5022+0.55326i,-2.5313
6254,0.74735+0.038064i,-2.5182
6339,0.17152-0.72928i,-2.5083
6425,-0.73593+0.14664i,-2.4942
6513,0.72428-0.19989i,-2.4831
6601,-0.70881+0.25192i,-2.4728
6691,-0.044351-0.75185i,-2.4623
6782,0.69933-0.28241i,-2.4503
6874,0.73089+0.18959i,-2.4401
6968,0.71658-0.24044i,-2.4314
7063,0.046536-0.75556i,-2.4182
7159,-0.74812+0.12143i,-2.4077
7256,0.63455+0.41537i,-2.4018
7355,-0.75503-0.079242i,-2.3931
7455,0.42464-0.63057i,-2.3813
7557,0.75406-0.10243i,-2.3725
7659,0.57861+0.4952i,-2.3656
7764,0.73403-0.20491i,-2.3598
7869,0.23903-0.72456i,-2.3498
7977,-0.46604+0.60506i,-2.3412
8085,0.64077-0.41632i,-2.3366
8195,-0.089316+0.75973i,-2.3272
8307,-0.70349+0.30189i,-2.3208
8420,-0.76534-0.026827i,-2.3176
8534,-0.75962+0.10094i,-2.312
8650,-0.042792+0.76581i,-2.3041
8768,0.43317-0.63369i,-2.2974
8887,-0.39161+0.66086i,-2.2908
9008,-0.5211-0.565i,-2.2858
9131,-0.075974-0.76501i,-2.284
9255,-0.046953-0.76808i,-2.2756
9381,-0.72772-0.25092i,-2.2728
9509,0.36248+0.67939i,-2.2698
9638,-0.26349-0.7242i,-2.2629
9770,0.69064-0.34258i,-2.2596
9903,0.71295+0.29341i,-2.2593
10037,0.62126+0.45711i,-2.2554
10174,0.45159-0.62604i,-2.2486
10312,-0.772-0.0061408i,-2.2473
10453,0.5033-0.58564i,-2.2455
10595,0.53626+0.55618i,-2.2409
10739,0.24221+0.73407i,-2.2364
10885,0.68365+0.36048i,-2.2379
11033,0.057405-0.77086i,-2.2364
11184,0.43027+0.64237i,-2.2346
11336,-0.74128+0.22185i,-2.2278
11490,-0.72291-0.27507i,-2.2311
11647,-0.53613+0.55806i,-2.2267
11805,0.65622+0.4106i,-2.2241
11966,-0.76975-0.077606i,-2.2291
12129,-0.0024463-0.77376i,-2.2278
12294,0.19066-0.74989i,-2.228
12461,-0.50747-0.58489i,-2.2212
12631,0.27289+0.72468i,-2.2211
12802,-0.44587-0.63315i,-2.2208
12977,-0.12062-0.76474i,-2.223
13153,-0.23377-0.73771i,-2.2267
13332,-0.58688+0.5044i,-2.2269
13514,0.15786-0.7579i,-2.2233
13698,0.77012-0.073366i,-2.2296
13884,0.77325-0.031078i,-2.2265
14073,-0.18183-0.75228i,-2.2258
14265,0.49052+0.59783i,-2.2329
14459,-0.5488+0.54535i,-2.2287
14656,-0.32972+0.69934i,-2.2345
14855,0.69648+0.33502i,-2.2379
15057,-0.75644-0.15649i,-2.2425
15262,-0.22286-0.73975i,-2.241
15470,-0.66737-0.38873i,-2.2439
15680,-0.10287+0.76492i,-2.2498
15894,-0.69486-0.33547i,-2.2521
16110,-0.33534-0.6946i,-2.2554
16329,-0.7712+0.024306i,-2.2524
16552,0.68612-0.35155i,-2.2596
16777,0.40872+0.65278i,-2.2682
17005,0.60259+0.47945i,-2.2695
17237,-0.38723-0.66562i,-2.2694
17471,0.75435+0.1529i,-2.2737
17709,0.76724+0.051044i,-2.2822
17950,-0.24141-0.72983i,-2.2846
18194,0.6279+0.4424i,-2.2917
18442,0.59414+0.48612i,-2.2965
18693,0.37143-0.67114i,-2.3033
18947,-0.055381+0.76418i,-2.3133
19205,-0.26204+0.71991i,-2.3141
19467,0.74476-0.17736i,-2.3201
19731,-0.68521+0.33993i,-2.328
20000,-0.63722+0.42201i,-2.3348
