Frequency (Hz), H(j), Amplitude Response (dB)
311,-0.24834+0.095424i,-11.501
315,0.25292+0.079528i,-11.531
320,-0.24719-0.092664i,-11.568
324,0.13542+0.22554i,-11.598
328,0.034143-0.25993i,-11.628
333,-0.047822+0.25662i,-11.666
337,0.19635-0.17063i,-11.696
342,-0.20428+0.15917i,-11.735
347,0.21154-0.14737i,-11.774
351,-0.25637-0.01604i,-11.806
356,0.25404+0.029538i,-11.844
361,-0.25099-0.042804i,-11.882
366,0.24725+0.055794i,-11.922
371,-0.24283-0.068488i,-11.961
376,0.23778+0.080878i,-12.001
381,-0.23212-0.092864i,-12.041
386,0.22588+0.10452i,-12.08
391,-0.21908-0.11569i,-12.12
397,0.24561-0.019579i,-12.168
402,-0.24515+0.0066507i,-12.208
408,0.2023-0.13622i,-12.256
413,-0.20817+0.12491i,-12.296
419,0.10816-0.21586i,-12.344
424,-0.11866+0.20897i,-12.385
430,-0.011831-0.23868i,-12.433
436,0.13724+0.19403i,-12.481
442,-0.21871-0.089585i,-12.529
448,0.23135-0.041542i,-12.577
454,-0.17196+0.15834i,-12.625
460,0.059771-0.22467i,-12.672
467,0.18449+0.13901i,-12.728
473,-0.22902-0.018093i,-12.775
479,0.20182-0.10717i,-12.822
486,0.023304+0.22588i,-12.877
493,-0.21668-0.062896i,-12.932
499,0.21539-0.0631i,-12.978
506,-0.022263+0.22195i,-13.031
513,-0.19613-0.10331i,-13.086
520,0.16837-0.14216i,-13.137
527,0.068224+0.20815i,-13.189
534,-0.21721-0.014695i,-13.243
541,0.094496-0.19472i,-13.293
549,0.20992+0.046399i,-13.352
556,-0.12097+0.17625i,-13.401
564,-0.19827-0.076152i,-13.457
571,0.14401-0.15447i,-13.507
579,0.18261+0.10345i,-13.561
587,-0.0577+0.20045i,-13.614
595,-0.20714-0.0093273i,-13.666
603,-0.039046-0.20238i,-13.718
611,0.18659-0.084702i,-13.769
620,0.19508+0.058269i,-13.825
628,-0.010993+0.2022i,-13.872
637,-0.14017+0.14444i,-13.925
645,-0.17235-0.10193i,-13.969
654,-0.062805-0.18892i,-14.019
663,0.076142-0.18279i,-14.066
672,0.17644-0.087545i,-14.112
681,0.18964+0.049365i,-14.157
691,0.18302+0.067044i,-14.203
700,0.093797+0.1698i,-14.245
709,-0.04031+0.18888i,-14.283
719,-0.057979+0.18328i,-14.323
729,-0.074949+0.17611i,-14.361
739,-0.091055+0.16745i,-14.397
749,-0.10623+0.15735i,-14.432
759,-0.12035+0.14598i,-14.462
769,-0.13328+0.13337i,-14.492
780,-0.048614+0.1815i,-14.521
790,-0.065514+0.17558i,-14.544
801,0.030927+0.18433i,-14.567
812,0.11864+0.14384i,-14.589
823,0.17428+0.065147i,-14.607
834,0.18321-0.030647i,-14.621
846,0.04816-0.1791i,-14.635
857,-0.047752-0.17899i,-14.645
869,-0.18249-0.030942i,-14.652
881,-0.10395+0.15306i,-14.655
893,0.095985+0.15814i,-14.657
905,0.18378-0.021549i,-14.655
917,0.056849-0.17618i,-14.651
930,-0.18391-0.022639i,-14.643
942,-0.097208+0.15801i,-14.632
955,0.17375+0.065821i,-14.619
968,0.032044-0.1834i,-14.601
981,-0.18656+0.0030304i,-14.582
995,0.13729+0.12712i,-14.558
1008,0.0994-0.15915i,-14.533
1022,-0.18247+0.046379i,-14.504
1036,0.16444+0.093068i,-14.473
1050,-0.054542-0.18169i,-14.439
1064,-0.086736+0.1696i,-14.403
1079,0.11102-0.15593i,-14.361
1093,-0.18896+0.035753i,-14.32
1108,0.19313-0.0078176i,-14.276
1123,-0.19325-0.020681i,-14.228
1139,0.18268-0.069727i,-14.176
1154,-0.19204+0.042359i,-14.126
1170,0.15294-0.12561i,-14.071
1186,-0.07995+0.18244i,-14.015
1202,-0.011411-0.20021i,-13.956
1218,0.10143+0.17456i,-13.898
1235,-0.20318+0.0087992i,-13.834
1252,0.087308-0.18533i,-13.77
1269,0.12436+0.16475i,-13.705
1286,-0.20522+0.03363i,-13.641
1304,-0.061179-0.20051i,-13.571
1321,0.20749+0.039645i,-13.504
1339,-0.011853+0.21263i,-13.434
1357,-0.21404+0.016504i,-13.364
1376,-0.15941-0.14649i,-13.291
1395,-0.0015449-0.21835i,-13.217
1414,0.16008-0.15122i,-13.143
1433,0.22162+0.014239i,-13.07
1452,0.14171+0.17341i,-12.997
1472,0.10463+0.20024i,-12.921
1492,0.062435+0.21917i,-12.846
1513,0.14663+0.17714i,-12.767
1533,0.10851+0.20497i,-12.693
1554,0.1833+0.14541i,-12.617
1575,0.22822+0.060149i,-12.541
1597,0.17048-0.1663i,-12.463
1618,0.090266-0.22256i,-12.39
1640,-0.14565-0.19362i,-12.313
1663,-0.18345+0.16161i,-12.235
1685,0.044416+0.24253i,-12.161
1708,0.24049-0.063439i,-12.086
1731,-0.082322-0.23697i,-12.011
1755,-0.13058+0.21678i,-11.935
1779,0.2523-0.038609i,-11.861
1803,-0.19266-0.17072i,-11.787
1828,0.1437+0.21623i,-11.713
1853,-0.084137-0.24793i,-11.64
1878,0.017805+0.26339i,-11.568
1903,0.050831-0.26123i,-11.498
1929,0.044312+0.26464i,-11.427
1955,-0.13526-0.2342i,-11.358
1982,0.27198+0.019462i,-11.287
2009,-0.16998+0.21601i,-11.218
2036,-0.084135-0.26391i,-11.151
2064,0.26405-0.090695i,-11.082
2092,0.097282+0.26396i,-11.016
2121,-0.15484+0.23749i,-10.949
2150,-0.28508+0.017727i,-10.884
2179,-0.18579-0.21975i,-10.819
2208,0.065869-0.28221i,-10.758
2238,0.15075-0.24998i,-10.695
2269,0.069416-0.28572i,-10.632
2300,-0.019534-0.29546i,-10.571
2331,-0.10789-0.27792i,-10.512
2363,-0.28861-0.08253i,-10.452
2395,-0.24175+0.18132i,-10.394
2428,0.1749+0.24894i,-10.336
2461,0.25591-0.16816i,-10.28
2494,-0.16113-0.26267i,-10.225
2528,-0.13037+0.28137i,-10.17
2562,0.3084-0.047474i,-10.116
2597,-0.30682-0.066573i,-10.063
2633,0.31568-0.011941i,-10.009
2669,-0.30455+0.090641i,-9.9583
2705,0.27402-0.16449i,-9.9078
2742,-0.051511+0.31728i,-9.8581
2779,-0.2103-0.2455i,-9.8091
2817,0.26369-0.19005i,-9.7613
2855,0.16826+0.28015i,-9.7144
2894,-0.15636+0.28898i,-9.6676
2933,-0.33003+0.012575i,-9.6225
2973,-0.30817-0.12337i,-9.5785
3014,-0.32817-0.06034i,-9.5335
3055,-0.33529+0.0057611i,-9.4904
3096,-0.3291+0.072304i,-9.4487
3139,0.027095+0.33747i,-9.4073
3181,0.2658+0.21225i,-9.3667
3225,0.06522-0.33543i,-9.3267
3268,-0.32491-0.11061i,-9.2886
3313,0.24038+0.24712i,-9.2499
3358,-0.10247-0.33075i,-9.2121
3404,0.15038+0.31355i,-9.1748
3450,-0.19542-0.28938i,-9.1388
3497,0.34274+0.073805i,-9.1039
3545,-0.13719+0.32417i,-9.069
3593,-0.2939-0.19615i,-9.0361
3642,0.056113-0.35025i,-9.0023
3691,0.34306-0.095274i,-8.97
3741,0.34602+0.089204i,-8.9384
3792,0.35417+0.056316i,-8.9072
3844,0.30585-0.18964i,-8.8772
3896,0.10781-0.34465i,-8.847
3949,-0.31012-0.18736i,-8.818
4003,-0.059972+0.35857i,-8.7886
4058,0.24618-0.26908i,-8.7611
4113,-0.35407+0.092155i,-8.7336
4169,0.35089-0.10754i,-8.7067
4226,-0.21172+0.30113i,-8.6805
4283,-0.017677-0.36877i,-8.6548
4341,0.35926+0.089524i,-8.6301
4400,0.0302+0.37003i,-8.6065
4460,-0.19321+0.31825i,-8.582
4521,-0.19668+0.31729i,-8.5586
4583,0.020105+0.37377i,-8.5354
4645,0.23083+0.29587i,-8.5133
4708,0.35727-0.11775i,-8.4924
4772,-0.21048-0.31293i,-8.4702
4837,-0.032817+0.37658i,-8.4499
4903,0.055904-0.37475i,-8.4296
4970,0.15094+0.3485i,-8.4092
5037,-0.31301-0.21651i,-8.3907
5106,0.14269-0.35378i,-8.3708
5175,0.37727+0.061443i,-8.3532
5246,0.36871+0.10384i,-8.3348
5317,0.35535+0.14503i,-8.3178
5390,0.28524-0.25798i,-8.2998
5463,-0.1092-0.36954i,-8.2833
5537,-0.34639+0.17046i,-8.2669
5613,0.37034-0.11144i,-8.2516
5689,-0.3843+0.049246i,-8.2359
5767,0.14123-0.36149i,-8.2211
5845,0.24998+0.29774i,-8.2063
5925,-0.052911+0.3858i,-8.1918
6005,-0.32198+0.22018i,-8.1773
6087,-0.21082+0.32888i,-8.1642
6170,0.16986+0.35247i,-8.1505
6254,0.34101-0.19308i,-8.137
6339,-0.36564-0.14245i,-8.1252
6425,0.31517+0.23475i,-8.1125
6513,-0.37267+0.12637i,-8.1008
6601,0.1077-0.37906i,-8.0888
6691,0.36991-0.13728i,-8.0777
6782,0.39483-0.013729i,-8.0665
6874,0.37395-0.12895i,-8.0557
6968,-0.1149-0.37898i,-8.0457
7063,-0.25426+0.30429i,-8.0344
7159,0.348-0.19109i,-8.0238
7256,-0.29146+0.27016i,-8.0153
7355,-0.24326-0.3148i,-8.0059
7455,0.1494-0.36923i,-7.9956
7557,0.075704-0.39146i,-7.9867
7659,-0.00099489-0.3991i,-7.9783
7764,-0.35453+0.18405i,-7.9705
7869,0.3265+0.23088i,-7.9612
7977,-0.39612+0.05745i,-7.9532
8085,0.24796-0.31464i,-7.9457
8195,0.38921+0.096417i,-7.9377
8307,0.39658+0.061263i,-7.9309
8420,0.34146-0.21138i,-7.9243
8534,-0.12221-0.38287i,-7.9176
8650,-0.10776+0.38753i,-7.9105
8768,-0.15091-0.37321i,-7.9033
8887,0.40134-0.035032i,-7.8969
9008,0.3447+0.20907i,-7.8908
9131,0.4027-0.023555i,-7.8855
9255,0.1157-0.38674i,-7.8793
9381,-0.33425+0.22675i,-7.8744
9509,0.16591-0.36852i,-7.8693
9638,0.27465+0.29686i,-7.8632
9770,0.23786+0.32737i,-7.8582
9903,0.36584+0.17337i,-7.8543
10037,0.31624-0.25315i,-7.8492
10174,-0.35471+0.19613i,-7.8439
10312,0.23491-0.33052i,-7.8402
10453,0.40311-0.045678i,-7.836
10595,0.4035+0.044256i,-7.8312
10739,0.25095-0.3193i,-7.827
10885,-0.4062+0.0052106i,-7.8245
11033,0.38084-0.14187i,-7.8207
11184,0.33847+0.22522i,-7.8175
11336,0.24866+0.32194i,-7.8126
11490,0.40689+0.0013346i,-7.8104
11647,-0.37785-0.15145i,-7.8066
11805,0.40315+0.057276i,-7.8039
11966,0.15177+0.37793i,-7.8024
12129,0.21985+0.34298i,-7.7996
12294,0.37159-0.16729i,-7.7972
12461,-0.40699-0.023934i,-7.7933
12631,0.10387-0.39435i,-7.791
12802,0.40258-0.065618i,-7.789
12977,0.036344-0.40634i,-7.7876
13153,-0.39237+0.11193i,-7.7864
13332,0.24464-0.32667i,-7.7843
13514,0.39116-0.11688i,-7.7815
13698,0.25747-0.31683i,-7.7814
13884,-0.37302-0.16619i,-7.7789
14073,0.40518-0.051679i,-7.7769
14265,0.33368+0.23563i,-7.7764
14459,0.40577+0.049211i,-7.7709
14656,-0.2495-0.32349i,-7.7755
14855,0.36392+0.1857i,-7.7749
15057,0.10239+0.39558i,-7.7738
15262,0.38926+0.12447i,-7.7724
15470,-0.33984-0.227i,-7.7723
15680,0.38145-0.14668i,-7.7724
15894,0.32452-0.24844i,-7.7718
16110,-0.23239-0.33622i,-7.7716
16329,0.30419+0.27309i,-7.7699
16552,0.16058+0.37588i,-7.771
16777,0.38149+0.14661i,-7.7722
17005,-0.26839-0.30822i,-7.772
17237,0.17448-0.36962i,-7.7712
17471,0.14497-0.38213i,-7.7718
17709,-0.33338+0.23634i,-7.7728
17950,-0.12394-0.38939i,-7.7733
18194,-0.11385-0.39242i,-7.7741
18442,-0.16401+0.3742i,-7.7748
18693,-0.27701-0.30024i,-7.776
18947,-0.23585-0.33341i,-7.7785
19205,-0.074551+0.40152i,-7.7787
19467,-0.40696-0.033469i,-7.7796
19731,-0.38807-0.12676i,-7.7815
20000,0.33661+0.23092i,-7.7825
