Frequency (Hz), H(j), Amplitude Response (dB)
995,0.13181-0.13971i,-14.33
1008,-0.097398-0.16689i,-14.278
1022,-0.13215+0.14276i,-14.22
1036,0.17624+0.085435i,-14.161
1050,0.030709-0.19484i,-14.1
1064,-0.19676+0.027401i,-14.038
1079,0.17006+0.10567i,-13.97
1093,0.052241-0.19482i,-13.906
1108,-0.16622+0.11713i,-13.835
1123,0.20432+0.016727i,-13.765
1139,-0.20288-0.040192i,-13.688
1154,0.13096+0.16229i,-13.616
1170,-0.11256-0.17777i,-13.539
1186,0.092222+0.19121i,-13.461
1202,-0.070245-0.20239i,-13.382
1218,0.046802+0.211i,-13.306
1235,-0.1379-0.16911i,-13.223
1252,0.20103+0.090071i,-13.14
1269,-0.22218+0.0097495i,-13.057
1286,0.19606-0.1093i,-12.977
1304,-0.0036598+0.22669i,-12.89
1321,-0.099105-0.20627i,-12.809
1339,0.23041+0.017854i,-12.724
1357,-0.13233+0.19217i,-12.641
1376,-0.20125-0.12264i,-12.554
1395,0.11243-0.20982i,-12.467
1414,0.21783+0.10171i,-12.381
1433,-0.090507+0.22525i,-12.297
1452,-0.23207-0.078832i,-12.213
1472,-0.075124-0.2359i,-12.126
1492,0.14666-0.20244i,-12.042
1513,0.20984-0.14051i,-11.953
1533,0.23987+0.086404i,-11.87
1554,0.19689+0.1659i,-11.786
1575,0.12823+0.22611i,-11.703
1597,0.17749+0.19344i,-11.616
1618,0.10009+0.24533i,-11.536
1640,0.15402+0.21871i,-11.453
1663,0.2671+0.040314i,-11.369
1685,0.27182-0.020691i,-11.289
1708,0.17467-0.2126i,-11.208
1731,-0.032985-0.27573i,-11.129
1755,-0.27973-0.017795i,-11.048
1779,-0.069015+0.27433i,-10.968
1803,0.2595+0.11883i,-10.89
1828,0.0089623-0.28785i,-10.813
1853,-0.27122+0.10426i,-10.735
1878,0.20296+0.21146i,-10.66
1903,0.11726-0.27135i,-10.586
1929,-0.25081+0.1612i,-10.511
1955,0.30055+0.0061512i,-10.44
1982,-0.30303-0.0093833i,-10.366
2009,0.30545+0.012708i,-10.294
2036,-0.30774-0.016084i,-10.224
2064,0.2699-0.15392i,-10.153
2092,-0.14512+0.27748i,-10.085
2121,-0.19598-0.24745i,-10.016
2150,0.30814-0.078975i,-9.9488
2179,-0.05367+0.31601i,-9.8824
2208,-0.26875-0.17893i,-9.8196
2238,0.1342-0.2963i,-9.7551
2269,0.31126-0.10249i,-9.6906
2300,0.28817+0.16093i,-9.6281
2331,0.077103+0.3233i,-9.5677
2363,-0.0040457+0.33468i,-9.5068
2395,-0.08605+0.32583i,-9.4475
2428,0.02608+0.33832i,-9.3877
2461,0.1368+0.31299i,-9.3302
2494,0.23362+0.25219i,-9.2747
2528,0.3445-0.032073i,-9.2188
2562,0.18538-0.2947i,-9.1645
2597,-0.28214-0.20769i,-9.1101
2633,-0.044381+0.34974i,-9.0558
2669,0.32907-0.13226i,-9.004
2705,-0.2773-0.22442i,-8.9531
2742,0.1428+0.32918i,-8.9025
2779,0.025886-0.35993i,-8.8533
2817,0.010319+0.36272i,-8.805
2855,-0.046882-0.36182i,-8.7579
2894,0.26581+0.25285i,-8.71
2933,-0.36764-0.029025i,-8.6646
2973,0.13974-0.34332i,-8.6202
3014,0.37024+0.041977i,-8.5748
3055,0.059969+0.36966i,-8.5311
3096,-0.34132+0.15841i,-8.4896
3139,-0.3612+0.11178i,-8.4479
3181,-0.34756-0.15335i,-8.4069
3225,-0.38146+0.012047i,-8.3666
3268,-0.38133-0.03933i,-8.3281
3313,-0.23148+0.30772i,-8.2892
3358,0.14474+0.35867i,-8.2509
3404,0.35424-0.15935i,-8.2137
3450,-0.17382-0.3492i,-8.1772
3497,-0.1837+0.3459i,-8.142
3545,0.29723-0.25746i,-8.107
3593,-0.37145+0.13355i,-8.074
3642,0.33621-0.20976i,-8.0401
3691,-0.28539+0.27706i,-8.0077
3741,0.002402-0.39921i,-7.9758
3792,0.39256+0.080095i,-7.9447
3844,0.073992+0.39519i,-7.9143
3896,-0.33938+0.21817i,-7.8841
3949,-0.40462-0.012861i,-7.8547
4003,-0.40562-0.021634i,-7.8253
4058,-0.35632+0.19766i,-7.798
4113,-0.19757+0.35788i,-7.77
4169,0.24386+0.32966i,-7.7432
4226,0.28983-0.29185i,-7.7165
4283,-0.33336-0.24299i,-7.6911
4341,0.042804+0.41148i,-7.6662
4400,0.062929-0.41004i,-7.6425
4460,0.07177+0.40977i,-7.618
4521,-0.36797-0.19648i,-7.5943
4583,0.22667-0.35152i,-7.571
4645,0.33257+0.25541i,-7.5489
4708,-0.065229+0.41525i,-7.5279
4772,-0.25367+0.33652i,-7.5058
4837,-0.22244+0.35909i,-7.4854
4903,0.049919+0.42045i,-7.4649
4970,0.41608+0.083627i,-7.4444
5037,0.20937-0.3702i,-7.4259
5106,-0.40306+0.13876i,-7.4061
5175,0.39464+0.1635i,-7.388
5246,-0.42761+0.019594i,-7.3699
5317,0.37956-0.19972i,-7.3529
5390,0.21169+0.37404i,-7.3349
5463,-0.36807+0.2235i,-7.3183
5537,-0.39518-0.1731i,-7.3019
5613,-0.42283-0.089537i,-7.2862
5689,-0.43297-0.0018301i,-7.2708
5767,-0.08949+0.42439i,-7.2558
5845,0.3982+0.17375i,-7.2411
5925,-0.22675-0.37145i,-7.2264
6005,-0.02758+0.43503i,-7.2122
6087,-0.20474-0.3856i,-7.1986
6170,0.43671-0.022009i,-7.1852
6254,0.08444+0.42972i,-7.1718
6339,-0.266+0.34867i,-7.1596
6425,-0.34831+0.26753i,-7.1469
6513,-0.0075048+0.43972i,-7.1351
6601,0.33988+0.28007i,-7.1229
6691,0.086873-0.43232i,-7.1119
6782,-0.28335+0.33863i,-7.1007
6874,0.25459-0.3614i,-7.0902
6968,0.26153+0.35706i,-7.0798
7063,-0.27933+0.34407i,-7.0684
7159,-0.43831+0.06901i,-7.0581
7256,-0.44415+0.0021576i,-7.0493
7355,-0.23403+0.37805i,-7.04
7455,0.38366+0.22579i,-7.0296
7557,-0.27088-0.35384i,-7.0207
7659,0.11807+0.43013i,-7.0125
7764,-0.44575+0.024917i,-7.0046
7869,0.069479-0.44151i,-6.9949
7977,0.086402-0.43892i,-6.9872
8085,0.10331-0.43565i,-6.9797
8195,-0.34875-0.28143i,-6.9717
8307,0.016901+0.44819i,-6.9646
8420,0.10447-0.43652i,-6.958
8534,0.033177+0.44797i,-6.9513
8650,-0.44941-0.011271i,-6.9443
8768,-0.38775-0.22827i,-6.9366
8887,-0.40397-0.19889i,-6.9305
9008,-0.32037+0.31686i,-6.9243
9131,0.45053-0.017412i,-6.919
9255,-0.4479-0.054462i,-6.9126
9381,0.28688-0.34857i,-6.9079
9509,0.44974+0.042114i,-6.9029
9638,0.39938+0.21174i,-6.8966
9770,0.29413-0.34358i,-6.8917
9903,-0.42553-0.15387i,-6.8877
10037,0.25391+0.37487i,-6.8825
10174,-0.44854+0.06351i,-6.8777
10312,-0.11973-0.43713i,-6.8736
10453,-0.24374-0.38237i,-6.8694
10595,-0.45035-0.055071i,-6.8645
10739,0.15662+0.42605i,-6.8604
10885,-0.18441-0.41492i,-6.8578
11033,0.45295-0.034516i,-6.8538
11184,0.4525+0.041832i,-6.8507
11336,0.43148-0.14339i,-6.8459
11490,-0.14564-0.43085i,-6.8436
11647,0.22+0.39828i,-6.8397
11805,-0.43402-0.13706i,-6.8369
11966,-0.2674-0.3684i,-6.8356
12129,-0.41635-0.18444i,-6.8326
12294,-0.13425+0.43527i,-6.8302
12461,0.25317-0.37894i,-6.8258
12631,0.34706+0.29552i,-6.8239
12802,-0.10845+0.44286i,-6.8217
12977,0.37871+0.25403i,-6.8203
13153,0.16071-0.42682i,-6.8193
13332,0.020185+0.45575i,-6.8169
13514,-0.37083+0.26594i,-6.8144
13698,-0.32051+0.32485i,-6.8141
13884,0.24026+0.38812i,-6.8117
14073,-0.21482-0.4029i,-6.8095
14265,0.37706-0.25743i,-6.8102
14459,0.43627-0.13506i,-6.8074
14656,-0.079785-0.44964i,-6.808
14855,-0.15987+0.42781i,-6.8073
15057,-0.34424-0.3002i,-6.8064
15262,-0.28282-0.35878i,-6.8045
15470,-0.36217+0.27847i,-6.8045
15680,0.44428-0.10639i,-6.8047
15894,0.24647+0.38469i,-6.8041
16110,0.21771+0.4017i,-6.8035
16329,0.37787-0.257i,-6.802
16552,-0.053817+0.45373i,-6.8034
16777,-0.43231+0.14777i,-6.8041
17005,-0.26554+0.37177i,-6.8043
17237,0.33251-0.31342i,-6.8029
17471,0.069741+0.45154i,-6.8037
17709,0.13747+0.43566i,-6.8047
17950,0.36869-0.26972i,-6.8052
18194,-0.19453+0.41329i,-6.8057
18442,-0.3134+0.33226i,-6.8065
18693,0.28423+0.35746i,-6.8076
18947,-0.29503-0.34842i,-6.8102
19205,0.037497-0.45501i,-6.8101
19467,-0.45363-0.051089i,-6.8113
19731,0.38905+0.23866i,-6.8128
20000,0.15573+0.42898i,-6.8137
