Frequency (Hz), H(j), Amplitude Response (dB)
95,0.17591-0.1568i,-12.555
96,0.05656-0.2287i,-12.557
97,-0.08254-0.22059i,-12.559
99,-0.23539-0.0027702i,-12.564
100,-0.1957+0.13067i,-12.567
101,-0.08764+0.21832i,-12.569
103,0.17179+0.1605i,-12.575
104,0.23234+0.035319i,-12.578
105,0.21157-0.10214i,-12.581
107,-0.018818-0.23402i,-12.587
108,-0.14771-0.18235i,-12.591
110,-0.22325+0.071846i,-12.596
111,-0.14349+0.1854i,-12.599
113,0.12101+0.2006i,-12.606
114,0.21315+0.097039i,-12.608
116,0.16729-0.16363i,-12.615
118,-0.092154-0.21488i,-12.623
119,-0.19742-0.12511i,-12.626
121,-0.18776+0.13887i,-12.633
122,-0.076316+0.22061i,-12.637
124,0.1781+0.15062i,-12.644
126,0.20455-0.1117i,-12.651
127,0.1055-0.20769i,-12.655
129,-0.15556-0.17314i,-12.662
131,-0.2174+0.082616i,-12.669
133,-0.0012835+0.23238i,-12.676
135,0.21609+0.084857i,-12.684
136,0.22611-0.052208i,-12.688
138,0.032733-0.22953i,-12.696
140,-0.20213-0.1131i,-12.704
142,-0.17816+0.14772i,-12.711
144,0.073568+0.21919i,-12.72
146,0.23076+0.010302i,-12.728
148,0.092575-0.21138i,-12.737
150,-0.16372-0.16232i,-12.745
152,-0.21014+0.094237i,-12.754
154,0.012298+0.22972i,-12.764
156,0.21852+0.071106i,-12.773
158,0.14482-0.17811i,-12.782
160,-0.11394-0.19894i,-12.793
163,-0.1669+0.1566i,-12.808
165,0.085995+0.21181i,-12.818
167,0.22829-0.0040475i,-12.829
169,0.078215-0.2142i,-12.84
172,-0.22603-0.02647i,-12.857
174,-0.10584+0.20113i,-12.869
176,0.14941+0.17086i,-12.881
179,0.13137-0.18453i,-12.898
181,-0.12482-0.18867i,-12.909
184,-0.15431+0.16477i,-12.928
186,0.098147+0.20299i,-12.938
189,0.17439-0.14221i,-12.955
191,-0.06995-0.21355i,-12.967
194,-0.19113+0.11733i,-12.985
196,0.040742+0.22024i,-12.996
199,0.2044-0.090561i,-13.012
202,-0.13524-0.17744i,-13.03
205,-0.1409+0.17239i,-13.048
207,0.11014+0.19315i,-13.06
210,0.16192-0.15166i,-13.079
213,-0.18474-0.12201i,-13.097
216,-0.075537+0.2076i,-13.115
219,0.21895+0.025152i,-13.136
222,-0.026382-0.21828i,-13.157
225,-0.20569+0.076216i,-13.177
228,0.12168+0.18187i,-13.198
231,0.14826-0.16022i,-13.219
234,-0.18986-0.10666i,-13.24
237,-0.059437+0.20898i,-13.26
241,0.18358-0.11499i,-13.286
244,-0.15419-0.15143i,-13.307
247,-0.11111+0.18483i,-13.325
251,0.20563-0.062671i,-13.352
254,-0.10861-0.18492i,-13.373
257,-0.15411+0.14838i,-13.395
261,0.2131-0.0070605i,-13.424
264,-0.056402-0.20505i,-13.446
268,-0.095026+0.18945i,-13.475
272,0.19673-0.076861i,-13.505
275,-0.12033-0.17294i,-13.527
279,-0.026258+0.20836i,-13.555
283,0.15841-0.1368i,-13.584
287,-0.2086-0.004307i,-13.612
291,0.15166+0.14225i,-13.641
295,-0.017561-0.20651i,-13.67
299,-0.12461+0.1647i,-13.701
303,0.20204-0.038943i,-13.733
307,-0.17565-0.1058i,-13.763
311,0.059634+0.19547i,-13.792
315,0.086063-0.1846i,-13.821
320,-0.10881+0.17121i,-13.856
324,0.19472-0.054431i,-13.885
328,-0.18061-0.089333i,-13.915
333,0.16683+0.1114i,-13.953
337,-0.049473-0.19368i,-13.984
342,0.023957+0.19759i,-14.021
347,0.0017093-0.19821i,-14.057
351,-0.13327+0.14587i,-14.085
356,0.15025-0.12704i,-14.121
361,-0.16461+0.10623i,-14.159
366,0.17611-0.083854i,-14.197
371,-0.18468+0.060305i,-14.231
376,0.19012-0.035996i,-14.266
381,-0.19242+0.01135i,-14.3
386,0.19152+0.013234i,-14.335
391,-0.18749-0.037444i,-14.371
397,0.18302-0.052089i,-14.412
402,-0.18748+0.028209i,-14.444
408,0.15309-0.1104i,-14.482
413,-0.16525+0.089701i,-14.516
419,0.1054-0.15465i,-14.556
424,-0.12378+0.13951i,-14.586
430,0.045928-0.17998i,-14.622
436,0.041469+0.18026i,-14.658
442,-0.11895-0.14065i,-14.694
448,0.16952+0.070234i,-14.728
454,-0.18218+0.015263i,-14.76
460,0.15431-0.096786i,-14.792
467,0.012452+0.18092i,-14.83
473,-0.093762-0.15455i,-14.857
479,0.15374+0.093927i,-14.887
486,-0.1547+0.090949i,-14.921
493,-0.0072954-0.17873i,-14.949
499,0.088348+0.15496i,-14.973
506,-0.1777+0.0049308i,-15.003
513,0.079146-0.15865i,-15.026
520,0.1025+0.14408i,-15.049
527,-0.1749+0.022545i,-15.073
534,0.062292-0.1646i,-15.09
541,0.11571+0.13206i,-15.11
549,-0.11788+0.12969i,-15.126
556,-0.058917-0.16473i,-15.142
564,0.15672-0.077052i,-15.157
571,-0.0056874+0.1744i,-15.164
579,-0.1737+0.014166i,-15.175
587,-0.033773-0.1709i,-15.179
595,0.16583-0.052997i,-15.184
603,0.071473+0.15872i,-15.186
611,-0.14956+0.089086i,-15.185
620,-0.16552-0.054213i,-15.18
628,0.035046-0.17072i,-15.175
637,0.15193-0.085895i,-15.163
645,0.10273+0.14133i,-15.153
654,-0.039088+0.17066i,-15.136
663,-0.15463+0.082845i,-15.118
672,-0.16449-0.062283i,-15.096
681,-0.061262-0.16536i,-15.073
691,-0.018353-0.17599i,-15.043
700,0.12112-0.12989i,-15.011
709,0.17811+0.0060766i,-14.981
719,0.17177+0.05039i,-14.942
729,0.15459+0.091998i,-14.9
739,0.1274+0.12826i,-14.857
749,0.091857+0.1568i,-14.812
759,0.050101+0.17574i,-14.763
769,0.0046429+0.18379i,-14.711
780,0.067874+0.17218i,-14.653
790,0.022729+0.18483i,-14.599
801,0.085302+0.16704i,-14.537
812,0.13836+0.12871i,-14.472
823,0.17538+0.074181i,-14.405
834,0.19166+0.0098545i,-14.338
846,0.12035-0.15163i,-14.263
857,0.06192-0.18509i,-14.191
869,-0.11569-0.15939i,-14.113
881,-0.19877+0.0014546i,-14.033
893,-0.11552+0.16399i,-13.954
905,0.066719+0.1912i,-13.871
917,0.19617+0.057651i,-13.787
930,0.062054-0.19704i,-13.698
942,-0.12509-0.1669i,-13.615
955,-0.17116+0.12303i,-13.523
968,0.12076+0.17546i,-13.433
981,0.17978-0.11831i,-13.342
995,-0.19987-0.086294i,-13.243
1008,-0.091491+0.20005i,-13.152
1022,0.2199-0.033573i,-13.056
1036,-0.15036-0.16736i,-12.957
1050,-0.058267+0.21988i,-12.862
1064,0.2183-0.072467i,-12.765
1079,-0.23218-0.015992i,-12.663
1093,0.11492+0.20532i,-12.568
1108,-0.028539-0.23631i,-12.467
1123,-0.064173+0.23207i,-12.368
1139,0.014185-0.24329i,-12.263
1154,-0.10695+0.22205i,-12.165
1170,0.058773-0.24236i,-12.063
1186,-0.0068057+0.25222i,-11.961
1202,-0.04657-0.25093i,-11.862
1218,0.099054+0.23839i,-11.763
1235,-0.244-0.093191i,-11.661
1252,0.23833-0.11424i,-11.558
1269,-0.082112+0.25442i,-11.459
1286,-0.12948-0.23742i,-11.359
1304,0.25776-0.091684i,-11.258
1321,-0.11231+0.25273i,-11.164
1339,-0.2346-0.15244i,-11.064
1357,0.18956-0.20997i,-10.968
1376,0.27419+0.082038i,-10.867
1395,0.044006+0.28607i,-10.769
1414,-0.24221+0.16426i,-10.673
1433,-0.25502-0.15003i,-10.578
1452,0.026565-0.29785i,-10.486
1472,0.17446-0.24691i,-10.391
1492,0.27785-0.12727i,-10.297
1513,0.27043-0.14952i,-10.201
1533,0.3121+0.00675i,-10.112
1554,0.31505-0.016919i,-10.02
1575,0.31613-0.040982i,-9.9303
1597,0.22307-0.23239i,-9.8396
1618,0.2071-0.25092i,-9.753
1640,0.0043993-0.32862i,-9.6653
1663,-0.31666-0.099879i,-9.5763
1685,-0.31246+0.12152i,-9.4923
1708,0.026533+0.33751i,-9.4076
1731,0.33399+0.072607i,-9.3248
1755,-0.032839-0.34358i,-9.2399
1779,-0.32031+0.13714i,-9.1577
1803,0.2302+0.26582i,-9.078
1828,-0.019162-0.35445i,-8.9963
1853,-0.20399+0.29445i,-8.9172
1878,0.34469-0.10854i,-8.8408
1903,-0.3418-0.12673i,-8.7652
1929,0.33686+0.14767i,-8.6876
1955,-0.33056-0.16835i,-8.6135
1982,0.37315-0.027147i,-8.5394
2009,-0.30787+0.21807i,-8.4667
2036,0.15192-0.34878i,-8.3944
2064,0.25709+0.28456i,-8.3249
2092,-0.36828+0.11776i,-8.2537
2121,-0.18209-0.34459i,-8.1844
2150,0.30967-0.24176i,-8.1152
2179,0.29456+0.26439i,-8.0502
2208,-0.21+0.339i,-7.9854
2238,-0.39176+0.08915i,-7.9203
2269,-0.40452+0.013496i,-7.8564
2300,-0.40272-0.063715i,-7.7927
2331,-0.3861-0.1397i,-7.7317
2363,-0.41264+0.026572i,-7.6706
2395,-0.37014+0.19075i,-7.6097
2428,-0.034106+0.41785i,-7.5508
2461,0.33882+0.25158i,-7.4935
2494,0.39526-0.15553i,-7.4372
2528,-0.17422-0.39038i,-7.3814
2562,-0.38456+0.19272i,-7.3278
2597,0.38787+0.19201i,-7.2744
2633,-0.30904-0.3069i,-7.2194
2669,0.19728+0.39127i,-7.1667
2705,-0.06355-0.43606i,-7.1178
2742,0.18265+0.4039i,-7.0665
2779,-0.28871-0.3396i,-7.0185
2817,0.44822-0.0071043i,-6.9691
2855,-0.28098+0.35252i,-6.9204
2894,-0.32848-0.31221i,-6.8746
2933,0.34123-0.3017i,-6.8306
2973,0.4329+0.14899i,-6.786
3014,0.32543+0.32536i,-6.7415
3055,0.15079+0.43729i,-6.6968
3096,-0.056313+0.46136i,-6.655
3139,0.27482+0.37763i,-6.6128
3181,0.32915+0.33433i,-6.5735
3225,0.3996-0.25019i,-6.531
3268,0.12205-0.45739i,-6.4955
3313,-0.47201+0.058395i,-6.455
3358,0.23181+0.41766i,-6.4173
3404,0.037455-0.47823i,-6.3807
3450,-0.29649+0.37958i,-6.3453
3497,0.29108-0.38621i,-6.3099
3545,-0.012935+0.48541i,-6.2747
3593,-0.27233-0.4043i,-6.2411
3642,0.47486-0.1178i,-6.2093
3691,-0.052052+0.48843i,-6.1749
3741,-0.48764+0.071852i,-6.1447
3792,-0.41651-0.2668i,-6.1144
3844,-0.38479-0.31356i,-6.0839
3896,-0.34775-0.3565i,-6.0551
3949,-0.47584-0.1524i,-6.0266
4003,-0.35651+0.35272i,-5.9945
4058,0.39443+0.31204i,-5.9698
4113,0.26288-0.43076i,-5.9404
4169,-0.49839+0.088285i,-5.9144
4226,0.50642+0.035496i,-5.8886
4283,-0.48406-0.15783i,-5.8632
4341,0.51021-0.021336i,-5.8374
4400,-0.27628+0.43099i,-5.8156
4460,-0.42952-0.28135i,-5.7899
4521,-0.006225-0.51471i,-5.7681
4583,0.18397-0.48225i,-5.7445
4645,0.34924-0.38186i,-5.7221
4708,0.25543-0.45135i,-5.703
4772,-0.15978-0.49482i,-5.6803
4837,-0.51342+0.088847i,-5.6624
4903,0.30871+0.42124i,-5.6425
4970,-0.065092-0.5195i,-5.6207
5037,-0.19592+0.48675i,-5.6018
5106,-0.16215-0.50017i,-5.5837
5175,0.44611+0.28019i,-5.5671
5246,-0.12086+0.51398i,-5.5474
5317,-0.52635+0.052423i,-5.5317
5390,-0.52906+0.032864i,-5.5131
5463,-0.5308+0.013404i,-5.4985
5537,-0.44189+0.29627i,-5.4815
5613,0.37818+0.37524i,-5.4696
5689,0.29378-0.44572i,-5.4519
5767,-0.36474+0.39091i,-5.4386
5845,0.42561-0.32481i,-5.4265
5925,0.06287+0.53269i,-5.4104
6005,-0.4912-0.21777i,-5.3955
6087,-0.13414-0.5209i,-5.386
6170,0.025343-0.53829i,-5.3701
6254,-0.1365-0.52214i,-5.3572
6339,-0.49541-0.2154i,-5.3487
6425,-0.24698+0.48147i,-5.3341
6513,0.42581-0.33496i,-5.3237
6601,-0.52732+0.12664i,-5.3151
6691,0.28899-0.45965i,-5.3048
6782,0.39538+0.3732i,-5.2929
6874,-0.18619+0.51146i,-5.2833
6968,-0.16563+0.51898i,-5.2757
7063,0.17868+0.51556i,-5.2617
7159,0.54627-0.0039792i,-5.2517
7256,-0.15266-0.52478i,-5.2477
7355,0.1045+0.53697i,-5.2396
7455,-0.35421-0.41788i,-5.2275
7557,0.36284-0.41114i,-5.2188
7659,0.45953+0.2999i,-5.2128
7764,0.53823+0.10822i,-5.2085
7869,0.54067-0.098998i,-5.1982
7977,-0.39349-0.38453i,-5.19
8085,-0.087123+0.54342i,-5.1871
8195,-0.049358-0.54877i,-5.1771
8307,0.55112+0.015575i,-5.1716
8420,0.24291+0.49508i,-5.1698
8534,-0.015744+0.55153i,-5.1651
8650,0.35201+0.42554i,-5.157
8768,0.27822-0.47751i,-5.151
8887,-0.50329+0.22929i,-5.1446
9008,0.2917-0.47019i,-5.1404
9131,0.52277+0.1813i,-5.1406
9255,0.26072+0.48869i,-5.1315
9381,0.44978+0.32342i,-5.1299
9509,0.28164-0.47719i,-5.1283
9638,-0.5476+0.0876i,-5.1209
9770,0.25849-0.4908i,-5.1187
9903,0.47981+0.27809i,-5.1208
10037,0.01949+0.55444i,-5.1176
10174,0.41052+0.3739i,-5.1099
10312,0.4387-0.34038i,-5.11
10453,-0.41669+0.36704i,-5.1096
10595,0.10146-0.54623i,-5.1051
10739,0.55216-0.063948i,-5.1008
10885,0.55498-0.026215i,-5.1047
11033,0.21047-0.51421i,-5.1044
11184,-0.30795+0.46254i,-5.1036
11336,0.10254-0.54662i,-5.0961
11490,0.54955+0.08297i,-5.102
11647,0.55198-0.067264i,-5.0975
11805,0.30298-0.46643i,-5.0954
11966,-0.47875+0.28211i,-5.1035
12129,0.16212-0.53154i,-5.1029
12294,0.55388-0.043734i,-5.1047
12461,0.554-0.048465i,-5.0967
12631,-0.18083-0.52582i,-5.0978
12802,-0.21309+0.51354i,-5.0985
12977,-0.53402-0.15386i,-5.1025
13153,-0.23353-0.50384i,-5.109
13332,-0.54559-0.10308i,-5.1104
13514,0.46698+0.3008i,-5.1067
13698,-0.53813+0.13533i,-5.116
13884,-0.35698-0.42507i,-5.1129
14073,-0.54555-0.10252i,-5.1126
14265,0.37246+0.41054i,-5.1248
14459,-0.53351-0.15215i,-5.1176
14656,-0.27269-0.48246i,-5.1268
14855,-0.44695-0.32702i,-5.1328
15057,0.015434+0.55317i,-5.1395
15262,-0.44116-0.33421i,-5.1383
15470,-0.25727-0.48969i,-5.143
15680,-0.52385-0.17592i,-5.1517
15894,0.52874+0.15977i,-5.1557
16110,-0.32499+0.44625i,-5.1604
16329,-0.36811+0.41171i,-5.1569
16552,0.55157-0.0043026i,-5.1677
16777,-0.51209+0.20292i,-5.1797
17005,-0.45835-0.30523i,-5.182
17237,-0.3613+0.41555i,-5.1824
17471,0.5149-0.19408i,-5.1886
17709,0.35544+0.4191i,-5.2002
17950,0.52641+0.15674i,-5.2045
18194,-0.27396-0.47538i,-5.2138
18442,0.45151-0.31093i,-5.221
18693,0.33255-0.43509i,-5.2303
18947,-0.5439-0.055503i,-5.2446
19205,0.15276-0.52486i,-5.246
19467,-0.19834-0.5088i,-5.2547
19731,-0.43133+0.33384i,-5.2652
20000,-0.39647-0.37374i,-5.2744
