Frequency (Hz), H(j), Amplitude Response (dB)
142,-0.053469-0.11973i,-17.646
144,-0.13107+0.0033608i,-17.647
146,-0.047277+0.12227i,-17.648
148,0.094768+0.090597i,-17.648
150,0.12006-0.052692i,-17.647
152,-0.0025891-0.13108i,-17.648
154,-0.12201-0.047918i,-17.649
156,-0.091062+0.09426i,-17.65
158,0.052094+0.12027i,-17.65
160,0.131-0.0019803i,-17.654
163,-0.027283-0.1281i,-17.656
165,-0.12875-0.023952i,-17.657
167,-0.071498+0.10971i,-17.658
169,0.07389+0.10807i,-17.66
172,0.091663-0.093365i,-17.665
174,-0.051045-0.12043i,-17.668
176,-0.13076+0.00096098i,-17.671
179,0.026251+0.12805i,-17.673
181,0.12832+0.024836i,-17.675
184,-0.00046758-0.13061i,-17.68
186,-0.12081-0.04967i,-17.68
189,-0.025318+0.12813i,-17.681
191,0.10864+0.072509i,-17.68
194,0.050049-0.12065i,-17.68
196,-0.092235-0.092496i,-17.68
199,-0.072872+0.10849i,-17.675
202,0.1206+0.050412i,-17.674
205,0.025982-0.12816i,-17.67
207,-0.10847-0.073127i,-17.667
210,-0.050612+0.12067i,-17.664
213,0.12826+0.026196i,-17.661
216,0.00067455-0.13095i,-17.658
219,-0.1286+0.024868i,-17.656
222,0.049468+0.12128i,-17.656
225,0.10935-0.072182i,-17.653
228,-0.092121-0.093201i,-17.652
231,-0.073512+0.10852i,-17.65
234,0.12084+0.050971i,-17.645
237,0.0265-0.12851i,-17.641
241,-0.10978+0.072154i,-17.63
244,0.09223+0.093699i,-17.623
247,0.074011-0.10888i,-17.612
251,-0.12952+0.024735i,-17.598
254,0.049591+0.1223i,-17.59
257,0.11036-0.07265i,-17.58
261,-0.12959-0.026631i,-17.569
264,-0.00079011+0.13242i,-17.561
268,0.094317-0.093258i,-17.547
272,-0.1328-0.00073392i,-17.536
275,0.025236+0.13052i,-17.527
279,0.074607-0.11039i,-17.508
283,-0.13109+0.025387i,-17.489
287,0.11094+0.074916i,-17.467
291,-0.025617-0.13175i,-17.444
295,-0.075146+0.11162i,-17.422
299,0.13236-0.025964i,-17.401
303,-0.11223-0.07534i,-17.382
307,0.026241+0.13296i,-17.36
311,0.075649-0.1129i,-17.335
315,-0.13374+0.02646i,-17.308
320,0.13692+9.2146e-05i,-17.27
324,-0.097168-0.097166i,-17.239
328,8.176e-05+0.1379i,-17.209
333,0.026804-0.13586i,-17.173
337,-0.11535+0.07739i,-17.146
342,0.12883-0.053644i,-17.105
347,-0.13752+0.027654i,-17.061
351,0.11731+0.077997i,-17.024
356,-0.10045-0.099869i,-16.976
361,0.079522+0.11812i,-16.93
366,-0.055246-0.13201i,-16.887
371,0.028541+0.14104i,-16.839
376,-0.00045836-0.14479i,-16.785
381,-0.027991+0.14298i,-16.731
386,0.055682-0.13563i,-16.676
391,-0.081562+0.12284i,-16.627
397,0.028696-0.14573i,-16.564
402,-0.057104+0.13821i,-16.505
408,-4.9808e-05-0.15081i,-16.431
413,-0.029639+0.14892i,-16.372
419,-0.029673-0.15015i,-16.303
424,-0.00046123+0.15413i,-16.242
430,-0.05887-0.14396i,-16.164
436,0.11029+0.11159i,-16.088
442,-0.14571-0.061684i,-16.014
448,0.15963+0.0016368i,-15.937
454,-0.14964+0.059813i,-15.855
460,0.11669-0.11331i,-15.775
467,0.029138+0.16171i,-15.686
473,-0.089202-0.13989i,-15.602
479,0.13699+0.096383i,-15.52
486,-0.15818+0.060377i,-15.426
493,0.038882-0.16678i,-15.327
499,0.027577+0.1707i,-15.243
506,-0.15864-0.073436i,-15.149
513,0.15142-0.09135i,-15.048
520,-0.0091203+0.17868i,-14.947
527,-0.14447-0.10885i,-14.852
534,0.17311-0.059278i,-14.752
541,-0.048403+0.17864i,-14.653
549,-0.18061-0.050384i,-14.54
556,0.14468-0.1227i,-14.439
564,0.12309+0.14746i,-14.33
571,-0.19339+0.019215i,-14.229
579,-0.017909-0.19606i,-14.116
587,0.19879-0.016389i,-14.003
595,0.014882+0.20148i,-13.892
603,-0.20421+0.01315i,-13.78
611,-0.011438-0.20695i,-13.669
620,0.16949-0.12438i,-13.546
628,0.12426+0.17282i,-13.438
637,-0.078086+0.20129i,-13.315
645,-0.20295-0.081125i,-13.208
654,-0.043305-0.21737i,-13.087
663,0.16075-0.15699i,-12.968
672,0.2223+0.049852i,-12.848
681,0.080362+0.21641i,-12.733
691,-0.012059+0.23395i,-12.606
700,-0.20558+0.11882i,-12.489
709,-0.21431-0.10916i,-12.377
719,-0.15568-0.18792i,-12.251
729,-0.069319-0.2377i,-12.125
739,0.031241-0.24907i,-12.006
749,0.12938-0.2191i,-11.888
759,0.20867-0.1517i,-11.768
769,0.25526-0.05692i,-11.649
780,0.24471-0.10273i,-11.522
790,0.2688+0.0032452i,-11.411
801,0.26893-0.044999i,-11.287
812,0.26042-0.093065i,-11.165
823,0.24328-0.13946i,-11.044
834,0.21783-0.18261i,-10.926
846,0.031353-0.28669i,-10.8
857,-0.01977-0.29156i,-10.685
869,-0.21904-0.19971i,-10.562
881,-0.3005+0.0073414i,-10.44
893,-0.21488+0.21599i,-10.323
905,-0.0060823+0.30876i,-10.206
917,0.21183+0.23038i,-10.09
930,0.275-0.15853i,-9.9673
942,0.090438-0.30849i,-9.857
955,-0.28509-0.15798i,-9.7373
968,-0.21954+0.24681i,-9.6213
981,0.19518+0.27183i,-9.5084
995,0.18669-0.28338i,-9.3871
1008,-0.23853-0.24743i,-9.2769
1022,-0.14778+0.3153i,-9.163
1036,0.35199+0.025648i,-9.0464
1050,-0.10311-0.34224i,-8.9361
1064,-0.28648+0.22135i,-8.8252
1079,0.36654-0.014402i,-8.711
1093,-0.1461-0.34139i,-8.6047
1108,-0.080063+0.36744i,-8.4948
1123,0.28182-0.25611i,-8.386
1139,-0.29369+0.25019i,-8.2726
1154,0.38902-0.03384i,-8.1678
1170,-0.39482+0.021579i,-8.059
1186,0.40021-0.0090476i,-7.9521
1202,-0.40503-0.0039073i,-7.8498
1218,0.40957+0.01709i,-7.7458
1235,-0.36151+0.2036i,-7.6411
1252,0.20256-0.36791i,-7.5354
1269,0.021801+0.42436i,-7.4339
1286,-0.24486-0.35336i,-7.3325
1304,0.42821-0.076492i,-7.2304
1321,-0.3273+0.29367i,-7.1362
1339,-0.13226-0.42474i,-7.0356
1357,0.44615+0.057094i,-6.9398
1376,0.013789+0.45484i,-6.8388
1395,-0.45205+0.085926i,-6.7422
1414,-0.15759-0.43771i,-6.647
1433,0.41201-0.22677i,-6.5526
1452,0.29161+0.37523i,-6.4621
1472,-0.079195+0.47377i,-6.3689
1492,-0.40636+0.26565i,-6.2765
1513,-0.4627+0.16353i,-6.1828
1533,-0.43812-0.23182i,-6.0961
1554,-0.37456-0.33246i,-6.0063
1575,-0.28804-0.4159i,-5.9186
1597,-0.41675-0.29585i,-5.8302
1618,-0.33807-0.38994i,-5.7456
1640,-0.45515-0.25393i,-5.66
1663,-0.47934+0.21752i,-5.574
1685,-0.3801+0.37132i,-5.4921
1708,0.073642+0.53132i,-5.4102
1731,0.47559+0.25871i,-5.3296
1755,0.28433-0.46678i,-5.2473
1779,-0.45654-0.30959i,-5.1674
1803,-0.33448+0.44484i,-5.0898
1828,0.5585+0.059715i,-5.0102
1853,-0.23713-0.51466i,-4.9336
1878,-0.32307+0.47145i,-4.8594
1903,0.57525+0.036073i,-4.7858
1929,-0.50797-0.28285i,-4.7104
1955,0.33952+0.47798i,-4.6378
1982,-0.40693-0.4288i,-4.566
2009,0.46719+0.37006i,-4.4951
2036,-0.51901-0.30273i,-4.4248
2064,0.59336-0.12078i,-4.3574
2092,-0.36506+0.48923i,-4.2874
2121,-0.38443-0.48027i,-4.2199
2150,0.56605-0.25304i,-4.1517
2179,0.10293+0.616i,-4.0888
2208,-0.62668-0.055744i,-4.0248
2238,-0.15285-0.61509i,-3.961
2269,0.25301-0.58608i,-3.8987
2300,0.56043-0.31518i,-3.8362
2331,0.64124+0.089476i,-3.7758
2363,0.63862+0.13118i,-3.7156
2395,0.6333+0.17289i,-3.6556
2428,0.63919-0.16787i,-3.5977
2461,0.47276-0.46794i,-3.5412
2494,0.17667-0.64573i,-3.4855
2528,-0.50337-0.44783i,-3.4301
2562,-0.62854+0.25379i,-3.3774
2597,0.33336+0.59494i,-3.3247
2633,0.23275-0.64558i,-3.2703
2669,-0.64408+0.24879i,-3.2172
2705,0.61323+0.3255i,-3.1694
2742,-0.50761-0.47969i,-3.1179
2779,0.36371+0.60067i,-3.0708
2817,-0.53646-0.45927i,-3.0214
2855,0.65694+0.26996i,-2.9719
2894,-0.62125+0.35179i,-2.9268
2933,0.10732-0.70945i,-2.8833
2973,0.7026+0.16309i,-2.838
3014,0.20082+0.69659i,-2.7937
3055,-0.51295+0.51761i,-2.7487
3096,-0.70541-0.19651i,-2.7066
3139,-0.72662-0.1163i,-2.664
3181,-0.59594-0.43734i,-2.6248
3225,-0.74121+0.049753i,-2.5816
3268,-0.73385+0.13365i,-2.5462
3313,-0.077244+0.74547i,-2.505
3358,0.69711+0.284i,-2.467
3404,0.062569-0.75335i,-2.4303
3450,-0.74058+0.16645i,-2.3945
3497,0.68353+0.33725i,-2.3586
3545,-0.65225-0.40047i,-2.3225
3593,0.61512+0.46052i,-2.2882
3642,-0.76279-0.11354i,-2.2567
3691,0.72809-0.26367i,-2.2211
3741,-0.10928+0.76936i,-2.1907
3792,-0.77915-0.032822i,-2.1599
3844,-0.46993-0.62585i,-2.1288
3896,0.1871-0.76267i,-2.0995
3949,0.40381-0.67658i,-2.0703
4003,0.19435-0.76671i,-2.0369
4058,-0.46674-0.64136i,-2.0122
4113,-0.79432-0.051307i,-1.982
4169,-0.13585+0.7868i,-1.9551
4226,0.76269-0.24432i,-1.9287
4283,-0.57126-0.56473i,-1.9027
4341,0.22956+0.77236i,-1.8759
4400,-0.295-0.75199i,-1.8541
4460,0.70125+0.40603i,-1.8269
4521,-0.60304+0.54432i,-1.805
4583,-0.6899-0.43319i,-1.7809
4645,0.22936-0.78399i,-1.7572
4708,0.68531-0.44789i,-1.7376
4772,0.73624-0.3631i,-1.7141
4837,0.49491-0.65707i,-1.6962
4903,-0.32776-0.75664i,-1.6753
4970,-0.73355+0.38139i,-1.6523
5037,0.43361+0.70613i,-1.6327
5106,-0.18518-0.80952i,-1.6139
5175,-0.083481+0.82784i,-1.5972
5246,-0.5677-0.61101i,-1.5762
5317,0.8353-0.022983i,-1.5599
5390,0.3867+0.74282i,-1.5409
5463,-0.49958+0.67395i,-1.5256
5537,-0.77346+0.3293i,-1.5077
5613,-0.42134+0.72876i,-1.4959
5689,0.10093+0.83757i,-1.477
5767,0.78844-0.30377i,-1.4636
5845,-0.48847-0.69094i,-1.4508
5925,0.38191+0.75696i,-1.4336
6005,-0.26613-0.80661i,-1.418
6087,0.82867+0.19063i,-1.4085
6170,-0.15531+0.83772i,-1.3912
6254,-0.76963+0.36847i,-1.3781
6339,-0.85046+0.0793i,-1.3693
6425,-0.81045+0.27453i,-1.3537
6513,0.14011+0.84522i,-1.3428
6601,0.85759-0.0010955i,-1.3344
6691,-0.72874-0.45412i,-1.3236
6782,0.74229+0.43405i,-1.3113
6874,-0.85767+0.074974i,-1.3006
6968,-0.26-0.82153i,-1.2929
7063,0.38117-0.77452i,-1.2774
7159,0.51207-0.69626i,-1.2668
7256,0.19163-0.84315i,-1.2632
7355,-0.84665-0.17971i,-1.2546
7455,0.33127+0.80104i,-1.2413
7557,-0.48826-0.71738i,-1.2319
7659,0.62498+0.6029i,-1.2258
7764,-0.31509+0.80964i,-1.2217
7869,-0.86962+0.021503i,-1.2107
7977,-0.71246+0.50081i,-1.2009
8085,-0.31593+0.81177i,-1.1988
8195,0.85811+0.15613i,-1.1877
8307,-0.80891-0.3278i,-1.1817
8420,0.87293+0.0021164i,-1.1804
8534,-0.4959+0.71899i,-1.1755
8650,-0.87396-0.026523i,-1.1662
8768,-0.86572+0.12711i,-1.1599
8887,-0.53728+0.6915i,-1.153
9008,0.83888+0.25286i,-1.1484
9131,-0.83131-0.27649i,-1.1491
9255,0.85239-0.207i,-1.1384
9381,0.3428+0.80758i,-1.1368
9509,0.14663+0.86514i,-1.1353
9638,0.4372+0.76175i,-1.1272
9770,0.42534-0.76872i,-1.1247
9903,-0.71108+0.51552i,-1.1272
10037,0.62767-0.61483i,-1.1239
10174,0.78981+0.38707i,-1.1148
10312,0.39934+0.78364i,-1.115
10453,0.87939-0.015231i,-1.115
10595,-0.13274-0.87i,-1.1097
10739,-0.096704+0.87527i,-1.1044
10885,-0.63297-0.61152i,-1.1092
11033,0.22016-0.85215i,-1.109
11184,-0.38696-0.79068i,-1.1074
11336,-0.86725+0.15614i,-1.0986
11490,0.77492+0.41806i,-1.1055
11647,-0.72994+0.49336i,-1.1002
11805,-0.56791-0.67396i,-1.0972
11966,-0.7393-0.478i,-1.1067
12129,-0.54894+0.68834i,-1.1061
12294,0.81037-0.34376i,-1.1077
12461,-0.41565+0.77706i,-1.0981
12631,-0.8188+0.32561i,-1.0988
12802,-0.8504+0.2306i,-1.0994
12977,0.70561+0.52697i,-1.1037
13153,-0.50402-0.7213i,-1.1108
13332,0.77971-0.40759i,-1.1122
13514,0.75315-0.45583i,-1.1069
13698,-0.18381-0.85984i,-1.1176
13884,-0.43641+0.76382i,-1.1133
14073,-0.43088-0.76712i,-1.1119
14265,-0.14324-0.86679i,-1.1247
14459,-0.73518-0.48206i,-1.1189
14656,0.37264+0.79532i,-1.1273
14855,-0.76541-0.42953i,-1.1331
15057,-0.25939-0.8377i,-1.1406
15262,-0.84579-0.2325i,-1.1384
15470,0.70144+0.52593i,-1.1429
15680,-0.86552+0.13376i,-1.152
15894,-0.86445+0.13812i,-1.1557
16110,-0.20162+0.85132i,-1.1611
16329,0.36643-0.79508i,-1.1554
16552,0.86486-0.1281i,-1.1668
16777,0.82632-0.28145i,-1.1804
17005,-0.56358-0.66649i,-1.1814
17237,0.83845-0.24286i,-1.1806
17471,0.75083+0.44398i,-1.1869
17709,0.47113-0.73254i,-1.2
17950,-0.35375+0.79557i,-1.2029
18194,-0.8672-0.065766i,-1.2127
18442,-0.43474+0.75242i,-1.2198
18693,0.61145-0.61606i,-1.2297
18947,0.57321+0.64983i,-1.2445
19205,0.85866+0.11648i,-1.2443
19467,-0.84561-0.18512i,-1.2533
19731,0.55301-0.66459i,-1.2638
20000,-0.16631-0.84747i,-1.2733
