Frequency (Hz), H(j), Amplitude Response (dB)
1218,0.13954+0.12126i,-14.663
1235,-0.18482+0.0059611i,-14.661
1252,0.13157-0.13009i,-14.656
1269,-0.0080706+0.18501i,-14.648
1286,-0.11996-0.14136i,-14.638
1304,0.16481-0.085445i,-14.626
1321,-0.063028+0.17493i,-14.613
1339,-0.15669-0.10082i,-14.595
1357,0.13364-0.13039i,-14.577
1376,0.17048+0.077317i,-14.554
1395,-0.010152+0.18743i,-14.531
1414,-0.17885+0.058756i,-14.505
1433,-0.12001-0.14583i,-14.477
1452,0.092719-0.16526i,-14.448
1472,0.17061-0.084002i,-14.417
1492,0.18892+0.02751i,-14.383
1513,0.1896+0.028426i,-14.347
1533,0.14061+0.13145i,-14.312
1554,0.14061+0.13271i,-14.273
1575,0.14057+0.13403i,-14.234
1597,0.19237+0.03281i,-14.193
1618,0.1931+0.034047i,-14.151
1640,0.18016-0.079906i,-14.107
1663,-0.0072712-0.19798i,-14.062
1685,-0.11703-0.16111i,-14.017
1708,-0.19413+0.048903i,-13.971
1731,-0.027079+0.19944i,-13.924
1755,0.20174-0.016426i,-13.875
1779,-0.059563-0.19464i,-13.827
1803,-0.1784+0.10039i,-13.777
1828,0.19976+0.049924i,-13.727
1853,-0.11142-0.17457i,-13.677
1878,-0.03931+0.20455i,-13.627
1903,0.17021-0.12216i,-13.576
1929,-0.1887+0.093926i,-13.523
1955,0.20247-0.06293i,-13.472
1982,-0.15775+0.14352i,-13.421
2009,0.082769-0.19795i,-13.369
2036,0.0087298+0.21568i,-13.317
2064,-0.19094-0.10335i,-13.266
2092,0.1876-0.1119i,-13.213
2121,0.12385+0.18153i,-13.161
2150,-0.17473+0.13548i,-13.108
2179,-0.14661-0.16721i,-13.058
2208,0.15894-0.15738i,-13.008
2238,0.22302+0.029735i,-12.957
2269,0.20401+0.097951i,-12.906
2300,0.16456+0.15727i,-12.856
2331,0.10829+0.2017i,-12.806
2363,0.16109+0.16451i,-12.756
2395,0.20169+0.1138i,-12.706
2428,0.21747-0.08337i,-12.657
2461,0.074753-0.22191i,-12.61
2494,-0.124-0.20015i,-12.562
2528,-0.21199+0.10537i,-12.515
2562,0.085544+0.22206i,-12.47
2597,0.15393-0.18313i,-12.424
2633,-0.22128+0.094266i,-12.377
2669,0.24127+0.01596i,-12.331
2705,-0.20897-0.12398i,-12.289
2742,0.22431+0.096638i,-12.244
2779,-0.23597-0.067436i,-12.202
2817,0.2223-0.10683i,-12.159
2855,-0.095745+0.22864i,-12.115
2894,-0.1992-0.14946i,-12.075
2933,0.19449-0.15731i,-12.036
2973,0.21559+0.12915i,-11.996
3014,0.10031+0.23169i,-11.956
3055,-0.053784+0.24787i,-11.916
3096,-0.18904+0.17078i,-11.877
3139,-0.066452+0.24707i,-11.84
3181,-0.072846+0.24637i,-11.804
3225,0.19947+0.16373i,-11.766
3268,0.25734+0.029525i,-11.733
3313,-0.021732-0.25922i,-11.696
3358,-0.25091+0.072482i,-11.662
3404,0.23084+0.12429i,-11.628
3450,-0.078157-0.25127i,-11.596
3497,0.032724+0.26212i,-11.563
3545,-0.13735-0.22679i,-11.531
3593,0.21873+0.15153i,-11.499
3642,-0.24463+0.10695i,-11.47
3691,0.037542-0.26534i,-11.438
3741,0.2676+0.02566i,-11.41
3792,0.14037+0.2303i,-11.382
3844,0.058355+0.26423i,-11.353
3896,-0.030562+0.26971i,-11.327
3949,0.04195+0.26901i,-11.3
4003,0.23283+0.14295i,-11.27
4058,0.16753-0.21674i,-11.247
4113,-0.19811-0.19043i,-11.22
4169,-0.074969+0.2652i,-11.195
4226,0.19001-0.20066i,-11.171
4283,-0.26215+0.08978i,-11.147
4341,0.25079-0.11967i,-11.123
4400,-0.11167+0.25517i,-11.102
4460,-0.21848-0.17401i,-11.078
4521,0.092031-0.26441i,-11.058
4583,0.23157-0.15863i,-11.035
4645,0.28122+0.0096977i,-11.014
4708,0.28124+0.020175i,-10.996
4772,0.24959-0.13266i,-10.975
4837,-0.02153-0.28238i,-10.958
4903,-0.27418+0.073366i,-10.939
4970,0.24601+0.14291i,-10.918
5037,-0.072539-0.2757i,-10.9
5106,0.17626+0.22478i,-10.883
5175,-0.25144-0.13662i,-10.868
5246,0.12854-0.25637i,-10.849
5317,0.26095+0.12014i,-10.834
5390,0.20584+0.20121i,-10.817
5463,0.12659+0.25903i,-10.803
5537,0.18834+0.21899i,-10.787
5613,0.24018-0.16111i,-10.776
5689,-0.13162-0.25816i,-10.759
5767,-0.0066949+0.29012i,-10.746
5845,0.14384-0.2525i,-10.734
5925,0.053135+0.2862i,-10.719
6005,-0.22556-0.18475i,-10.705
6087,0.10294-0.27312i,-10.696
6170,0.24717-0.15618i,-10.681
6254,0.2549-0.14404i,-10.669
6339,0.14248-0.25608i,-10.661
6425,-0.17501-0.23563i,-10.647
6513,-0.046909+0.29008i,-10.637
6601,0.24097-0.16867i,-10.629
6691,-0.1573+0.24892i,-10.62
6782,-0.12301-0.26795i,-10.608
6874,0.26552-0.12891i,-10.599
6968,0.29398-0.028884i,-10.592
7063,0.27872-0.099228i,-10.578
7159,0.11178-0.27427i,-10.569
7256,-0.2574-0.14675i,-10.565
7355,0.1541+0.25339i,-10.558
7455,-0.17679-0.2386i,-10.546
7557,0.27877-0.10314i,-10.538
7659,0.021132+0.29668i,-10.532
7764,0.00303+0.29755i,-10.528
7869,-0.015188+0.29751i,-10.519
7977,0.29632-0.033148i,-10.511
8085,-0.080416-0.28721i,-10.508
8195,0.01785+0.29804i,-10.499
8307,-0.25802-0.15063i,-10.493
8420,0.14809-0.25954i,-10.492
8534,0.29779-0.026536i,-10.488
8650,0.2839-0.094524i,-10.48
8768,-0.053009-0.29469i,-10.474
8887,-0.24154+0.17729i,-10.468
9008,0.22674-0.19607i,-10.464
9131,0.12162+0.27399i,-10.464
9255,-0.22543+0.19802i,-10.456
9381,-0.23914+0.18129i,-10.455
9509,0.059955+0.29409i,-10.453
9638,0.28206-0.10326i,-10.447
9770,-0.22513+0.19896i,-10.445
9903,-0.037253-0.29806i,-10.447
10037,0.29827-0.036476i,-10.443
10174,0.28322-0.10108i,-10.437
10312,0.11968-0.27587i,-10.437
10453,-0.24278+0.17747i,-10.437
10595,0.23023-0.19368i,-10.433
10739,0.11528+0.27804i,-10.429
10885,-0.085654+0.28842i,-10.432
11033,0.066926+0.29334i,-10.432
11184,0.17222-0.24673i,-10.432
11336,-0.2255+0.19957i,-10.425
11490,-0.033822-0.29903i,-10.43
11647,0.082127-0.28965i,-10.427
11805,0.020212-0.30045i,-10.425
11966,-0.2811+0.10725i,-10.433
12129,0.27455-0.12307i,-10.432
12294,0.030789+0.29923i,-10.434
12461,-0.16779+0.24995i,-10.427
12631,0.14661+0.26289i,-10.428
12802,0.24215-0.17875i,-10.429
12977,0.0038323+0.30081i,-10.433
13153,-0.30059-0.003867i,-10.44
13332,-0.29547+0.055108i,-10.441
13514,0.17084+0.24742i,-10.438
13698,-0.18157-0.23929i,-10.447
13884,0.28529-0.094232i,-10.445
14073,0.2938-0.062816i,-10.445
14265,-0.096172-0.28428i,-10.455
14459,0.019812+0.29974i,-10.446
14656,-0.29975+0.0088247i,-10.461
14855,-0.27803-0.11199i,-10.465
15057,-0.16238+0.25167i,-10.472
15262,0.15418-0.25681i,-10.471
15470,0.28741+0.083782i,-10.476
15680,0.27501+0.11753i,-10.484
15894,-0.087547-0.28582i,-10.489
16110,0.17441+0.24257i,-10.493
16329,-0.11584+0.27551i,-10.49
16552,0.24655+0.16827i,-10.501
16777,-0.11467-0.27516i,-10.513
17005,0.29773-0.012402i,-10.516
17237,0.2603-0.145i,-10.517
17471,-0.16809-0.24576i,-10.523
17709,0.29684+0.017388i,-10.535
17950,0.2616+0.14103i,-10.539
18194,0.19322-0.22538i,-10.549
18442,-0.029933+0.29511i,-10.556
18693,-0.22104+0.19732i,-10.565
18947,0.061953+0.28926i,-10.579
19205,-0.14556-0.25747i,-10.581
19467,-0.019802-0.2948i,-10.59
19731,-0.21459-0.20258i,-10.601
20000,0.29095+0.047404i,-10.61
