Frequency (Hz), H(j), Amplitude Response (dB)
780,0.41847-0.001206i,-7.5666
790,0.39549+0.12938i,-7.6158
801,0.41327+0.015951i,-7.6688
812,0.39941-0.097351i,-7.7209
823,0.35526-0.2019i,-7.7736
834,0.28453-0.28982i,-7.8263
846,-0.039513-0.40154i,-7.8835
857,-0.14729-0.37306i,-7.9353
869,-0.37822-0.12542i,-7.9919
881,-0.33661+0.20844i,-8.0479
893,-0.055566+0.38936i,-8.1054
905,0.26151+0.29045i,-8.1602
917,0.38807-0.014406i,-8.2158
930,0.023978-0.38489i,-8.2764
942,-0.27826-0.26348i,-8.3312
955,-0.28774+0.24913i,-8.3904
968,0.21796+0.30885i,-8.4499
981,0.32662-0.18509i,-8.5098
995,-0.31627-0.19726i,-8.5719
1008,-0.22594+0.29331i,-8.6302
1022,0.36292+0.058085i,-8.694
1036,-0.12148-0.34417i,-8.7547
1050,-0.24258+0.26913i,-8.8181
1064,0.34987+0.083922i,-8.879
1079,-0.27044-0.23316i,-8.9449
1093,-0.075036+0.34656i,-9.0054
1108,0.22381-0.27162i,-9.0705
1123,-0.32094+0.13797i,-9.1351
1139,0.29963-0.17426i,-9.203
1154,-0.34361+0.017648i,-9.2671
1170,0.33637-0.05853i,-9.3342
1186,-0.32429+0.098028i,-9.4015
1202,0.30769-0.13545i,-9.4685
1218,-0.28682+0.17045i,-9.5343
1235,0.10304-0.31449i,-9.605
1252,0.12833+0.30223i,-9.6735
1269,-0.29318-0.14198i,-9.7422
1286,0.31173-0.085399i,-9.81
1304,0.0037439+0.32049i,-9.883
1321,-0.21211-0.23694i,-9.9511
1339,0.28061-0.14416i,-10.021
1357,0.068047+0.30542i,-10.092
1376,-0.2628+0.16495i,-10.165
1395,-0.24136-0.19079i,-10.238
1414,0.098108-0.28889i,-10.311
1433,0.30255-0.0043105i,-10.383
1452,0.10454+0.28128i,-10.455
1472,-0.081232+0.28621i,-10.53
1492,-0.23268+0.18134i,-10.604
1513,-0.23684+0.17143i,-10.681
1533,-0.28991-0.0016531i,-10.755
1554,-0.28716-0.011774i,-10.83
1575,-0.28407-0.021667i,-10.906
1597,-0.2497+0.13172i,-10.985
1618,-0.25201+0.12187i,-11.059
1640,-0.14708+0.23526i,-11.136
1663,0.1552+0.2269i,-11.216
1685,0.25003+0.10838i,-11.292
1708,0.19765-0.184i,-11.371
1731,-0.088663-0.2525i,-11.45
1755,-0.22975+0.13234i,-11.531
1779,0.17074+0.19964i,-11.611
1803,0.1633-0.20267i,-11.691
1828,-0.25644+0.026678i,-11.774
1853,0.19775+0.16162i,-11.856
1878,-0.024465-0.25183i,-11.937
1903,-0.15995+0.19302i,-12.017
1929,0.19201-0.1575i,-12.099
1955,-0.21642+0.11695i,-12.182
1982,0.15134-0.19088i,-12.267
2009,-0.063223+0.23282i,-12.351
2036,-0.03338-0.23661i,-12.434
2064,0.21518+0.098322i,-12.52
2092,-0.19679+0.12717i,-12.604
2121,-0.13134-0.19118i,-12.692
2150,0.18552-0.1354i,-12.778
2179,0.1392+0.1798i,-12.865
2208,-0.17402+0.14293i,-12.949
2238,-0.21558-0.056873i,-13.035
2269,-0.18131-0.12577i,-13.125
2300,-0.12622-0.17827i,-13.214
2331,-0.057228-0.20852i,-13.302
2363,-0.10567-0.18611i,-13.391
2395,-0.14674-0.15282i,-13.479
2428,-0.20948+0.0083521i,-13.57
2461,-0.1313+0.16064i,-13.661
2494,0.03282+0.20272i,-13.75
2528,0.20311-0.0065946i,-13.841
2562,0.019186-0.20018i,-13.932
2597,-0.18526+0.072551i,-14.025
2633,0.19513+0.025876i,-14.118
2669,-0.15661-0.11576i,-14.21
2705,0.080165+0.17518i,-14.305
2742,-0.094928-0.16528i,-14.398
2779,0.10855+0.15417i,-14.491
2817,-0.17985-0.049409i,-14.586
2855,0.16843-0.075442i,-14.678
2894,0.024802+0.18083i,-14.774
2933,-0.17854-0.026688i,-14.869
2973,-0.029175-0.17614i,-14.965
3014,0.084259-0.15514i,-15.063
3055,0.16002-0.069922i,-15.158
3096,0.16736+0.042637i,-15.254
3139,0.16393-0.047706i,-15.354
3181,0.16483-0.036641i,-15.45
3225,0.036838-0.16285i,-15.547
3268,-0.050398-0.15719i,-15.647
3313,-0.1458+0.073346i,-15.745
3358,0.093986+0.13118i,-15.843
3404,0.031115-0.15646i,-15.944
3450,-0.13392+0.083305i,-16.043
3497,0.1472-0.051342i,-16.143
3545,-0.1167+0.10064i,-16.244
3593,0.07074-0.13491i,-16.344
3642,0.070843+0.13284i,-16.446
3691,-0.148-0.015996i,-16.544
3741,0.015932-0.14624i,-16.647
3792,0.12842-0.06814i,-16.75
3844,0.14279-0.01582i,-16.853
3896,0.13694+0.03748i,-16.955
3949,0.14014+0.0067077i,-17.059
4003,0.099699-0.096404i,-17.159
4058,-0.078633-0.11217i,-17.266
4113,-0.12167+0.059377i,-17.369
4169,0.10426+0.083822i,-17.472
4226,-0.046503-0.12372i,-17.577
4283,-0.022675+0.12862i,-17.681
4341,0.014361-0.12826i,-17.784
4400,0.06647+0.10878i,-17.891
4460,-0.12251+0.029281i,-17.995
4521,-0.06155-0.10813i,-18.102
4583,0.021191-0.12106i,-18.209
4645,0.092325-0.078865i,-18.314
4708,0.098072-0.069023i,-18.422
4772,0.052001-0.10646i,-18.527
4837,-0.07044-0.093431i,-18.636
4903,-0.082769+0.080644i,-18.744
4970,0.11384+0.0085365i,-18.85
5037,-0.068142-0.089849i,-18.956
5106,0.093432+0.060606i,-19.065
5175,-0.10712-0.024938i,-19.173
5246,0.02781-0.10501i,-19.281
5317,0.10283+0.030547i,-19.39
5390,0.081308+0.067919i,-19.499
5463,0.04719+0.093367i,-19.608
5537,0.063193+0.081742i,-19.716
5613,0.090866-0.046323i,-19.829
5689,-0.028299-0.096688i,-19.936
5767,-0.027381+0.095605i,-20.048
5845,0.07328-0.065349i,-20.159
5925,-0.020395+0.094791i,-20.268
6005,-0.038903-0.087499i,-20.377
6087,0.073959-0.058834i,-20.491
6170,0.093226+0.0044953i,-20.599
6254,0.090801+0.015732i,-20.71
6339,0.086835-0.027083i,-20.823
6425,0.017648-0.088071i,-20.932
6513,-0.077964+0.04222i,-21.045
6601,0.081242+0.032536i,-21.158
6691,-0.086228-0.0054962i,-21.269
6782,0.056289-0.064102i,-21.38
6874,0.059862+0.059226i,-21.493
6968,0.028827+0.077951i,-21.607
7063,0.040394+0.071437i,-21.717
7159,0.077441+0.023856i,-21.827
7256,0.039395-0.06958i,-21.943
7355,-0.070631+0.035193i,-22.057
7455,0.069606-0.03501i,-22.168
7557,0.0071284+0.076579i,-22.28
7659,-0.072943-0.020992i,-22.395
7764,-0.067968-0.031441i,-22.512
7869,-0.061591-0.040921i,-22.622
7977,-0.036179+0.063388i,-22.735
8085,0.064789+0.031449i,-22.851
8195,-0.051457-0.049068i,-22.962
8307,0.069625-0.0085938i,-23.079
8420,0.0023106+0.069183i,-23.195
8534,-0.058563+0.035177i,-23.31
8650,-0.052786+0.04197i,-23.422
8768,0.027443+0.060636i,-23.536
8887,0.0469-0.046003i,-23.649
9008,-0.047448+0.044168i,-23.765
9131,-0.021718-0.060137i,-23.885
9255,0.054108-0.032505i,-23.996
9381,0.058316-0.021854i,-24.113
9509,0.012279-0.060205i,-24.23
9638,-0.059828-0.0099146i,-24.344
9770,0.059576-0.0055601i,-24.461
9903,-0.034425+0.04793i,-24.581
10037,-0.042897-0.039395i,-24.695
10174,-0.046059-0.034404i,-24.808
10312,-0.056622+0.003182i,-24.927
10453,0.04626+0.031475i,-25.044
10595,-0.043841-0.033567i,-25.159
10739,0.048201-0.025406i,-25.274
10885,0.050935+0.017132i,-25.394
11033,0.052918-0.0031153i,-25.513
11184,-0.032229-0.041193i,-25.629
11336,0.014968+0.049415i,-25.742
11490,-0.045795-0.022249i,-25.863
11647,-0.028047-0.041688i,-25.978
11805,-0.030522-0.039071i,-26.094
11966,-0.028277+0.039866i,-26.218
12129,0.031149-0.0368i,-26.337
12294,0.018744+0.043707i,-26.456
12461,-0.019768+0.042589i,-26.567
12631,0.022877+0.040265i,-26.687
12802,0.04021-0.021667i,-26.806
12977,-0.012527+0.043278i,-26.925
13153,-0.039785-0.019769i,-27.047
13332,-0.040006-0.017885i,-27.166
13514,-0.006872+0.042693i,-27.282
13698,0.011613-0.041015i,-27.406
13884,0.030246+0.029241i,-27.521
14073,0.020948+0.035818i,-27.64
14265,0.036345-0.018753i,-27.766
14459,-0.040322+0.0019034i,-27.879
14656,0.0064197-0.039283i,-28.001
14855,0.026703-0.028767i,-28.123
15057,-0.017048-0.034743i,-28.246
15262,0.011626+0.036373i,-28.362
15470,-0.034895+0.01413i,-28.485
15680,-0.03699+0.0029979i,-28.61
15894,0.020515+0.030305i,-28.731
16110,-0.024139-0.02683i,-28.852
16329,0.016456-0.031594i,-28.965
16552,-0.022472-0.026953i,-29.096
16777,-0.0027345+0.034484i,-29.22
17005,-0.027539-0.020139i,-29.341
17237,-0.031415-0.012089i,-29.458
17471,-0.015326+0.029434i,-29.581
17709,-0.0072754-0.031893i,-29.706
17950,0.013217-0.029419i,-29.829
18194,-0.020999-0.023881i,-29.951
18442,0.028114+0.013867i,-30.076
18693,0.0046877+0.030565i,-30.195
18947,0.025339+0.01689i,-30.328
19205,-0.02623-0.014649i,-30.445
19467,-0.011108-0.027446i,-30.572
19731,-0.022885-0.018107i,-30.698
20000,0.027411+0.008748i,-30.82
