Frequency (Hz), H(j), Amplitude Response (dB)
191,0.31165-0.26181i,-7.8076
194,-0.32183-0.24831i,-7.8191
196,-0.34972+0.20647i,-7.8269
199,0.27601+0.29726i,-7.8372
202,0.23118-0.33265i,-7.849
205,-0.37383-0.15461i,-7.8607
207,-0.28203+0.28951i,-7.8687
210,0.34259+0.2134i,-7.8806
213,0.13508-0.37972i,-7.8933
216,-0.39925-0.050736i,-7.9055
219,0.035684+0.40023i,-7.9194
222,0.38273-0.12021i,-7.9335
225,-0.1989-0.34766i,-7.9472
228,-0.29662+0.26818i,-7.9614
231,0.32483+0.23209i,-7.9756
234,0.15704-0.36635i,-7.9895
237,-0.39083-0.074984i,-8.0032
241,0.23117+0.32291i,-8.0214
244,0.26558-0.2944i,-8.0353
247,-0.3439-0.19616i,-8.0482
251,0.11401+0.37822i,-8.0673
254,0.34448-0.19199i,-8.0819
257,-0.26085-0.29488i,-8.0967
261,-0.013825+0.39254i,-8.117
264,0.3857-0.070393i,-8.1326
268,-0.3274-0.21401i,-8.1532
272,0.089823+0.37969i,-8.1749
275,0.35101-0.16874i,-8.1906
279,-0.36988-0.11903i,-8.2109
283,0.18587+0.34016i,-8.2316
287,0.099136-0.3738i,-8.2521
291,-0.32839+0.20241i,-8.2736
295,0.37664+0.078965i,-8.2947
299,-0.21831-0.3157i,-8.3171
303,-0.058767+0.37824i,-8.3411
307,0.30218-0.23334i,-8.3637
311,-0.37884-0.038594i,-8.3862
315,0.24765+0.28798i,-8.4086
320,-0.19689-0.32338i,-8.4362
324,-0.079424+0.36919i,-8.4585
328,0.31081-0.2127i,-8.4818
333,-0.34003+0.15888i,-8.5119
337,0.35506+0.11836i,-8.5363
342,-0.32999-0.17383i,-8.5665
347,0.29639+0.22431i,-8.5961
351,-0.060629-0.36572i,-8.6192
356,0.00060803+0.36942i,-8.6496
361,0.059047-0.36332i,-8.681
366,-0.11671+0.34765i,-8.7134
371,0.1709-0.32298i,-8.7444
376,-0.22018+0.29004i,-8.7745
381,0.26325-0.24972i,-8.8055
386,-0.29906+0.20314i,-8.8372
391,0.32673-0.15152i,-8.8703
397,-0.23189+0.27347i,-8.909
402,0.27207-0.23155i,-8.9402
408,-0.14888+0.32303i,-8.9786
413,0.19831-0.29364i,-9.0118
419,-0.056303+0.34818i,-9.0519
424,0.11136-0.33327i,-9.0843
430,0.03891+0.34765i,-9.1232
436,-0.18069-0.29764i,-9.1637
442,0.28774+0.19316i,-9.2044
448,-0.34071-0.053983i,-9.2445
454,0.33029-0.093955i,-9.2841
460,-0.25885+0.22318i,-9.3251
467,-0.057827-0.33491i,-9.3737
473,0.19255+0.27821i,-9.4129
479,-0.29039-0.17045i,-9.4547
486,0.29388-0.16046i,-9.5035
493,-0.013436+0.33275i,-9.5505
499,-0.12741-0.30598i,-9.5918
506,0.32609+0.047747i,-9.6412
513,-0.20742+0.25376i,-9.6891
520,-0.11054-0.30664i,-9.7369
527,0.31803+0.062371i,-9.7867
534,-0.21573+0.2395i,-9.8339
541,-0.0942-0.30633i,-9.8839
549,0.29859-0.1107i,-9.9393
556,-0.057961+0.31132i,-9.9877
564,-0.31206-0.039893i,-10.045
571,0.19338-0.24598i,-10.092
579,0.255+0.17779i,-10.149
587,-0.16188+0.26311i,-10.203
595,-0.27022-0.14549i,-10.26
603,0.12889-0.27637i,-10.315
611,0.28155+0.11199i,-10.371
620,0.081816+0.28949i,-10.434
628,-0.28244+0.097826i,-10.49
637,-0.24775-0.16341i,-10.551
645,0.14775-0.2552i,-10.607
654,0.29036-0.037898i,-10.668
663,0.2054+0.20575i,-10.73
672,-0.037794+0.2862i,-10.792
681,-0.24825+0.14333i,-10.853
691,-0.27849+0.057707i,-10.921
700,-0.21397-0.18438i,-10.981
709,0.01567-0.28005i,-11.042
719,0.10187-0.25903i,-11.109
729,0.17654-0.21246i,-11.174
739,0.23243-0.14535i,-11.241
749,0.26423-0.064754i,-11.307
759,0.2692+0.021019i,-11.372
769,0.24728+0.10342i,-11.436
780,0.26403+0.031205i,-11.507
790,0.23925+0.11136i,-11.571
801,0.25858+0.040882i,-11.641
812,0.2578-0.031638i,-11.709
823,0.23723-0.10064i,-11.778
834,0.19877-0.16086i,-11.845
846,0.003677-0.25353i,-11.919
857,-0.065884-0.24285i,-11.985
869,-0.22691-0.10395i,-12.056
881,-0.22326+0.10699i,-12.126
893,-0.060163+0.23808i,-12.197
905,0.14338+0.19701i,-12.264
917,0.24127+0.015655i,-12.332
930,0.038659-0.23662i,-12.405
942,-0.15602-0.17967i,-12.47
955,-0.19237+0.13681i,-12.54
968,0.11665+0.20306i,-12.609
981,0.21168-0.095784i,-12.677
995,-0.18406-0.13869i,-12.748
1008,-0.15456+0.16859i,-12.814
1022,0.22031+0.054275i,-12.884
1036,-0.057711-0.21763i,-12.95
1050,-0.16194+0.15391i,-13.018
1064,0.2112+0.06764i,-13.082
1079,-0.15598-0.1552i,-13.15
1093,-0.060736+0.20986i,-13.212
1108,0.14853-0.15799i,-13.277
1123,-0.20268+0.072554i,-13.34
1139,0.19068-0.096374i,-13.406
1154,-0.21218-0.00091867i,-13.466
1170,0.20915-0.025237i,-13.528
1186,-0.20299+0.050692i,-13.588
1202,0.19379-0.075027i,-13.647
1218,-0.18176+0.097939i,-13.703
1235,0.071265-0.19229i,-13.762
1252,0.073074+0.19021i,-13.817
1269,-0.17941-0.093892i,-13.872
1286,0.19553-0.047812i,-13.924
1304,-0.0024425+0.20003i,-13.977
1321,-0.12963-0.15089i,-14.026
1339,0.17745-0.087447i,-14.074
1357,0.040251+0.19257i,-14.122
1376,-0.16672+0.10246i,-14.169
1395,-0.152-0.12161i,-14.214
1414,0.062695-0.18325i,-14.258
1433,0.19277-0.0029694i,-14.298
1452,0.067678+0.17958i,-14.338
1472,-0.050685+0.18422i,-14.377
1492,-0.14873+0.11867i,-14.413
1513,-0.15183+0.11336i,-14.449
1533,-0.18875+0.0023183i,-14.482
1554,-0.18804-0.0037385i,-14.513
1575,-0.18718-0.0097486i,-14.543
1597,-0.16279+0.091603i,-14.573
1618,-0.1652+0.086042i,-14.598
1640,-0.09329+0.1606i,-14.622
1663,0.10985+0.14913i,-14.646
1685,0.17217+0.067099i,-14.667
1708,0.12983-0.13087i,-14.687
1731,-0.068137-0.17089i,-14.705
1755,-0.15495+0.098511i,-14.722
1779,0.12534+0.13374i,-14.737
1803,0.10801-0.14773i,-14.751
1828,-0.18064+0.027677i,-14.763
1853,0.14687+0.10838i,-14.773
1878,-0.026755-0.18038i,-14.782
1903,-0.10893+0.14605i,-14.789
1929,0.13463-0.12259i,-14.795
1955,-0.1554+0.0947i,-14.799
1982,0.10546-0.14822i,-14.803
2009,-0.038541+0.17774i,-14.805
2036,-0.034585-0.17855i,-14.805
2064,0.16901+0.067139i,-14.805
2092,-0.14773+0.10615i,-14.803
2121,-0.11014-0.14486i,-14.8
2150,0.14192-0.11405i,-14.795
2179,0.11784+0.1389i,-14.791
2208,-0.13582+0.12158i,-14.785
2238,-0.17813-0.039415i,-14.778
2269,-0.15382-0.098384i,-14.77
2300,-0.11069-0.14547i,-14.761
2331,-0.053885-0.17487i,-14.752
2363,-0.094789-0.15679i,-14.741
2395,-0.13012-0.12932i,-14.729
2428,-0.18338+0.010818i,-14.718
2461,-0.11434+0.1441i,-14.706
2494,0.031196+0.18158i,-14.692
2528,0.18441-0.0068008i,-14.678
2562,0.017824-0.18396i,-14.665
2597,-0.17284+0.066307i,-14.651
2633,0.18352+0.026834i,-14.634
2669,-0.14718-0.1134i,-14.619
2705,0.072889+0.17124i,-14.605
2742,-0.087317-0.16477i,-14.588
2779,0.10112+0.15708i,-14.572
2817,-0.17781-0.058456i,-14.555
2855,0.17532-0.066687i,-14.537
2894,0.013134+0.18747i,-14.52
2933,-0.1836-0.041739i,-14.504
2973,-0.015003-0.18806i,-14.487
3014,0.10546-0.15689i,-14.469
3055,0.18056-0.057378i,-14.45
3096,0.1774+0.067587i,-14.432
3139,0.18786-0.029873i,-14.415
3181,0.18996-0.015685i,-14.397
3225,0.069153-0.17807i,-14.378
3268,-0.028726-0.18921i,-14.362
3313,-0.18356+0.055615i,-14.343
3358,0.08139+0.17411i,-14.325
3404,0.073855-0.17786i,-14.308
3450,-0.18153+0.06545i,-14.29
3497,0.19216-0.021516i,-14.273
3545,-0.17245+0.088342i,-14.255
3593,0.13026-0.14396i,-14.238
3642,0.042959+0.1897i,-14.221
3691,-0.18028-0.07408i,-14.203
3741,0.077144-0.17939i,-14.187
3792,0.19267-0.033935i,-14.171
3844,0.1913+0.042689i,-14.154
3896,0.16056+0.11307i,-14.138
3949,0.18032+0.078629i,-14.123
4003,0.18251-0.074544i,-14.104
4058,-0.041653-0.19301i,-14.091
4113,-0.19771+0.0073338i,-14.073
4169,0.087641+0.17774i,-14.059
4226,0.018843-0.19763i,-14.044
4283,-0.12008+0.15851i,-14.029
4341,0.1133-0.16387i,-14.013
4400,0.0069693+0.1994i,-14
4460,-0.19098-0.059i,-13.984
4521,0.0075638-0.20003i,-13.972
4583,0.1367-0.1467i,-13.957
4645,0.19965-0.021719i,-13.943
4708,0.20109+0.0014785i,-13.932
4772,0.1793-0.091784i,-13.918
4837,0.0041305-0.20165i,-13.906
4903,-0.2013+0.016632i,-13.894
4970,0.14254+0.14357i,-13.88
5037,0.018082-0.20177i,-13.868
5106,0.046656+0.19741i,-13.857
5175,-0.10681-0.17275i,-13.846
5246,0.17872-0.097091i,-13.833
5317,0.087058+0.18409i,-13.823
5390,0.0015727+0.20391i,-13.811
5463,-0.084393+0.18588i,-13.801
5537,-0.053234+0.19735i,-13.79
5613,0.18161+0.094198i,-13.783
5689,0.13096-0.15754i,-13.771
5767,-0.19682+0.057558i,-13.762
5845,0.19557+0.06231i,-13.754
5925,-0.19681+0.059163i,-13.743
6005,0.12916-0.16015i,-13.733
6087,0.18484+0.09072i,-13.727
6170,0.073182+0.19273i,-13.716
6254,0.042547+0.20193i,-13.707
6339,0.1248+0.16451i,-13.702
6425,0.20534-0.023931i,-13.692
6513,-0.14497-0.14761i,-13.685
6601,-0.027782+0.20517i,-13.679
6691,-0.030541-0.20494i,-13.672
6782,0.17746+0.10733i,-13.664
6874,-0.1238+0.1666i,-13.657
6968,-0.1862+0.091944i,-13.653
7063,-0.17366+0.11433i,-13.642
7159,-0.055198+0.20062i,-13.635
7256,0.18035+0.1039i,-13.633
7355,-0.0842-0.19049i,-13.628
7455,0.077478+0.19355i,-13.619
7557,-0.2085-0.0067213i,-13.613
7659,0.08986-0.18838i,-13.609
7764,0.12458-0.16756i,-13.606
7869,0.15475-0.14042i,-13.599
7977,-0.14434-0.15129i,-13.593
8085,-0.14777+0.14802i,-13.591
8195,0.18997-0.087861i,-13.584
8307,-0.061388+0.20021i,-13.58
8420,-0.19025-0.0876i,-13.579
8534,-0.0064613-0.20943i,-13.575
8650,-0.024166-0.20826i,-13.57
8768,-0.20645-0.037136i,-13.566
8887,0.026288+0.20822i,-13.561
9008,-0.010754-0.20966i,-13.558
9131,0.1933+0.081881i,-13.559
9255,-0.053169+0.20323i,-13.553
9381,-0.098636+0.18552i,-13.551
9509,0.095424+0.18723i,-13.55
9638,0.1887-0.092735i,-13.545
9770,-0.16596+0.12915i,-13.544
9903,0.022644-0.20905i,-13.545
10037,0.20206+0.058409i,-13.542
10174,0.20464+0.049075i,-13.537
10312,0.19325-0.083329i,-13.537
10453,-0.20087-0.062779i,-13.537
10595,0.19256+0.085089i,-13.534
10739,-0.16582+0.12984i,-13.531
10885,-0.20616-0.04264i,-13.534
11033,-0.20902+0.025236i,-13.534
11184,0.12978+0.16579i,-13.533
11336,-0.048662-0.20496i,-13.528
11490,0.17665+0.11461i,-13.532
11647,0.083133+0.19355i,-13.529
11805,0.084522+0.19296i,-13.528
11966,0.16905-0.12551i,-13.533
12129,-0.18607+0.098545i,-13.533
12294,0.0090035-0.21032i,-13.534
12461,0.17134-0.1225i,-13.53
12631,0.014237-0.21014i,-13.53
12802,-0.20793-0.033412i,-13.531
12977,0.17788-0.11262i,-13.533
13153,0.064935+0.20016i,-13.538
13332,0.058522+0.20211i,-13.539
13514,0.18776-0.095092i,-13.536
13698,-0.20222+0.057753i,-13.543
13884,0.060164-0.20155i,-13.542
14073,0.12563-0.16868i,-13.542
14265,-0.15075-0.14642i,-13.549
14459,0.0605+0.20128i,-13.548
14656,-0.21015+0.00047238i,-13.55
14855,-0.16534-0.12946i,-13.556
15057,-0.18825+0.092762i,-13.561
15262,0.20445-0.0474i,-13.561
15470,0.045384+0.20484i,-13.564
15680,-0.035646+0.20658i,-13.571
15894,0.20273-0.053099i,-13.574
16110,-0.19978+0.063021i,-13.577
16329,-0.11381-0.17592i,-13.575
16552,-0.20854+0.018292i,-13.583
16777,0.14903+0.14674i,-13.591
17005,-0.20682+0.030747i,-13.593
17237,-0.19866+0.065161i,-13.594
17471,0.022689+0.20772i,-13.599
17709,-0.13704-0.15749i,-13.607
17950,0.0059976-0.20858i,-13.611
18194,-0.17716-0.10995i,-13.618
18442,0.20106+0.054722i,-13.623
18693,0.049985+0.20212i,-13.63
18947,0.17153+0.1176i,-13.64
19205,-0.1682-0.12224i,-13.642
19467,-0.032881-0.20517i,-13.648
19731,-0.11164-0.17501i,-13.656
20000,0.1514+0.14177i,-13.663
