Frequency (Hz), H(j), Amplitude Response (dB)
3014,0.21167+0.55258i,-4.5575
3055,-0.38015+0.45737i,-4.5136
3096,-0.58774-0.10821i,-4.4715
3139,-0.59917-0.040209i,-4.4295
3181,-0.51777-0.30973i,-4.3888
3225,-0.59811+0.098621i,-4.3478
3268,-0.58537+0.16745i,-4.3098
3313,-0.0014351+0.61161i,-4.2704
3358,0.58984+0.17177i,-4.2318
3404,-0.01417-0.61682i,-4.1946
3450,-0.58631+0.20035i,-4.1579
3497,0.58488+0.21203i,-4.1224
3545,-0.5658-0.2647i,-4.0872
3593,0.54187+0.31558i,-4.0536
3642,-0.62926-0.018832i,-4.0195
3691,0.56404-0.28494i,-3.9867
3741,-0.011523+0.63418i,-3.9543
3792,-0.63436+0.052903i,-3.9232
3844,-0.44559-0.45779i,-3.8921
3896,0.070483-0.63716i,-3.8622
3949,0.25341-0.59123i,-3.8325
4003,0.072324-0.64145i,-3.8019
4058,-0.44962-0.46598i,-3.7748
4113,-0.64773+0.049801i,-3.7465
4169,-0.017513+0.65149i,-3.7187
4226,0.58667-0.28843i,-3.6919
4283,-0.52982-0.38629i,-3.666
4341,0.28085+0.59464i,-3.6404
4400,-0.33274-0.56935i,-3.6163
4460,0.61734+0.2372i,-3.5914
4521,-0.41466+0.51755i,-3.5675
4583,-0.61336-0.25691i,-3.5437
4645,0.078274-0.66211i,-3.5211
4708,0.48972-0.45485i,-3.4997
4772,0.54101-0.39548i,-3.4766
4837,0.30396-0.59903i,-3.4561
4903,-0.37338-0.56031i,-3.4355
4970,-0.5325+0.4148i,-3.414
5037,0.45406+0.50144i,-3.395
5106,-0.27247-0.62086i,-3.3752
5175,0.061986+0.67661i,-3.3569
5246,-0.55145-0.39952i,-3.3375
5317,0.66502-0.1526i,-3.3205
5390,0.43092+0.53091i,-3.3016
5463,-0.28726+0.62196i,-3.285
5537,-0.56224+0.39382i,-3.2679
5613,-0.21135+0.6544i,-3.2523
5689,0.22668+0.65064i,-3.2357
5767,0.57483-0.38199i,-3.2207
5845,-0.51386-0.46258i,-3.2054
5925,0.44256+0.53274i,-3.1905
6005,-0.36171-0.59206i,-3.1752
6087,0.69487-0.0050918i,-3.1617
6170,0.037456+0.69503i,-3.1474
6254,-0.53875+0.44245i,-3.1335
6339,-0.6587+0.23132i,-3.1212
6425,-0.58665+0.38047i,-3.1077
6513,0.28345+0.64026i,-3.0956
6601,0.67799-0.17896i,-3.083
6691,-0.67145-0.20525i,-3.0717
6782,0.67876+0.18355i,-3.0592
6874,-0.65989+0.24531i,-3.0484
6968,-0.38601-0.58975i,-3.0381
7063,0.12645-0.69441i,-3.0261
7159,0.24397-0.66326i,-3.0152
7256,-0.04405-0.70607i,-3.0062
7355,-0.70591+0.057337i,-2.9965
7455,0.44982+0.54826i,-2.985
7557,-0.55478-0.44297i,-2.9756
7659,0.63555+0.31796i,-2.9669
7764,-0.044766+0.70987i,-2.9591
7869,-0.67185+0.23619i,-2.9485
7977,-0.42594+0.57156i,-2.9404
8085,-0.03454+0.71263i,-2.9325
8195,0.70644-0.10504i,-2.9235
8307,-0.71385-0.037555i,-2.9159
8420,0.67568-0.23489i,-2.9097
8534,-0.18526+0.69156i,-2.9024
8650,-0.68095+0.22312i,-2.8947
8768,-0.62993+0.34296i,-2.8867
8887,-0.21401+0.68519i,-2.8796
9008,0.71663-0.050557i,-2.8725
9131,-0.71803+0.03403i,-2.8674
9255,0.58886-0.41326i,-2.8606
9381,0.50632+0.51166i,-2.8554
9509,0.37777+0.61323i,-2.8504
9638,0.56975+0.44164i,-2.8428
9770,0.078519-0.7171i,-2.8367
9903,-0.3723+0.61817i,-2.8337
10037,0.27321-0.66848i,-2.8273
10174,0.72197+0.030613i,-2.8218
10312,0.56194+0.45488i,-2.8176
10453,0.65356-0.31013i,-2.8123
10595,-0.39873-0.60413i,-2.807
10739,0.23311+0.6857i,-2.8023
10885,-0.68667-0.23094i,-2.7997
11033,-0.14252-0.71073i,-2.7947
11184,-0.57327-0.44407i,-2.7915
11336,-0.58127+0.43444i,-2.785
11490,0.72564+0.0177i,-2.783
11647,-0.34772+0.63763i,-2.7779
11805,-0.67289-0.27409i,-2.7744
11966,-0.72416-0.060594i,-2.773
12129,-0.12736+0.71573i,-2.7697
12294,0.44883-0.5722i,-2.7665
12461,0.015066+0.72752i,-2.7612
12631,-0.45391+0.56906i,-2.7584
12802,-0.51205+0.51768i,-2.7557
12977,0.72404+0.078655i,-2.7538
13153,-0.66508-0.2971i,-2.7523
13332,0.37511-0.62465i,-2.75
13514,0.33034-0.64982i,-2.7459
13698,-0.50987-0.52103i,-2.7454
13884,0.038401+0.7283i,-2.7418
14073,-0.6477-0.33589i,-2.7381
14265,-0.49867-0.53263i,-2.7379
14459,-0.72979+0.012169i,-2.7348
14656,0.63039+0.36776i,-2.7356
14855,-0.72622+0.073977i,-2.7338
15057,-0.58183-0.44109i,-2.732
15262,-0.68282+0.25941i,-2.7283
15470,0.7304+0.0032235i,-2.7287
15680,-0.50789+0.52508i,-2.7273
15894,-0.50043+0.5324i,-2.7256
16110,0.30764+0.66287i,-2.7242
16329,-0.17664-0.70935i,-2.7215
16552,0.49235-0.54018i,-2.7229
16777,0.38074-0.62393i,-2.7226
17005,-0.72104-0.12018i,-2.7218
17237,0.39765-0.61362i,-2.7192
17471,0.71816-0.1379i,-2.7183
17709,-0.11788-0.72165i,-2.7191
17950,0.23373+0.69294i,-2.7181
18194,-0.56899+0.45962i,-2.7165
18442,0.17499+0.71023i,-2.7161
18693,0.0039463-0.73149i,-2.7157
18947,0.73+0.044736i,-2.7172
19205,0.57699-0.44942i,-2.7173
19467,-0.60695+0.4081i,-2.717
19731,-0.091666-0.72569i,-2.7162
20000,-0.62529-0.37966i,-2.7153
