Frequency (Hz), H(j), Amplitude Response (dB)
90,0.11327+0.01362i,-18.855
91,0.099889-0.055117i,-18.855
92,0.048974-0.1031i,-18.851
93,-0.020494-0.11233i,-18.848
95,-0.11312-0.01617i,-18.841
96,-0.10129+0.052956i,-18.839
97,-0.051245+0.1022i,-18.837
99,0.080728+0.081126i,-18.828
100,0.11291+0.018702i,-18.828
101,0.10264-0.050918i,-18.818
103,-0.015821-0.1135i,-18.817
104,-0.079194-0.082963i,-18.809
105,-0.11273-0.020995i,-18.811
107,-0.055641+0.10033i,-18.807
108,0.013547+0.11406i,-18.797
110,0.11254+0.023134i,-18.794
111,0.10488-0.046956i,-18.793
113,-0.011386-0.11446i,-18.784
114,-0.076181-0.086136i,-18.787
116,-0.10594+0.045038i,-18.778
118,0.0092472+0.11482i,-18.772
119,0.074713+0.087725i,-18.769
121,0.1069-0.043205i,-18.763
122,0.061499-0.097601i,-18.759
124,-0.073296-0.089171i,-18.754
126,-0.10777+0.041414i,-18.752
127,-0.063204+0.096691i,-18.747
129,0.071805+0.090526i,-18.745
131,0.10863-0.039579i,-18.74
133,-0.0033237-0.11555i,-18.741
135,-0.11077-0.033285i,-18.736
136,-0.10931+0.037777i,-18.737
138,0.001425+0.1157i,-18.733
140,0.11037+0.035216i,-18.722
142,0.068183-0.093628i,-18.724
144,-0.067338-0.094252i,-18.723
146,-0.11076+0.034233i,-18.716
148,-0.0024156+0.11589i,-18.717
150,0.10924+0.038808i,-18.716
152,0.071293-0.091454i,-18.714
154,-0.064323-0.096556i,-18.709
156,-0.112+0.030587i,-18.703
158,-0.0062451+0.11593i,-18.703
160,0.10816+0.042559i,-18.694
163,0.0081878-0.11609i,-18.682
165,-0.10761-0.044386i,-18.681
167,-0.076056+0.088208i,-18.676
169,0.059754+0.1001i,-18.667
172,0.0777-0.087177i,-18.653
174,-0.058347-0.10126i,-18.646
176,-0.11467+0.023519i,-18.632
179,0.056988+0.10249i,-18.616
181,0.11536-0.021851i,-18.606
184,-0.05556-0.10355i,-18.599
186,-0.11594+0.020202i,-18.586
189,0.054289+0.10468i,-18.568
191,0.11658-0.018666i,-18.557
194,-0.052944-0.10574i,-18.544
196,-0.11712+0.017061i,-18.536
199,0.051612+0.10665i,-18.527
202,0.086304-0.081461i,-18.513
205,-0.10374-0.05791i,-18.503
207,-0.087772+0.080317i,-18.491
210,0.10315+0.059627i,-18.478
213,0.025836-0.11657i,-18.46
216,-0.11905+0.010408i,-18.452
219,0.045818+0.11072i,-18.429
222,0.092058-0.077114i,-18.41
225,-0.1015-0.064743i,-18.388
228,-0.031304+0.11656i,-18.366
231,0.12097-0.0052807i,-18.338
234,-0.041471-0.11408i,-18.317
237,-0.096481+0.074179i,-18.294
241,0.12211-0.0019829i,-18.264
244,-0.03881-0.11618i,-18.238
247,-0.09929+0.07219i,-18.219
251,0.12314+0.001296i,-18.192
254,-0.035874-0.11822i,-18.164
257,-0.10216+0.069903i,-18.147
261,0.12423+0.0049493i,-18.109
264,-0.032788-0.12038i,-18.078
268,-0.045817+0.11662i,-18.041
272,0.10691-0.066555i,-17.997
275,-0.096092-0.082188i,-17.962
279,0.028224+0.12386i,-17.922
283,0.051586-0.11672i,-17.882
287,-0.11148+0.063273i,-17.843
291,0.12777+0.015879i,-17.805
295,-0.093421-0.089534i,-17.761
299,0.021575+0.12825i,-17.718
303,0.059673-0.11649i,-17.662
307,-0.11806+0.058102i,-17.616
311,0.13023+0.024038i,-17.56
315,-0.090597-0.097517i,-17.516
320,0.089824+0.099358i,-17.462
324,-0.012674-0.13412i,-17.411
328,-0.070342+0.11582i,-17.361
333,0.072772-0.11555i,-17.294
337,-0.12823+0.049505i,-17.237
342,0.13001-0.047998i,-17.166
347,-0.13171+0.04636i,-17.1
351,0.1341+0.041791i,-17.049
356,-0.13449-0.044267i,-16.979
361,0.13482+0.046845i,-16.91
366,-0.13518-0.049467i,-16.836
371,0.13558+0.052131i,-16.757
376,-0.13582-0.054735i,-16.687
381,0.13613+0.057433i,-16.61
386,-0.13623-0.060236i,-16.539
391,0.13636+0.063149i,-16.463
397,-0.1497+0.026393i,-16.362
402,0.15154-0.024139i,-16.281
408,-0.11174+0.10739i,-16.195
413,0.11468-0.10627i,-16.118
419,-0.033981+0.15443i,-16.02
424,0.03693-0.15532i,-15.937
430,0.058883+0.15019i,-15.846
436,-0.13538-0.090877i,-15.753
442,0.1649-0.0024574i,-15.654
448,-0.13568+0.097093i,-15.554
454,0.056795-0.15874i,-15.463
460,0.044087+0.16465i,-15.368
467,-0.17222-0.013728i,-15.251
473,0.1511-0.087758i,-15.152
479,-0.075271+0.15972i,-15.062
486,-0.12694-0.12619i,-14.944
493,0.16353-0.078426i,-14.829
499,-0.09106+0.15913i,-14.735
506,-0.12084-0.14109i,-14.621
513,0.17573-0.067398i,-14.507
520,0.0044284+0.19044i,-14.403
527,-0.18319-0.06081i,-14.288
534,0.12039-0.15409i,-14.175
541,0.10571+0.16735i,-14.069
549,-0.13354+0.15006i,-13.941
556,-0.097338-0.17845i,-13.839
564,0.14688-0.14484i,-13.711
571,0.087923+0.1894i,-13.605
579,-0.16014+0.13862i,-13.481
587,-0.17981-0.11735i,-13.363
595,0.064259-0.20797i,-13.244
603,0.22063+0.004594i,-13.125
611,0.056815+0.21624i,-13.011
620,-0.09085+0.20795i,-12.882
628,-0.22793-0.030817i,-12.765
637,-0.16204-0.16808i,-12.635
645,0.1189-0.20445i,-12.523
654,0.2233-0.087751i,-12.399
663,0.23275+0.070913i,-12.277
672,0.1403+0.20297i,-12.155
681,-0.01655+0.2497i,-12.033
691,-0.028771+0.25237i,-11.903
700,-0.18185+0.18233i,-11.784
709,-0.25924+0.030033i,-11.668
719,-0.26425+0.017839i,-11.54
729,-0.26856+0.0053282i,-11.417
739,-0.27238-0.0078062i,-11.293
749,-0.27556-0.02128i,-11.17
759,-0.27798-0.035152i,-11.051
769,-0.27983-0.049194i,-10.93
780,-0.26537+0.11242i,-10.806
790,-0.27424+0.10049i,-10.69
801,-0.17825+0.2367i,-10.565
812,-0.021358+0.29979i,-10.442
823,0.14683+0.26695i,-10.323
834,0.27185+0.14649i,-10.206
846,0.23914-0.20249i,-10.079
857,0.092208-0.30384i,-9.9644
869,-0.25269-0.19967i,-9.8414
881,-0.28204+0.16455i,-9.7216
893,0.05056+0.3271i,-9.6038
905,0.3274+0.07356i,-9.4845
917,0.1907-0.28152i,-9.3696
930,-0.32424-0.11723i,-9.2492
942,-0.23077+0.26219i,-9.1366
955,0.31503+0.16136i,-9.0212
968,0.080047-0.34962i,-8.9062
981,-0.36324+0.0083205i,-8.7938
995,0.28736+0.23064i,-8.672
1008,0.15496-0.33934i,-8.5647
1022,-0.34169+0.16185i,-8.4483
1036,0.37046+0.097349i,-8.3353
1050,-0.22342-0.31709i,-8.2258
1064,-0.033769+0.39135i,-8.1164
1079,0.064518-0.39281i,-8.0007
1093,-0.30595+0.26192i,-7.8993
1108,0.32943-0.24072i,-7.7867
1123,-0.35124+0.21735i,-7.68
1139,0.18983-0.37297i,-7.5662
1154,-0.22044+0.3615i,-7.4648
1170,0.00071842-0.42877i,-7.3554
1186,0.22475+0.37127i,-7.2503
1202,-0.38946-0.20308i,-7.1463
1218,0.44337-0.029008i,-7.046
1235,-0.14855+0.4246i,-6.939
1252,-0.33672-0.30625i,-6.8368
1269,0.41846-0.19227i,-6.735
1286,0.013511+0.46551i,-6.6378
1304,-0.45666+0.11672i,-6.5334
1321,0.072003-0.47097i,-6.4398
1339,0.48081-0.033574i,-6.3394
1357,0.13968+0.46673i,-6.2462
1376,-0.20789+0.44679i,-6.1467
1395,-0.45737+0.1981i,-6.0479
1414,-0.47857-0.15739i,-5.955
1433,-0.25598-0.44016i,-5.8626
1452,0.102-0.50435i,-5.7713
1472,0.1552-0.49635i,-5.6791
1492,0.20769-0.48278i,-5.5876
1513,-0.060271-0.52787i,-5.4932
1533,-0.00556-0.53663i,-5.406
1554,-0.2742-0.46774i,-5.317
1575,-0.47503-0.27234i,-5.2314
1597,-0.44941+0.32253i,-5.1428
1618,-0.23196+0.50807i,-5.0593
1640,0.36983+0.42597i,-4.9726
1663,0.3495-0.44996i,-4.8863
1685,-0.26695-0.50932i,-4.806
1708,-0.45198+0.36432i,-4.7235
1731,0.44936+0.37609i,-4.6424
1755,-0.072024-0.58714i,-4.5604
1779,-0.35167+0.48241i,-4.4808
1803,0.59159-0.1132i,-4.4034
1828,-0.60666+0.036699i,-4.3252
1853,0.6118+0.041829i,-4.2476
1878,-0.60656-0.12107i,-4.1728
1903,0.59108+0.19952i,-4.0985
1929,-0.62027+0.10604i,-4.0233
1955,0.49958-0.39102i,-3.9525
1982,0.13414+0.62554i,-3.8797
2009,-0.62645-0.15435i,-3.8063
2036,0.41596-0.49978i,-3.7386
2064,0.56762+0.32794i,-3.668
2092,-0.22844+0.61993i,-3.6002
2121,-0.6023+0.28402i,-3.5317
2150,-0.63354-0.22123i,-3.4648
2179,-0.29893-0.60657i,-3.3981
2208,0.21336-0.6467i,-3.3372
2238,0.31207-0.61105i,-3.2719
2269,0.0017193-0.69116i,-3.2084
2300,-0.31369-0.62139i,-3.1468
2331,-0.56512-0.41468i,-3.0863
2363,-0.63242+0.31343i,-3.0261
2395,-0.012244+0.71061i,-2.9661
2428,0.70973-0.091772i,-2.9062
2461,-0.19523-0.69339i,-2.8491
2494,-0.66178+0.29603i,-2.7936
2528,0.67735+0.2712i,-2.7381
2562,-0.27818-0.67946i,-2.6837
2597,0.1543+0.72246i,-2.63
2633,-0.45339-0.58931i,-2.5739
2669,0.66691+0.33838i,-2.5238
2705,-0.75209-0.018231i,-2.472
2742,0.37998-0.65438i,-2.4215
2779,0.3931+0.65172i,-2.3712
2817,-0.6026+0.47174i,-2.3235
2855,-0.54452-0.54391i,-2.2743
2894,0.031049-0.77323i,-2.2268
2933,0.59253-0.50402i,-2.1816
2973,0.68529-0.37657i,-2.1366
3014,0.47414-0.627i,-2.0905
3055,0.17734-0.77001i,-2.0456
3096,-0.15375-0.77902i,-2.003
3139,-0.76403+0.22963i,-1.9622
3181,-0.18621+0.77979i,-1.9196
3225,0.71216-0.37651i,-1.878
3268,-0.4457-0.67523i,-1.8404
3313,0.28395+0.76165i,-1.7997
3358,-0.10575-0.80967i,-1.7603
3404,0.4122+0.7091i,-1.7216
3450,-0.65693-0.49686i,-1.6849
3497,0.77033-0.30123i,-1.6485
3545,0.35793+0.74942i,-1.6131
3593,-0.72416+0.41325i,-1.579
3642,-0.78467-0.29181i,-1.5436
3691,-0.28065-0.79223i,-1.5096
3741,-0.075311-0.8402i,-1.4776
3792,-0.37718-0.75798i,-1.446
3844,-0.8443-0.095854i,-1.4144
3896,-0.5415+0.6588i,-1.3832
3949,0.68671+0.51073i,-1.3524
4003,-0.028125-0.85848i,-1.3208
4058,-0.20711+0.83637i,-1.2936
4113,0.42798-0.75114i,-1.2646
4169,-0.14654+0.85489i,-1.236
4226,-0.62527-0.60511i,-1.2084
4283,0.85496-0.17574i,-1.1814
4341,0.19721+0.85288i,-1.156
4400,-0.56276+0.67375i,-1.1315
4460,-0.73868+0.47924i,-1.1052
4521,-0.54941+0.69133i,-1.0802
4583,0.24113+0.85208i,-1.0559
4645,0.83486+0.30236i,-1.0325
4708,0.30308-0.83677i,-1.0125
4772,-0.85874+0.24322i,-0.98767
4837,0.89365+0.042866i,-0.96664
4903,-0.86868+0.2234i,-0.94473
4970,0.34681-0.82964i,-0.92282
5037,0.45354+0.77869i,-0.90414
5106,-0.38836+0.81561i,-0.88292
5175,-0.8945+0.1397i,-0.86369
5246,-0.82474+0.37845i,-0.84377
5317,-0.69203+0.58967i,-0.82697
5390,0.55656+0.72159i,-0.80691
5463,0.74921-0.52194i,-0.78976
5537,-0.84719-0.34553i,-0.77214
5613,0.90808+0.12466i,-0.75644
5689,-0.9123+0.10526i,-0.73983
5767,-0.038552-0.91921i,-0.72403
5845,0.92124+0.028528i,-0.70836
5925,0.8402+0.38289i,-0.69285
6005,0.62818+0.67895i,-0.67739
6087,0.92612-0.023891i,-0.66372
6170,0.066038-0.92565i,-0.64898
6254,-0.83497+0.40853i,-0.63448
6339,0.93034-0.03152i,-0.6222
6425,-0.90642+0.21845i,-0.60819
6513,-0.10712-0.92757i,-0.59553
6601,0.93511+0.0063207i,-0.58259
6691,0.84227+0.40902i,-0.57138
6782,0.90278+0.25366i,-0.55836
6874,0.81117-0.47268i,-0.54814
6968,-0.7936-0.50383i,-0.5372
7063,0.48039+0.8096i,-0.52458
7159,-0.59947-0.72751i,-0.51274
7256,0.9384+0.098461i,-0.50472
7355,0.32281+0.88782i,-0.49429
7455,-0.13698+0.93599i,-0.48257
7557,0.54057+0.77756i,-0.47302
7659,0.92699+0.198i,-0.46476
7764,-0.70756-0.63209i,-0.45675
7869,0.30172+0.90082i,-0.44551
7977,-0.9457+0.099052i,-0.43753
8085,0.10903-0.94549i,-0.42951
8195,0.58222-0.7541i,-0.42082
8307,-0.044284-0.9525i,-0.41335
8420,-0.93584-0.18661i,-0.4066
8534,0.17406+0.939i,-0.39999
8650,-0.2268-0.92848i,-0.39287
8768,0.95641+0.027122i,-0.38362
8887,0.30802+0.90661i,-0.37712
9008,0.33685+0.89709i,-0.37048
9131,0.95664-0.064065i,-0.36563
9255,-0.37226-0.88443i,-0.35835
9381,0.37903+0.88202i,-0.35445
9509,-0.95677+0.085615i,-0.34918
9638,-0.37086-0.88698i,-0.34198
9770,-0.81072-0.51786i,-0.33653
9903,-0.75939+0.59119i,-0.33303
10037,0.77983+0.56513i,-0.32683
10174,-0.96263-0.04319i,-0.32207
10312,0.38453-0.88403i,-0.3181
10453,0.44238-0.85714i,-0.31333
10595,-0.078158-0.96197i,-0.30823
10739,-0.91817+0.29911i,-0.30349
10885,0.94152-0.21508i,-0.30251
11033,-0.18252+0.9489i,-0.29785
11184,-0.2898+0.92212i,-0.29516
11336,0.19606+0.9472i,-0.289
11490,0.89529-0.36659i,-0.28756
11647,-0.62201+0.74158i,-0.28338
11805,-0.38584-0.88803i,-0.28048
11966,-0.2359-0.93911i,-0.27995
12129,-0.94047-0.23158i,-0.27748
12294,0.47942+0.84192i,-0.27485
12461,-0.79024-0.56143i,-0.27017
12631,-0.11332-0.96297i,-0.26797
12802,0.092357-0.96541i,-0.26618
12977,-0.79217+0.55961i,-0.26551
13153,0.90153-0.35787i,-0.26492
13332,0.41358+0.87765i,-0.26265
13514,0.69782+0.67454i,-0.25964
13698,0.64758-0.72275i,-0.26076
13884,-0.82526+0.51103i,-0.2585
14073,-0.52207-0.8187i,-0.25569
14265,-0.74863-0.61816i,-0.25692
14459,-0.6265+0.74214i,-0.25363
14656,0.38913-0.8896i,-0.25579
14855,0.87521+0.42037i,-0.25628
15057,0.95451+0.17754i,-0.25665
15262,-0.35971-0.90211i,-0.25396
15470,0.91936+0.31277i,-0.25467
15680,0.20317+0.9495i,-0.25568
15894,0.96603-0.0988i,-0.25498
16110,-0.91835-0.31547i,-0.25541
16329,0.43453-0.86862i,-0.25341
16552,-0.31073-0.91983i,-0.25657
16777,-0.68238+0.69036i,-0.25839
17005,0.013851-0.97053i,-0.25895
17237,-0.099701-0.96567i,-0.25739
17471,-0.96538-0.10062i,-0.25911
17709,0.79406-0.55773i,-0.26134
17950,0.96869-0.055413i,-0.26215
18194,0.19176-0.95093i,-0.26388
18442,0.43778+0.86553i,-0.26507
18693,-0.13148+0.96069i,-0.26777
18947,0.87659+0.41341i,-0.27185
19205,-0.95379+0.17145i,-0.27284
19467,-0.95831+0.14309i,-0.27407
19731,-0.19789+0.94823i,-0.27662
20000,-0.8079-0.53398i,-0.27871
