Frequency (Hz), H(j), Amplitude Response (dB)
264,-0.097369+0.08402i,-17.815
268,0.12687+0.023354i,-17.788
272,-0.061482-0.11388i,-17.76
275,-0.10632+0.07435i,-17.739
279,0.12497+0.036366i,-17.711
283,-0.050119-0.12058i,-17.682
287,-0.062729+0.115i,-17.655
291,0.12937-0.023207i,-17.626
295,-0.099456-0.086616i,-17.596
299,-0.0052465+0.13229i,-17.562
303,0.10689-0.079089i,-17.525
307,-0.12913-0.033904i,-17.49
311,0.054718+0.12244i,-17.451
315,0.061415-0.11986i,-17.414
320,-0.097573+0.093817i,-17.37
324,0.13484+0.017391i,-17.332
328,-0.071184-0.11653i,-17.294
333,0.02941+0.1342i,-17.242
337,0.086672-0.10751i,-17.197
342,-0.11776+0.073853i,-17.14
347,0.13624-0.031574i,-17.087
351,-0.11051-0.086895i,-17.042
356,0.07655+0.11897i,-16.987
361,-0.033653-0.13839i,-16.929
366,-0.013542+0.14281i,-16.866
371,0.059901-0.13151i,-16.802
376,-0.10028+0.10544i,-16.742
381,0.1302-0.067349i,-16.678
386,-0.1461+0.021143i,-16.617
391,0.14607+0.028107i,-16.551
397,-0.15009+0.0057002i,-16.467
402,0.14482+0.044095i,-16.398
408,-0.15238-0.010368i,-16.322
413,0.14161+0.060288i,-16.255
419,-0.15307-0.027166i,-16.168
424,0.13683+0.076473i,-16.096
430,-0.15197-0.044142i,-16.013
436,0.15954+0.0090294i,-15.929
442,-0.15912+0.027267i,-15.84
448,0.15052-0.062884i,-15.749
454,-0.13389+0.095964i,-15.665
460,0.11012-0.12472i,-15.578
467,0.010636+0.16812i,-15.47
473,-0.048473-0.16316i,-15.38
479,0.084463+0.14975i,-15.293
486,-0.16767-0.046702i,-15.187
493,0.15339-0.086697i,-15.08
499,-0.13161+0.11984i,-14.992
506,0.0085321-0.17999i,-14.885
513,0.12271+0.13498i,-14.778
520,-0.18434-0.0089627i,-14.677
527,0.13856-0.12539i,-14.569
534,-0.0096097+0.18893i,-14.463
541,-0.12802-0.14231i,-14.36
549,0.16978-0.09412i,-14.238
556,-0.054512+0.18869i,-14.137
564,-0.17396-0.096967i,-14.016
571,0.19397-0.054663i,-13.913
579,0.0095774+0.20404i,-13.796
587,-0.20366-0.037217i,-13.679
595,0.083444-0.19245i,-13.565
603,0.17089+0.12651i,-13.448
611,-0.16406+0.13954i,-13.336
620,-0.18812-0.11131i,-13.207
628,0.15314-0.15996i,-13.095
637,0.20402+0.094144i,-12.968
645,-0.13988+0.17944i,-12.86
654,-0.21821-0.075081i,-12.737
663,0.00028057-0.23402i,-12.615
672,0.22454-0.076649i,-12.496
681,0.14724+0.19026i,-12.375
691,-0.0054694+0.24414i,-12.245
700,-0.2359+0.074866i,-12.129
709,-0.14903-0.20171i,-12.014
719,0.01155-0.25421i,-11.887
729,0.17154-0.19284i,-11.764
739,0.25841-0.042116i,-11.64
749,0.23029+0.1321i,-11.519
759,0.096692+0.25118i,-11.4
769,-0.084529+0.25942i,-11.282
780,-0.11739+0.25075i,-11.155
790,-0.25268+0.12198i,-11.039
801,-0.26955+0.091285i,-10.916
812,-0.28268+0.058253i,-10.794
823,-0.29169+0.023291i,-10.674
834,-0.29633-0.01309i,-10.556
846,-0.27818+0.11498i,-10.428
857,-0.29413+0.080742i,-10.314
869,-0.23588+0.20013i,-10.191
881,-0.1312+0.28492i,-10.07
893,0.0011647+0.31799i,-9.9518
905,0.13701+0.29177i,-9.8337
917,0.25053+0.20954i,-9.7194
930,0.31659-0.097348i,-9.5978
942,0.2493-0.22455i,-9.4855
955,-0.053209-0.33589i,-9.3683
968,-0.31478-0.14031i,-9.2527
981,-0.29301+0.18989i,-9.1394
995,0.18759+0.30029i,-9.0183
1008,0.35846+0.0065501i,-8.9098
1022,0.01284-0.36313i,-8.7932
1036,-0.36763-0.019209i,-8.68
1050,-0.025887+0.37198i,-8.5686
1064,0.37618+0.032658i,-8.4594
1079,-0.16841-0.34357i,-8.3445
1093,-0.35064+0.16442i,-8.2397
1108,0.3259+0.21826i,-8.129
1123,0.018979-0.39667i,-8.0214
1139,-0.19881+0.34982i,-7.9075
1154,0.40704-0.010316i,-7.8045
1170,-0.3724-0.177i,-7.6953
1186,0.25522+0.33024i,-7.5897
1202,-0.079236-0.41492i,-7.4852
1218,-0.11827+0.41066i,-7.3843
1235,0.081706-0.42484i,-7.2777
1252,-0.043486+0.43568i,-7.1736
1269,0.0040591-0.44299i,-7.0718
1286,0.036381+0.44658i,-6.9732
1304,-0.30279-0.3375i,-6.87
1321,0.33561+0.31225i,-6.775
1339,-0.46139-0.045951i,-6.6757
1357,0.3995-0.24528i,-6.5805
1376,0.089311+0.46572i,-6.4806
1395,-0.47252-0.081947i,-6.383
1414,0.2463-0.41759i,-6.2885
1433,0.30687+0.38204i,-6.1957
1452,-0.47075+0.15364i,-6.1045
1472,-0.24608-0.43589i,-6.0109
1492,0.3828-0.33066i,-5.9197
1513,0.50876+0.051133i,-5.8261
1533,0.050658+0.51401i,-5.7386
1554,-0.34188+0.39427i,-5.6491
1575,-0.52657+0.023125i,-5.5626
1597,-0.52092-0.11052i,-5.4733
1618,-0.28066-0.45857i,-5.3902
1640,-0.15857-0.5193i,-5.3045
1663,-0.31112-0.4516i,-5.2182
1685,-0.19002-0.51989i,-5.1371
1708,-0.34144-0.44238i,-5.0545
1731,-0.46343-0.32151i,-4.9739
1755,-0.55024+0.1465i,-4.8916
1779,-0.24677+0.51896i,-4.812
1803,0.23795+0.52872i,-4.7344
1828,0.56252-0.16092i,-4.6556
1853,-0.079097-0.58501i,-4.5781
1878,-0.59541-0.0058807i,-4.5032
1903,-0.092156+0.59341i,-4.4294
1929,0.58508-0.15667i,-4.3549
1955,-0.38272-0.47589i,-4.2835
1982,0.050417+0.61379i,-4.2104
2009,0.30498-0.54093i,-4.1384
2036,-0.56025+0.27912i,-4.0694
2064,0.57443-0.26109i,-3.9996
2092,-0.58788+0.24256i,-3.9315
2121,0.39052-0.50827i,-3.8633
2150,-0.084094+0.64041i,-3.7966
2179,-0.24975-0.60097i,-3.731
2208,0.52096+0.39784i,-3.6686
2238,-0.59965+0.27657i,-3.6045
2269,-0.32216-0.58201i,-3.5407
2300,0.56075-0.36666i,-3.4787
2331,0.40976+0.53593i,-3.4187
2363,-0.19082+0.65199i,-3.3583
2395,-0.64279+0.23382i,-3.299
2428,-0.68837-0.019718i,-3.24
2461,-0.63683-0.2738i,-3.1829
2494,-0.49434-0.49227i,-3.1273
2528,-0.57917-0.39685i,-3.0721
2562,-0.64561-0.28682i,-3.0183
2597,-0.67379+0.22656i,-2.9644
2633,0.039997+0.71423i,-2.9096
2669,0.70344+0.15163i,-2.8582
2705,0.33467-0.64178i,-2.8076
2742,-0.71506-0.13682i,-2.757
2779,0.075048+0.72829i,-2.7081
2817,0.42566-0.60073i,-2.6595
2855,-0.71994+0.17264i,-2.6113
2894,0.74222-0.056515i,-2.5642
2933,-0.74566-0.062145i,-2.5191
2973,0.71449-0.23496i,-2.4741
3014,-0.21801+0.72395i,-2.4288
3055,-0.47096-0.59641i,-2.3845
3096,0.76234-0.04465i,-2.3421
3139,0.41306+0.6467i,-2.3
3181,-0.66968+0.38206i,-2.2589
3225,-0.77455+0.013633i,-2.2177
3268,-0.39176-0.67224i,-2.1797
3313,-0.43285-0.65089i,-2.1394
3358,-0.47259-0.62701i,-2.1008
3404,-0.75202-0.23737i,-2.063
3450,-0.75334+0.24415i,-2.0265
3497,-0.062095+0.79278i,-1.9904
3545,0.79525-0.071888i,-1.9546
3593,-0.20504-0.77496i,-1.9206
3642,-0.44363+0.67144i,-1.8867
3691,0.79948-0.11647i,-1.8526
3741,-0.80321-0.11137i,-1.8207
3792,0.80592-0.11339i,-1.7891
3844,-0.45674+0.67716i,-1.7577
3896,-0.19816-0.79535i,-1.7272
3949,0.82044-0.058253i,-1.6972
4003,0.36481+0.74051i,-1.6657
4058,-0.13712+0.81663i,-1.6388
4113,-0.59039+0.5846i,-1.6095
4169,-0.6286+0.54738i,-1.5816
4226,-0.29327+0.78299i,-1.5547
4283,0.11511+0.83072i,-1.5283
4341,0.78212+0.30963i,-1.5022
4400,0.27471-0.79752i,-1.4783
4460,-0.81459+0.22855i,-1.4522
4521,0.84097+0.11183i,-1.4282
4583,-0.85051+0.018859i,-1.4042
4645,0.83974-0.14996i,-1.3808
4708,-0.5374+0.6651i,-1.3599
4772,-0.48038-0.71018i,-1.3364
4837,0.5618-0.65037i,-1.3158
4903,0.8562-0.095575i,-1.2947
4970,0.86117+0.065568i,-1.2731
5037,0.83585+0.22498i,-1.2536
5106,0.68022-0.53858i,-1.2334
5175,-0.027656-0.86902i,-1.2151
5246,-0.75892+0.42833i,-1.1951
5317,0.73288+0.47469i,-1.1779
5390,-0.74891-0.45274i,-1.1587
5463,0.76416+0.42996i,-1.1418
5537,-0.87586+0.069198i,-1.1243
5613,-0.19134-0.85904i,-1.1094
5689,0.82539-0.31043i,-1.0922
5767,0.88231-0.043514i,-1.077
5845,0.85488+0.22846i,-1.0623
5925,0.7564-0.46229i,-1.0465
6005,0.18739-0.86805i,-1.0313
6087,-0.8799+0.12943i,-1.0184
6170,0.77935+0.4317i,-1.0032
6254,-0.73754-0.5023i,-0.98937
6339,0.88602+0.1158i,-0.97754
6425,-0.55771+0.70001i,-0.96342
6513,-0.89215-0.085523i,-0.95147
6601,-0.41553-0.79548i,-0.93958
6691,-0.51318-0.7377i,-0.92829
6782,-0.86568-0.2459i,-0.91587
6874,-0.50958+0.7431i,-0.90514
6968,0.88512-0.17414i,-0.89507
7063,-0.90322-0.018973i,-0.8822
7159,0.85762-0.28766i,-0.87107
7256,-0.30413+0.85275i,-0.86359
7355,-0.90078+0.1006i,-0.85383
7455,-0.81886-0.39139i,-0.84224
7557,-0.90235+0.10616i,-0.83285
7659,-0.70703+0.57199i,-0.82461
7764,0.88851+0.1974i,-0.81754
7869,-0.39911-0.81922i,-0.80712
7977,0.86115+0.30077i,-0.79852
8085,-0.82395+0.39294i,-0.79202
8195,-0.63972-0.65254i,-0.78285
8307,-0.55712-0.7253i,-0.77563
8420,-0.81337-0.41945i,-0.77013
8534,-0.79323+0.45776i,-0.76364
8650,0.80505+0.43834i,-0.75594
8768,-0.84465-0.35818i,-0.74829
8887,0.88803-0.23326i,-0.74166
9008,0.41098+0.82176i,-0.73561
9131,0.20037+0.89711i,-0.73169
9255,0.46989+0.79097i,-0.72405
9381,0.84726-0.35966i,-0.72013
9509,-0.90532-0.16864i,-0.71582
9638,0.9014+0.19212i,-0.70866
9770,-0.11646+0.91476i,-0.70405
9903,-0.80181+0.45596i,-0.70173
10037,-0.91265+0.13741i,-0.69658
10174,-0.10006+0.91813i,-0.6906
10312,0.90668-0.17745i,-0.68772
10453,-0.76085+0.52473i,-0.68421
10595,-0.0034387-0.92475i,-0.67946
10739,0.80113-0.46291i,-0.67479
10885,0.76728-0.51721i,-0.67413
11033,-0.19389-0.90512i,-0.67105
11184,-0.056711+0.92421i,-0.66829
11336,-0.20748-0.90308i,-0.66211
11490,0.92476-0.057571i,-0.6626
11647,0.92699-0.0071452i,-0.65826
11805,0.8078-0.45541i,-0.65534
11966,-0.83776-0.39728i,-0.65669
12129,0.8916+0.25529i,-0.65435
12294,-0.49752+0.78284i,-0.65312
12461,-0.89534+0.24464i,-0.64757
12631,-0.32883+0.86809i,-0.64635
12802,0.8436+0.38777i,-0.6448
12977,-0.91512+0.15655i,-0.64512
13153,0.22183-0.90144i,-0.64596
13332,0.47957-0.79499i,-0.64495
13514,-0.68884-0.62301i,-0.64173
13698,0.17734+0.91141i,-0.64429
13884,-0.57595-0.72862i,-0.6419
14073,0.28923-0.8828i,-0.63997
14265,-0.3428-0.86301i,-0.64342
14459,-0.75483+0.54142i,-0.64036
14656,0.52072-0.76895i,-0.64272
14855,0.71424+0.59325i,-0.64452
15057,0.72059+0.58519i,-0.6465
15262,0.49485-0.78561i,-0.64464
15470,-0.30265+0.87763i,-0.64577
15680,-0.78925-0.48822i,-0.64859
15894,-0.92266-0.098605i,-0.64982
16110,-0.1016+0.92222i,-0.65091
16329,0.0033598-0.92805i,-0.6485
16552,0.66499-0.6467i,-0.65281
16777,0.42447-0.82422i,-0.65748
17005,-0.92621-0.039134i,-0.65808
17237,0.4534-0.80871i,-0.65715
17471,0.91774-0.12959i,-0.6599
17709,0.10184-0.92074i,-0.66443
17950,-0.23055+0.89703i,-0.66603
18194,-0.8886-0.25981i,-0.66959
18442,-0.86865+0.31938i,-0.6724
18693,0.8236+0.42123i,-0.67651
18947,-0.85772+0.34479i,-0.68257
19205,-0.87275+0.30459i,-0.68305
19467,0.7559+0.53142i,-0.68651
19731,-0.83478-0.39497i,-0.69123
20000,-0.7552-0.53078i,-0.69534
