Frequency (Hz), H(j), Amplitude Response (dB)
154,0.22124-0.0078012i,-13.097
156,0.067989-0.21043i,-13.107
158,-0.17451-0.13549i,-13.115
160,-0.18656+0.11774i,-13.128
163,0.16202+0.1491i,-13.144
165,0.19515-0.10142i,-13.154
167,-0.028865-0.21776i,-13.165
169,-0.21426-0.046944i,-13.178
172,0.010527+0.2186i,-13.197
174,0.20879+0.06447i,-13.21
176,0.13157-0.17404i,-13.224
179,-0.20188-0.081421i,-13.244
181,-0.1451+0.16186i,-13.256
184,0.19364+0.097628i,-13.276
186,0.15759-0.14858i,-13.287
189,-0.18416-0.11318i,-13.305
191,-0.16889+0.13446i,-13.316
194,0.17356+0.12766i,-13.333
196,0.17888-0.11954i,-13.345
199,-0.16191-0.14125i,-13.357
202,-0.093843+0.19281i,-13.374
205,0.21027+0.039988i,-13.39
207,0.10896-0.18386i,-13.403
210,-0.20556-0.056919i,-13.42
213,-0.0011279+0.21284i,-13.439
216,0.20524-0.054641i,-13.457
219,-0.1062-0.18328i,-13.48
222,-0.14864+0.15013i,-13.503
225,0.18334+0.10389i,-13.526
228,0.052088-0.20361i,-13.549
231,-0.20958+0.0029684i,-13.572
234,0.05765+0.20098i,-13.594
237,0.17849-0.10797i,-13.614
241,-0.20569-0.031052i,-13.638
244,0.023843+0.20617i,-13.658
247,0.19235-0.076975i,-13.673
251,-0.19656-0.063471i,-13.699
254,-0.0096142+0.20582i,-13.721
257,0.20061-0.044732i,-13.742
261,-0.18231-0.093337i,-13.773
264,-0.042073+0.19985i,-13.798
268,0.15944-0.12646i,-13.829
272,-0.20268-0.0046053i,-13.861
275,0.048613+0.19627i,-13.884
279,0.087711-0.18151i,-13.911
283,-0.1828+0.083397i,-13.939
287,0.19343+0.052383i,-13.962
291,-0.11509-0.16323i,-13.992
295,-0.015413+0.19847i,-14.02
299,0.13798-0.14246i,-14.052
303,-0.19633+0.021476i,-14.088
307,0.16427+0.10833i,-14.12
311,-0.057095-0.18759i,-14.151
315,-0.075515+0.18032i,-14.177
320,0.089238-0.17317i,-14.208
324,-0.17857+0.07627i,-14.236
328,0.18558+0.054877i,-14.265
333,-0.17983-0.068939i,-14.307
337,0.094167+0.16716i,-14.34
342,-0.080297-0.17333i,-14.378
347,0.06618+0.1784i,-14.412
351,0.062553-0.17914i,-14.436
356,-0.07594+0.17303i,-14.473
361,0.088792-0.16586i,-14.511
366,-0.10097+0.15767i,-14.552
371,0.11257-0.14865i,-14.588
376,-0.12335+0.13898i,-14.618
381,0.13326-0.12853i,-14.65
386,-0.14215+0.11747i,-14.684
391,0.15013-0.10567i,-14.723
397,-0.074978+0.1666i,-14.766
402,0.087392-0.15977i,-14.793
408,0.0065587+0.18127i,-14.828
413,0.0072333-0.18052i,-14.862
419,0.085532+0.15815i,-14.905
424,-0.072832-0.1638i,-14.93
430,0.14587+0.10313i,-14.96
436,-0.17731-0.013902i,-14.999
442,0.15883-0.078369i,-15.035
448,-0.096128+0.14797i,-15.067
454,0.0067852-0.17577i,-15.095
460,0.083916+0.15389i,-15.125
467,-0.17394+0.013627i,-15.165
473,0.14213-0.10048i,-15.186
479,-0.070253+0.15863i,-15.214
486,-0.11569-0.12835i,-15.25
493,0.16399-0.053162i,-15.269
499,-0.11322+0.12943i,-15.292
506,-0.071823-0.15556i,-15.323
513,0.171-0.0021387i,-15.339
520,-0.067351+0.15681i,-15.357
527,-0.11545-0.12502i,-15.382
534,0.16102-0.054456i,-15.392
541,-0.015579+0.16889i,-15.411
549,-0.16842+0.017192i,-15.427
556,0.052623-0.1608i,-15.432
564,0.1676+0.020582i,-15.449
571,-0.087042+0.14478i,-15.446
579,-0.15877-0.057252i,-15.454
587,0.025499-0.16691i,-15.45
595,0.16862-0.0074084i,-15.453
603,0.039826+0.16412i,-15.448
611,-0.15336+0.070973i,-15.443
620,-0.1601-0.054794i,-15.431
628,0.02277-0.16781i,-15.424
637,0.13278-0.10576i,-15.404
645,0.12968+0.10992i,-15.391
654,0.017796+0.16959i,-15.365
663,-0.10457+0.13521i,-15.344
672,-0.16961+0.025564i,-15.313
681,-0.14059-0.099142i,-15.288
691,-0.12471-0.11949i,-15.254
700,-0.0073995-0.17339i,-15.211
709,0.11501-0.13087i,-15.178
719,0.13401-0.11273i,-15.133
729,0.15035-0.091879i,-15.08
739,0.16333-0.068496i,-15.035
749,0.17276-0.043282i,-14.987
759,0.17845-0.016844i,-14.931
769,0.18017+0.010475i,-14.872
780,0.16728-0.071245i,-14.807
790,0.17729-0.045268i,-14.752
801,0.13978-0.12027i,-14.685
812,0.072492-0.17121i,-14.613
823,-0.011103-0.18715i,-14.541
834,-0.093695-0.16418i,-14.469
846,-0.19073+0.0037064i,-14.39
857,-0.17089+0.088515i,-14.313
869,-0.0042009+0.19426i,-14.23
881,0.17013+0.097778i,-14.145
893,0.16898-0.1033i,-14.064
905,-0.0095179-0.19984i,-13.977
917,-0.18166-0.088562i,-13.889
930,-0.068537+0.19244i,-13.796
942,0.13699+0.15423i,-13.711
955,0.13972-0.15492i,-13.613
968,-0.17116-0.12313i,-13.52
981,-0.10474+0.18559i,-13.428
995,0.21104-0.044445i,-13.324
1008,-0.06795-0.20714i,-13.231
1022,-0.112+0.18984i,-13.135
1036,0.21915-0.041695i,-13.031
1050,-0.17786-0.1387i,-12.935
1064,0.013176+0.22778i,-12.835
1079,0.041532-0.2271i,-12.733
1093,-0.20042+0.1198i,-12.634
1108,0.22572-0.069618i,-12.534
1123,-0.23857+0.014359i,-12.432
1139,0.21966-0.10133i,-12.327
1154,-0.2402+0.046793i,-12.227
1170,0.2093-0.13238i,-12.123
1186,-0.14865+0.20174i,-12.021
1202,0.066119-0.24463i,-11.924
1218,0.027487+0.25495i,-11.821
1235,-0.23-0.11993i,-11.721
1252,0.23018-0.12631i,-11.616
1269,-0.022926+0.26458i,-11.516
1286,-0.20982-0.16791i,-11.413
1304,0.16482-0.21615i,-11.314
1321,0.089137+0.25991i,-11.221
1339,-0.26085+0.096111i,-11.119
1357,-0.10325-0.26141i,-11.024
1376,0.1511-0.24097i,-10.921
1395,0.28679-0.021305i,-10.825
1414,0.18927+0.22076i,-10.728
1433,-0.066451+0.28644i,-10.632
1452,-0.27302+0.11729i,-10.54
1472,-0.29942+0.024234i,-10.446
1492,-0.29467-0.073434i,-10.352
1513,-0.30677+0.013029i,-10.256
1533,-0.29781-0.086655i,-10.168
1554,-0.31344+0.0010487i,-10.077
1575,-0.30351+0.09054i,-9.9864
1597,-0.11946+0.29687i,-9.8968
1618,-0.031103+0.32174i,-9.8095
1640,0.23454+0.22716i,-9.7221
1663,0.2434-0.22259i,-9.6342
1685,-0.022497-0.3323i,-9.5496
1708,-0.33627+0.0022113i,-9.466
1731,-0.018489+0.33898i,-9.3837
1755,0.30144-0.16326i,-9.299
1779,-0.29969-0.17303i,-9.2171
1803,0.0094673+0.34907i,-9.1386
1828,0.13112-0.32724i,-9.056
1853,-0.2525+0.25051i,-8.9787
1878,0.33408-0.13084i,-8.9032
1903,-0.36167-0.012847i,-8.8283
1929,0.36001-0.061049i,-8.7506
1955,-0.34312+0.13387i,-8.6758
1982,0.13893-0.34442i,-8.6036
2009,0.15673+0.34009i,-8.5317
2036,-0.35804-0.11999i,-8.4591
2064,0.17126-0.33981i,-8.3923
2092,0.31447+0.21991i,-8.3195
2121,-0.0546+0.38285i,-8.2519
2150,-0.36922+0.12523i,-8.1813
2179,-0.28038-0.27492i,-8.1194
2208,0.1194-0.37722i,-8.0534
2238,0.28517-0.27852i,-7.9889
2269,0.25105-0.31332i,-7.9265
2300,0.21261-0.344i,-7.8637
2331,0.17046-0.3699i,-7.8019
2363,-0.12191-0.39161i,-7.7412
2395,-0.35525-0.21073i,-7.68
2428,-0.2866+0.30125i,-7.6224
2461,0.23122+0.34884i,-7.5658
2494,0.39418-0.14849i,-7.5097
2528,-0.2882-0.31089i,-7.4543
2562,-0.18012+0.38657i,-7.4022
2597,0.36285-0.22895i,-7.3499
2633,-0.35564+0.24481i,-7.2952
2669,0.34749-0.26073i,-7.2416
2705,-0.33858+0.27588i,-7.1955
2742,0.1021-0.42735i,-7.1433
2779,0.17921+0.4037i,-7.0976
2817,-0.44146+0.0496i,-7.0477
2855,0.086313-0.4384i,-6.9974
2894,0.44629-0.049791i,-6.954
2933,0.18276+0.41258i,-6.9117
2973,-0.10587+0.44108i,-6.8665
3014,-0.12456+0.4385i,-6.8236
3055,-0.14298+0.43536i,-6.7782
3096,-0.16138+0.43123i,-6.7365
3139,0.34009+0.31376i,-6.6936
3181,0.45768+0.080363i,-6.6568
3225,-0.02381-0.46646i,-6.6124
3268,-0.44263-0.1546i,-6.5793
3313,0.22621+0.41323i,-6.5379
3358,0.10942-0.46027i,-6.501
3404,-0.16513+0.4454i,-6.4656
3450,0.2189-0.42375i,-6.4306
3497,0.0065813+0.47883i,-6.3956
3545,-0.43206-0.21109i,-6.3594
3593,0.38475-0.29155i,-6.3258
3642,0.34477+0.34019i,-6.2968
3691,-0.28836+0.39169i,-6.2603
3741,-0.48443+0.059051i,-6.2314
3792,-0.48804-0.039615i,-6.2023
3844,-0.46508+0.15857i,-6.1718
3896,-0.36462+0.33171i,-6.1444
3949,0.092824+0.48572i,-6.1166
4003,0.48084-0.12365i,-6.0818
4058,-0.39816-0.29869i,-6.06
4113,0.015723+0.49928i,-6.0289
4169,0.12505-0.48513i,-6.0034
4226,0.038343+0.50099i,-5.978
4283,-0.19864-0.46312i,-5.9528
4341,0.49279+0.11249i,-5.9261
4400,-0.12143+0.49184i,-5.9065
4460,-0.47702+0.17534i,-5.8789
4521,-0.50935-0.0063586i,-5.859
4583,-0.49671+0.1191i,-5.8352
4645,-0.45347+0.23803i,-5.8121
4708,-0.11546+0.50002i,-5.7947
4772,0.48742+0.16492i,-5.7711
4837,-0.096006-0.50646i,-5.7558
4903,-0.13167+0.49959i,-5.7361
4970,0.046993-0.51593i,-5.7122
5037,0.03982+0.51769i,-5.693
5106,-0.51749-0.053609i,-5.6757
5175,0.1454-0.50048i,-5.6604
5246,0.3779-0.36073i,-5.6394
5317,0.50871-0.1228i,-5.6246
5390,0.31167-0.42185i,-5.6051
5463,-0.032511-0.52434i,-5.5912
5537,-0.5161-0.10366i,-5.5736
5613,0.36528+0.37978i,-5.5649
5689,-0.083731-0.52146i,-5.545
5767,0.37072+0.37719i,-5.533
5845,-0.52127-0.093154i,-5.5222
5925,-0.050119-0.52823i,-5.5046
6005,0.49652-0.18989i,-5.4884
6087,0.50985-0.15188i,-5.482
6170,0.36123-0.39212i,-5.463
6254,-0.20998-0.49091i,-5.4503
6339,-0.44265+0.29918i,-5.4447
6425,0.52721+0.092861i,-5.4276
6513,-0.51478+0.14901i,-5.4181
6601,0.39722-0.36033i,-5.4118
6691,0.40205+0.35585i,-5.4019
6782,-0.0020294+0.53774i,-5.3885
6874,-0.12808+0.5229i,-5.3785
6968,0.36578+0.3955i,-5.3728
7063,0.38568-0.37771i,-5.3548
7159,-0.53398-0.083719i,-5.344
7256,0.48099+0.24655i,-5.3442
7355,-0.49122+0.22668i,-5.3361
7455,-0.20067-0.50344i,-5.3207
7557,0.010653-0.54244i,-5.3112
7659,0.22044-0.49605i,-5.3068
7764,-0.46234-0.28463i,-5.3051
7869,-0.34451+0.42068i,-5.2921
7977,0.28597-0.4632i,-5.2822
8085,-0.22283+0.49664i,-5.2826
8195,-0.43852-0.32391i,-5.2692
8307,-0.19922-0.50786i,-5.2635
8420,-0.22513-0.49673i,-5.2662
8534,-0.48351-0.25294i,-5.2613
8650,-0.089619+0.53894i,-5.2508
8768,0.10634-0.53635i,-5.2435
8887,0.20658+0.5068i,-5.2357
9008,-0.4448+0.31933i,-5.2314
9131,-0.47715+0.26808i,-5.2355
9255,-0.28966+0.46534i,-5.2223
9381,0.50461+0.21402i,-5.2224
9509,-0.45462-0.3062i,-5.2224
9638,0.54062+0.09446i,-5.2116
9770,0.26926+0.47842i,-5.2088
9903,0.13095+0.53269i,-5.2157
10037,0.30056+0.45917i,-5.2118
10174,0.20637-0.50935i,-5.1995
10312,-0.36966+0.40642i,-5.2025
10453,-0.37184-0.40446i,-5.202
10595,0.1642-0.52477i,-5.1949
10739,0.068344-0.54597i,-5.1891
10885,-0.52629-0.15884i,-5.1968
11033,0.37914+0.39812i,-5.1964
11184,-0.47919+0.26955i,-5.1959
11336,-0.42232-0.35343i,-5.1818
11490,-0.42714-0.34652i,-5.1924
11647,-0.21449+0.50704i,-5.1843
11805,0.485-0.26106i,-5.1802
11966,0.044943+0.54803i,-5.1948
12129,-0.34395+0.42906i,-5.1943
12294,-0.11484+0.53766i,-5.1961
12461,0.54852+0.050028i,-5.1802
12631,-0.52709+0.1597i,-5.1809
12802,0.15164-0.52943i,-5.1814
12977,-0.014001-0.55014i,-5.1877
13153,-0.44432-0.32366i,-5.1974
13332,0.28833+0.4679i,-5.1989
13514,-0.50041+0.22879i,-5.1891
13698,-0.54884-0.022777i,-5.2037
13884,-0.41583+0.3597i,-5.1957
14073,0.54306-0.088063i,-5.1903
14265,-0.068464+0.54475i,-5.208
14459,-0.37745+0.39974i,-5.1961
14656,0.23827+0.49448i,-5.2103
14855,0.14318-0.52949i,-5.2164
15057,0.41474+0.35828i,-5.2233
15262,0.34286+0.42822i,-5.2153
15470,0.39683-0.37806i,-5.223
15680,-0.48149+0.26076i,-5.2313
15894,-0.49055-0.24297i,-5.2335
16110,-0.53714-0.10421i,-5.2377
16329,0.18451+0.5158i,-5.2274
16552,-0.53747+0.10063i,-5.2432
16777,-0.51783-0.17281i,-5.2577
17005,-0.2905+0.46221i,-5.2574
17237,-0.041553-0.54468i,-5.2519
17471,0.50964-0.1959i,-5.2562
17709,0.019198-0.54468i,-5.2718
17950,-0.093238+0.53695i,-5.2722
18194,-0.5441-0.024729i,-5.2775
18442,-0.31153+0.44628i,-5.2839
18693,0.42887-0.33431i,-5.2917
18947,0.31926+0.43884i,-5.309
19205,0.54034+0.051515i,-5.3074
19467,-0.54144+0.030637i,-5.3152
19731,0.075972-0.53659i,-5.321
20000,-0.495-0.21974i,-5.3267
